Firma Adı;Sektör;Detay URL
Çatalbaş Elektrik Enerji San. Tic. Ltd. Şti.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/catalbas-elektrik-enerji-san-tic-ltd-sti/
Çeliksan Ticari Araçlar San. ve Tic. Ltd. Şti.;Motorlu Kara Taşıtı, Treyler (Römork) ve Yarı Treylerin İmalatı;https://adanaorganize.org.tr/firma/celiksan-ticari-araclar-san-ve-tic-ltd-sti/
Çıracılar Petrol Restoran Gıda Marketçilik Tütün Otom. San. ve Tic. Ltd. Şti.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/ciracilar-petrol-restoran-gida-marketcilik-tutun-otom-san-ve-tic-ltd-sti/
ÇİMSA ÇİMENTO SAN.VE TİC.A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/cimsa-cimento-san-ve-tic-a-s/
ÇOKYAŞAR TEL ÖRME VE DOK. TEL GAL. ÇİVİ SAN. TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cokyasar-tel-orme-ve-dok-tel-gal-civi-san-tic-a-s/
ÇÖZÜMÇELİK İNŞAAT TAAH. İML. SAN. VE TİC. LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cozumcelik-insaat-taah-iml-san-ve-tic-ltd-sti-adana-organize-sanayi-subesi/
ÇUKUROVA BOMBE VE MAKİNA SAN. TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cukurova-bombe-ve-makina-san-tic-ltd-sti/
Çukurova Çelik Hasır Demir Metal İnş. Alüm. İth. İhr. San. ve Tic. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cukurova-celik-hasir-demir-metal-ins-alum-ith-ihr-san-ve-tic-a-s/
ÇUKUROVA POLİSTREN MADEN HURDA AKARYAKIT İNŞ. TURZ. SAN. VE TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/cukurova-polistren-maden-hurda-akaryakit-ins-turz-san-ve-tic-ltd-sti/
ÇUKUROVA SİLO İŞLETMECİLİĞİ VE MAK. SAN. İNŞ. TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cukurova-silo-isletmeciligi-ve-mak-san-ins-tic-ltd-sti/
ÇUKUROVA TENEKE OFSET METAL VE PLASTİK AMB. KAPAK MAK. ARAÇ GIDA PAZ. MÜŞ. MÜH. MAL. TAAH. TİC. İHR. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cukurova-teneke-ofset-metal-ve-plastik-amb-kapak-mak-arac-gida-paz-mus-muh-mal-taah-tic-ihr-ltd-sti/
ÇUKUROVA TÜTÜN İŞLEME SANAYİ VE TİC. A. Ş.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/cukurova-tutun-isleme-sanayi-ve-tic-a-s/
DAREN LOJ. TAŞ. PET. İNŞ. TAR. HAY. GIDA SAN. VE TİC. A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/daren-loj-tas-pet-ins-tar-hay-gida-san-ve-tic-a-s/
DAVULCU BOYA TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/davulcu-boya-tic-ltd-sti/
DAVUT PANEL VE SAC SAN.TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/davut-panel-ve-sac-san-tic-a-s/
DCT TARIM DIŞ TİCARET ANONİM ŞİRKETİ;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/dct-tarim-dis-ticaret-anonim-sirketi/
Dekare Tekstil Sanayi ve Ticaret Limited Şirketi;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/dekare-tekstil-sanayi-ve-ticaret-limited-sirketi/
DELLA GIDA SAN. VE TİC. A. Ş.;Gıda Ürünleri İmalatı, İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/della-gida-san-ve-tic-a-s/
Dem Çatı İnşaat Hafr. San. ve Tic. Ltd. Şti.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/dem-cati-insaat-hafr-san-ve-tic-ltd-sti/
DEMİRAĞLAR ORM.ÜRN.SAN VE TİC.LTD.ŞTİ.;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/demiraglar-orm-urn-san-ve-tic-ltd-sti/
DENLİ DİPÇİK KERESTE TURİZM TİC.A.Ş.;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/denli-dipcik-kereste-turizm-tic-a-s/
DENTAŞ AMBALAJ VE KAĞIT SAN. A.Ş.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/dentas-ambalaj-ve-kagit-san-a-s/
Dexcon Yapı İnşaat ve Sanayi A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/dexcon-yapi-insaat-ve-sanayi-a-s/
DİNÇKAN MAKİNA İNŞAAT TURİZM VE TEKSTİL LİMİTED ŞİRKET;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/dinckan-makina-insaat-turizm-ve-tekstil-limited-sirket/
DİSTON ALÜMİNYUM SANAYİ TİCARET LİMİTED ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/diston-aluminyum-sanayi-ticaret-limited-sirketi/
DKC AV SANAYİ TİCARET LİMİTED ŞİRKETİ;Diğer İmalatlar;https://adanaorganize.org.tr/firma/dkc-av-sanayi-ticaret-limited-sirketi/
DOĞAN MAKİNA VE TRAKTÖR YEDEK PARÇA İML. VE İTH. İHR. PAZ. VE TİC. LTD. ŞTİ.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/dogan-makina-ve-traktor-yedek-parca-iml-ve-ith-ihr-paz-ve-tic-ltd-sti/
DOĞANAY GIDA TARIM VE HAYVANCILIK SAN.VE TİC. A.Ş;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/doganay-gida-tarim-ve-hayvancilik-san-ve-tic-a-s/
DRK TÜTÜN SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/drk-tutun-sanayi-ve-ticaret-limited-sirketi/
DÜNYA POLİSTREN GRUP  SAN.VE TİC. LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/dunya-polistren-grup-san-ve-tic-ltd-sti/
Ekol Boru ve Ekipm. İml. Sıhhi Tes. Ürün. Boya İnş. İnş. Malz. İth. İhr. San. ve Tic. Paz. Ltd. Şti;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ekol-boru-ve-ekipm-iml-sihhi-tes-urun-boya-ins-ins-malz-ith-ihr-san-ve-tic-paz-ltd-sti/
EKSOY KİMYA SAN.VE TİC. A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/eksoy-kimya-san-ve-tic-a-s/
Elbarake Un ve Unlu Mamüller Gıda İnşaat Mobilya Tarım Hayv. İth. İhr. San. Tic. Ltd. Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/elbarake-un-ve-unlu-mamuller-gida-insaat-mobilya-tarim-hayv-ith-ihr-san-tic-ltd-sti/
ELİTAŞ GRUP PLASTİK SAN. TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/elitas-grup-plastik-san-tic-ltd-sti/
ELNURAYN UN VE UNLU MAMÜLLER GIDA MADDELERİ LOKANTACILIK İNŞ. TURİZM. SAN. TİC. LTD. ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/elnurayn-un-ve-unlu-mamuller-gida-maddeleri-lokantacilik-ins-turizm-san-tic-ltd-sti/
Eltakva Unlu Mamülleri Gıda Mob. San. ve Tic. Ltd. Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/eltakva-unlu-mamulleri-gida-mob-san-ve-tic-ltd-sti/
ELZ MAKİNE NAKLİYE İNŞ. SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/elz-makine-nakliye-ins-san-ve-tic-ltd-sti/
EMD PLASTİK HAYVANCILIK TEKSTİL TAR. ÜRN. SAN. VE TİC. PAZ.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/emd-plastik-hayvancilik-tekstil-tar-urn-san-ve-tic-paz-ltd-sti/
Emir Gübre Tarım Nak. İnş. İth. İhr. San. Tic. Ltd.Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/emir-gubre-tarim-nak-ins-ith-ihr-san-tic-ltd-sti/
EMS PLASTİK BORU SIH. TES. MALZ. GÜNEŞ ENER. İML. İNŞ. İTH. SAN. VE TİC. PAZ. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ems-pls-boru-sih-tes-malz-gunes-ener-iml-ins-ith-san-ve-tic-paz-ltd-sti/
EMSAN ELEKTRİK PROJE TAAH.VE TİC A.Ş.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/emsan-elektrik-proje-taah-ve-tic-a-s/
ENJOY MOTOR OİL KİMYA A. Ş.;Kok Kömürü ve Rafine Edilmiş Petrol Ürünleri İmalatı;https://adanaorganize.org.tr/firma/enjoy-motor-oil-kimya-a-s/
EPAŞ DÖKÜM VE PLASTİK SANAYİ TİCARET A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/epas-dokum-ve-plastik-sanayi-ticaret-a-s/
ERBEY DOKUMA İPLİK SAN. VE  TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/erbey-dokuma-iplik-san-ve-tic-a-s/
ERLER BOYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/erler-boya-sanayi-ve-ticaret-limited-sirketi/
Ersatlas Plastik San. Tic. Ltd. Şti.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ersatlas-plastik-san-tic-ltd-sti/
Ersofer Temizlik Tüketim Ürn. San. Tic. Ltd. Şti.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ersofer-temizlik-tuketim-urn-san-tic-ltd-sti/
ERSOPLAST PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ersoplast-plastik-sanayi-ve-ticaret-anonim-sirketi/
ERTAR KİMYA TARIM ÜRÜNLERİ VE ALETLERİ İMALAT PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETi;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ertar-kimya-tarim-urunleri-ve-aletleri-imalat-pazarlama-sanayi-ve-ticaret-limited-sirketi/
ESEN PLASTİK SANAYİ TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/esen-plastik-sanayi-ticaret-anonim-sirketi/
ESKA GERİ DÖNÜŞÜM SAN. ve TİC. LTD. ŞTİ.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/eska-geri-donusum-san-ve-tic-ltd-sti/
EVREN GIDA SAN.VE TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/evren-gida-san-ve-tic-ltd-sti/
EXPEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/expel-ilac-sanayi-ve-ticaret-anonim-sirketi/
EZER TEKSTİL İML. SAN. TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ezer-tekstil-iml-san-tic-ltd-sti/
F.K.F. TEKSTİL SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/f-k-f-tekstil-san-ve-tic-ltd-sti/
FARADAY PETROL KİMYA A. Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/faraday-petrol-kimya-a-s/
FİLPA AMBALAJ VE DIŞ TİC. A. Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/filpa-ambalaj-ve-dis-tic-a-s/
FİXA YAPI KİMYASALLARI SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/fixa-yapi-kimyasallari-san-ve-tic-ltd-sti/
FORM STYROPOR YATILIM AMB. SAN. VE TİC. LTD. ŞTİ.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/form-styropor-yatilim-amb-san-ve-tic-ltd-sti/
FULTEKS TEKS.VE KONF. SAN. TİC. İŞL. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/fulteks-teks-ve-konf-san-tic-isl-ltd-sti/
FURTEKS ENERJİ İNŞAAT TEKSTİL ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/furteks-enerji-insaat-tekstil-urunleri-san-ve-tic-ltd-sti/
GALMETSAN GALVANİZLİ METALLER ÇELİK KONS. SAN.VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/galmetsan-galvanizli-metaller-celik-kons-san-ve-tic-ltd-sti/
GAP ÇAY GIDA SANAYİ İTHALAT İHRACAT PAZARLAMA TİCARET LİMİTED ŞİRKETİ;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/gap-cay-gida-sanayi-ithalat-ihracat-pazarlama-ticaret-limited-sirketi/
GARANTİ BANKASI A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/garanti-bankasi-a-s/
GE-TA TARIM VE GIDA SAN. TİC. A.Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/ge-ta-tarim-ve-gida-san-tic-a-s/
GEMSA BOYA SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gemsa-boya-san-ve-tic-ltd-sti/
GENTA MAK. İNŞ. TURZ. VE HAY. SAN. TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/genta-mak-ins-turz-ve-hay-san-tic-ltd-sti/
GER MÜHENDİSLİK İMALAT VE TİCARET ANONİM ŞİRKETİ;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ger-muhendislik-imalat-ve-ticaret-anonim-sirketi/
GERMAKSAN MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKETİ;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/germaksan-makina-sanayi-ve-ticaret-anonim-sirketi/
GİZEM ZEYTİNCİLİK GIDA İTH. İHR. SAN. TİC. A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/gizem-zeytincilik-gida-ith-ihr-san-tic-a-s/
GİZİR AHŞAP İNŞ. TURİZM SAN. TİC. A.Ş.;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/gizir-ahsap-ins-turizm-san-tic-a-s/
GÖKNUR PLASTİK AMBALAJ KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/goknur-plastik-ambalaj-kimya-sanayi-ve-ticaret-anonim-sirketi/
GPS PLASTİK LOJİSTİK PAZ. SAN. VE TİC. A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gps-plastik-lojistik-paz-san-ve-tic-a-s/
GREENBRIER VAGON SAN. VE TİC. LTD. ŞTİ.;Diğer Ulaşım Araçlarının İmalatı;https://adanaorganize.org.tr/firma/greenbrier-vagon-san-ve-tic-ltd-sti/
Gurup Ticaret Pazarlama Dayanıklı Tüketim Mamülleri Mobilya Orman Ürünleri Taahhüt Ltd.Şti.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gurup-ticaret-pazarlama-dayanikli-tuketim-mamulleri-mobilya-orman-urunleri-taahhut-ltd-sti/
GÜL KİMYA İML.PAZ.İNŞ.KAĞIT VE PLS.AMB.ZİRAİ İLAÇ. GIDA DAYANIKLI TÜK.MALLARI NAKİL VASITALARI TAR.TEKS.İŞ MAK.PET.ORMAN ÜRÜN.NAK.İTH.İHR. SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gul-kimya-iml-paz-ins-kagit-ve-pls-amb-zirai-ilac-gida-dayanikli-tuk-mallari-nakil-vasitalari-tar-teks-is-mak-pet-orman-urun-nak-ith-ihr-san-ve-tic-ltd-sti/
Gülezler Metal Sanayi İnşaat Nakliyat Ticaret Limited Şirketi;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/gulezler-metal-sanayi-insaat-nakliyat-ticaret-limited-sirketi/
GÜNEY ÇELİK HASIR VE DEMİR MAMÜLLERİ SANAYİ TİCARET ANONİM ŞİRKETİ;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/guney-celik-hasir-ve-demir-mamulleri-sanayi-ticaret-anonim-sirketi/
GÜNEY ODAK ENERJİ İNŞ.SAN.VE TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/guney-odak-enerji-ins-san-ve-tic-ltd-sti/
GÜR-SU PLASTİK SAN. VE TİC.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gur-su-plastik-san-ve-tic-ltd-sti/
GÜR-TUĞ ÇELİK KONS.END.ÜRN.İNŞ.ELK.SAN.TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/gur-tug-celik-kons-end-urn-ins-elk-san-tic-ltd-sti/
GÜRSOY YEM GIDA VE HAYVANCILIK SANAYİ TİCARET ANONİM ŞİRKETİ;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/gursoy-yem-gida-ve-hayvancilik-sanayi-ticaret-anonim-sirketi/
GÜVEN TEKSTİL SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/guven-tekstil-san-ve-tic-ltd-sti/
HALK HİJYENİK ÜRÜNLER DET.SAN.VE TİC.A.Ş.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/halk-hijyenik-urunler-det-san-ve-tic-a-s/
HAS TÜTÜNCÜLÜK VE MAKARON SAN.TİC.LTD.ŞTİ.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/has-tutunculuk-ve-makaron-san-tic-ltd-sti/
Hassan Gıda Mühendislik İth. İhr. San. ve Tic. A. Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/hassan-gida-muhendislik-ith-ihr-san-ve-tic-a-s/
HEKTAŞ TİCARET TÜRK ANONİM ŞİRKETİ;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/hektas-ticaret-turk-anonim-sirketi/
HİLAL DOK.TEKS.APRE BOYA SAN.VE TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/hilal-dok-teks-apre-boya-san-ve-tic-a-s/
HİSAR YAPI MALZ.SAN.VE TİC.LTD.ŞTİ.;Mobilya İmalatı;https://adanaorganize.org.tr/firma/hisar-yapi-malz-san-ve-tic-ltd-sti/
HRT ULUSLARARASI İTH. İHR. İNŞ. TAR. HAYV. GIDA SAN. VE TİC. A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/hrt-uluslararasi-ith-ihr-ins-tar-hayv-gida-san-ve-tic-a-s/
HÜSEYİN KAYA TEKSTİL GIDA İNŞ.SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/huseyin-kaya-tekstil-gida-ins-san-ve-tic-ltd-sti/
Ids Enerji Mühendislik Danışmanlık Proje Yatırım Taah. San. ve Tic. Ltd. Şti.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/ids-enerji-muhendislik-danismanlik-proje-yatirim-taah-san-ve-tic-ltd-sti/
IMGI İNTERNATIONAL MARBLE GRA. İND. SAN. TİC. LTD. ŞTİ.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/imgi-international-marble-gra-ind-san-tic-ltd-sti/
ISLAND DENIM TEKSTİL A. Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/island-denim-tekstil-a-s/
İLHAN PLASTİK SAN.VE TİC.LTD.ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ilhan-plastik-san-ve-tic-ltd-sti/
İLSAN TEKSTİL SAN. VE TİC. A. Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ilsan-tekstil-san-ve-tic-a-s/
İMKO BETON ANONİM ŞİRKETİ;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/imko-beton-anonim-sirketi/
İNDİGO TÜNEL TEKSTİL SAN. TİC. A. Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/indigo-tunel-tekstil-san-tic-a-s/
İNPA RAF SİSTEMLERİ SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/inpa-raf-sistemleri-san-ve-tic-ltd-sti/
İntegral İnşaat Tes. ve San. Ltd. Şti.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/integral-insaat-tes-ve-san-ltd-sti/
İNTERGLASS OTO CAM OTOM.SAN.LTD.ŞTİ.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/interglass-oto-cam-otom-san-ltd-sti/
KAAN CIVATA TEKNİK HIRDAVAT İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/kaan-civata-teknik-hirdavat-ith-ihr-san-ve-tic-ltd-sti/
Kadıteks Tekstil San. ve Tic. A. Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/kaditeks-tekstil-san-ve-tic-a-s/
KAHYALAR TEKSTİL TİC. VE PAZ.LTD.ŞTİ.;Mobilya İmalatı;https://adanaorganize.org.tr/firma/kahyalar-tekstil-tic-ve-paz-ltd-sti/
KAMAS GALVANİZ KAPLAMA SAN.VE TİC. LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/kamas-galvaniz-kaplama-san-ve-tic-ltd-sti/
KARINCA TEKSTİL SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/karinca-tekstil-sanayi-ve-dis-ticaret-limited-sirketi/
KARİA KOMPOZİT TAŞ SAN. VE TİC. LTD. ŞTİ.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/karia-kompozit-tas-san-ve-tic-ltd-sti/
Karmis Tekstil San. ve Tic. A. Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/karmis-tekstil-san-ve-tic-a-s/
KARSU AMBALAJ PLASTİK VE TEKSTİL A. Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/karsu-ambalaj-plastik-ve-tekstil-a-s/
KARTEKS TEKSTİL SAN.VE TİC.A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/karteks-tekstil-san-ve-tic-a-s/
KASTAMONU ENTEGRE AĞAÇ SAN.VE TİC.A.Ş.;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/kastamonu-entegre-agac-san-ve-tic-a-s/
Kayalar Tekstil Konfeksiyon Plastik Amb. İthalat İhracat San. ve Tic. Ltd. Şti.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/kayalar-tekstil-konfeksiyon-plastik-amb-ithalat-ihracat-san-ve-tic-ltd-sti/
KESKİN KURUMSAL PLASTİK SAN. VE TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/keskin-kurumsal-plastik-san-ve-tic-ltd-sti/
KIRMIZIDAM GIDA ORG.TARIM VE TURZ.TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/kirmizidam-gida-org-tarim-ve-turz-tic-ltd-sti/
Kızılay Doğal Gıda Üretim Anonim Şirketi;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/kizilay-dogal-gida-uretim-anonim-sirketi/
KİLİKYA ŞALGAM İÇECEK SAN.VE TİC. A.Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/kilikya-salgam-icecek-san-ve-tic-a-s/
KİMSOY BOYA SAN.VE TİC.A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/kimsoy-boya-san-ve-tic-a-s/
Kimteks İplik Enerji San. ve Tic. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/kimteks-iplik-enerji-san-ve-tic-a-s/
KİMTEKS TEKSTİL İNŞ.TİC. VE SAN. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/kimteks-tekstil-ins-tic-ve-san-a-s/
KOLİSAN OLUKLU MUKAVVA KUTU VE AMB.SAN.LTD.ŞTİ.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/kolisan-oluklu-mukavva-kutu-ve-amb-san-ltd-sti/
KONEKS BOYA VE KİMYA MAD.MADENİ YAĞ İNŞ.PLS.TURZ.SEY.SAN.TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/koneks-boya-ve-kimya-mad-madeni-yag-ins-pls-turz-sey-san-tic-ltd-sti/
KONİL HALI İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/konil-hali-ic-ve-dis-ticaret-limited-sirketi/
KORAY KİMYA SAN. VE TİC. A. Ş;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/koray-kimya-san-ve-tic-a-s/
