firma_adi;adres;telefon;website;domain;birlik
DİVA HEDİYELİK EŞYA SANAYİ VE PAZARLAMA ANONİM ŞİRKETİ;MOLLAFENARİ MAH. TÜRBEDAR SOK.NO.7 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5141578;www.divakuyumculuk.com;divakuyumculuk.com;JTR - Mücevher İhracatçıları Birliği
DİYAMANDİ KUYUMCULUK VE KIYMETLİ TAŞLAR SANAYİ TİCARET LİMİTED ŞİRKETİ;MOLLAFENARI MAHALLESİ ALİBABA TÜRBESİ SK NO:11/A 34120 FATİH İSTANBUL;(212) 5201222;www.diyamandi.com;diyamandi.com;JTR - Mücevher İhracatçıları Birliği
DORA KUYUMCULUK SAN.VE TİC.AŞ.;İKİTELLİ OSB. MAH.MARMARA SAN. SİT.L BLOK NO:1 KÜÇÜKÇEKMECE İSTANBUL;(212) 4721770;www.dorarings.com;dorarings.com;JTR - Mücevher İhracatçıları Birliği
DREAMSTAR TEKNOLOJİ VE TİC. LTD. ŞTİ.;AYDINTEPE MAH. SAHİL YOLU BULVARIALİZE İŞ MERKEZİ NO.:191/94 TUZLA İSTANBUL;(216) 3927777;www.dreamstar.com.tr;dreamstar.com.tr;JTR - Mücevher İhracatçıları Birliği
DY KIYMETLİ MADENLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BEYAZIT MH. VARAKÇI SK. NO:21/A FATİH İSTANBUL;;https://dykuyum.com/tr/ana-sayfa/;dykuyum.com;JTR - Mücevher İhracatçıları Birliği
E.C.E. ELEKTRONİK CİHAZLAR ENDÜSTRİSİ LTD.ŞTİ.;MÜEYYETZADE MH. KEMERALTI CD.NO:1-3 KARAKÖY BEYOĞLU İSTANBUL;(212) 2937924;www.eceelektronik.com;eceelektronik.com;JTR - Mücevher İhracatçıları Birliği
EDEL ROYAL KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;: YENİBOSNA MERKEZ MAHALLESİ 29 EKİM CADDESİ VİZYONPARK SİTESİ A1 BLOK NO :3A BAHÇELİEVLER İSTANBUL;(212) 6030096;http://www.edelroyal.com;edelroyal.com;JTR - Mücevher İhracatçıları Birliği
EDİZ DERELİ DEĞERLİ TAŞLAR VE MÜCEVHERAT TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. ŞEREFEFENDİ ŞENER CENTER NO:28 K:5 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5200045;www.edizdereli.com;edizdereli.com;JTR - Mücevher İhracatçıları Birliği
EGEMET KALIBRASYON OLCUM TIC. LTD.STI.;KARACAOGLAN MAH. 172 SOK.NO:8 BORNOVA İZMİR;02324720604;www.egemet.com.tr;egemet.com.tr;JTR - Mücevher İhracatçıları Birliği
EKIP METAL TOZLARI SAN.VE TIC. A.S.;MASLAK SPRING GIZ PLAZA B.B. NO.3 ŞİŞLİ İSTANBUL;02127982640;www.ekipmetal.com;ekipmetal.com;JTR - Mücevher İhracatçıları Birliği
EKSPERT MUM.TURZ.VE TIC.LTD. STI.;IMES SAN. SITESI C BLOK 311.SOKAK NO:7 ÜMRANİYE İSTANBUL;02165733888;www.expert.com.tr;expert.com.tr;JTR - Mücevher İhracatçıları Birliği
ELEMENTAL GERİ DÖNÜŞÜM A.Ş.;OZIS YAPI KOOP.731.SOK.NO.78 ANKARA;03123954455;www.evciler.com.tr;evciler.com.tr;JTR - Mücevher İhracatçıları Birliği
ELIT KUY.INS.TUR.TEKS.ELK.MAD. IHR.ITH.SAN.LTD.STI.;LİMAN CAD. NO.41 SİDE MANAVGAT ANTALYA;(242) 7569042;www.palmiyejewellery.com;palmiyejewellery.com;JTR - Mücevher İhracatçıları Birliği
ELIT KUYUMCULUK LTD.STI.;MOLLA FENARİ MAH. GAZİ SİNAN PAŞA SOK. HAS İŞ HANI KAT:2 NO:33 NURUOSMANİYE FATİH İSTANBUL;(212) 5203491;www.dimojewelry.com;dimojewelry.com;JTR - Mücevher İhracatçıları Birliği
ELİF KIYMETLİ MADENCİLİK VE MÜCEVHERAT SAN. TİC. LTD. ŞTİ.;BİNBİRDİREK MAH.BEYKHANE SOK.BÜYÜK BİROL İŞ HANIN:6 K:2 D:208 FATİH İSTANBUL;(212) 6380286;www.elifjewellery.com;elifjewellery.com;JTR - Mücevher İhracatçıları Birliği
ELİZİ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MH.VEZİRHAN CD. KAYA İŞHANI NO:86 KAT:3 NURUOSMANİYE FATİH İSTANBUL;(212) 5260216;www.elizihasir.com;elizihasir.com;JTR - Mücevher İhracatçıları Birliği
EMİR KUYUMCULUK SANAYİ İÇ VE DIŞ TİCARET PAZARLAMA LİMİTED ŞİRKETİ;ABDI IPEKÇI CAD. ENSAR SOK. H. ÖZEL NO.160 BAYRAMPAŞA İSTANBUL;(212) 5677835;www.emirgold.com;emirgold.com;JTR - Mücevher İhracatçıları Birliği
EMPRESS MÜCEVHER DERİ SANAYİ TICARET A.Ş.;NURUOSMANIYE CAD. NO:79 K.A/4 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5193010;www.gilan.com.tr;gilan.com.tr;JTR - Mücevher İhracatçıları Birliği
ERBAY ALUMINYUM INSAAT SANAYİ VE TİCARET AŞ.;ZUMRUTEVLER MAH. KESKIN SOK. NO.8 MALTEPE İSTANBUL;(216) 5891717;www.erbayaluminyum.com.tr;erbayaluminyum.com.tr;JTR - Mücevher İhracatçıları Birliği
ERFE İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MAHMUTBEY MH İSTOÇ TİCARET MERKEZİ 2430 SK 12 ADA NO:78-84 BAĞCILAR İSTANBUL;(212) 6590499;www.erfe.com.tr;erfe.com.tr;JTR - Mücevher İhracatçıları Birliği
ERINC KUYUMCULUK HEDİYELİK EŞYA TURİZM SANAYİ TICARET LİMİTED SİRKETİ;931 SOKAK NO.11 KONAK İZMİR;(232) 4453505;www.erinc.com.tr;erinc.com.tr;JTR - Mücevher İhracatçıları Birliği
ERİŞ MÜCEVHERAT TİCARET TURİZM İNŞAAT SANAYİ LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. NURUOSMANIYE CAD. NO.44 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5266555;www.erisjewellery.com;erisjewellery.com;JTR - Mücevher İhracatçıları Birliği
ERSİN KOYUNCU KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. NURUOSMANİYE CAD. NO:24/A FATİH İSTANBUL;(212) 5206142;www.ekmounting.online;ekmounting.online;JTR - Mücevher İhracatçıları Birliği
ERVA KIYMETLİ MADENLER ANONİM ŞİRKETİ;BEYAZIT MAH. KALCILAR SK. NO : 13/1 FATİH/İSTANBUL FATİH İSTANBUL;(021) 2511224;http://www.ervagold.com.tr;ervagold.com.tr;JTR - Mücevher İhracatçıları Birliği
ESER GOLD KUYUM. DIŞ TİC. OTOM. TAR. TEK. SAN. VE TİC. LTD. ŞTİ.;İSMETPAŞA MAH. MİLLİ EGEMENLİK CAD. MAŞALLAH İŞMERKEZİ K.4 NO:12 KAHRAMANMARAŞ KAHRAMANMARAŞ;(344) 2214668;www.dovekurutemizleme.com;dovekurutemizleme.com;JTR - Mücevher İhracatçıları Birliği
ESTA HEDIYELIK ESYA SANAYİ VE TICARET LİMİTED ŞİRKETİ;DİVANYOLU CAD. IŞILTI SOK. NO:2 ALİFAİK HAN KAT: 3DAİRE: 401 BİNBİRDİREK 34122 FATİH, YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6031875;www.estapirlanta.com;estapirlanta.com;JTR - Mücevher İhracatçıları Birliği
EYLÜL TAKI BUJİTERİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ERTUĞRULGAZİ CADDESİ NO 86/8 ATİMER2 İŞ MERKEZİ İÇ KAPI 12 İNEGÖL MAHMUDİYE 16400 BEYLİKDÜZÜ BURSA;;www.laviyen.com;laviyen.com;JTR - Mücevher İhracatçıları Birliği
F.A.N.C.Y.KUYUMCULUK LİMİTED ŞİRKETİ;YENİÇERİLER CAD. EMİNSİNAN MAH. GÜZEL APT. NO:5/201 ÇEMBERLİTAŞ FATİH İSTANBUL;(212) 5286152;www.fancysilvertr.com;fancysilvertr.com;JTR - Mücevher İhracatçıları Birliği
FALEZ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;VEZIRHAN CAD. VEZIRHAN SOK. NO.11ÇEMBERLİTAŞ EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5260726;www.falezgold.com.tr;falezgold.com.tr;JTR - Mücevher İhracatçıları Birliği
FİGÜR KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MERKEZ MAH. PROF. DR. M.NEVZAT PİSAK CAD. OĞU SAN. SİT. 2.BLOK NO:12 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6520006;www.figurejewellery.com;figurejewellery.com;JTR - Mücevher İhracatçıları Birliği
FİLİZ TOPTAN TAKI TİCARETİ MEHMET FİLİZ;MİMAR HAYRETTİN MAH. YENİÇERİLERCAD. KİĞILI PASAJI NO:31/101 FATİH İSTANBUL;(212) 4588534;www.filizjewelry.com;filizjewelry.com;JTR - Mücevher İhracatçıları Birliği
FİORE DORO KUYUMCULUK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. VEZİRHAN CAD.NO:68/F BEYAZIT FATİH İSTANBUL;(212) 5220640;www.fioredoro.com.tr;fioredoro.com.tr;JTR - Mücevher İhracatçıları Birliği
FLORA KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;LADİN SOK. KUYUMCUKENT ATÖLYE BLOĞU 1. KAT 1. SOK. N0.21 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6033009;www.florajewelry.com;florajewelry.com;JTR - Mücevher İhracatçıları Birliği
GARDEN GOLD KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;YENİÇERİLER CAD. UĞUR HAN. K-1 D-11 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5178473;www.gardenjewellry.com;gardenjewellry.com;JTR - Mücevher İhracatçıları Birliği
GEBERİT TESİSAT SİSTEMLERİ TİCARET LTD. ŞTİ.;İÇERENKÖY MH. ENGİN SK. NO.10 D.1ATAŞEHİR İÇERENKÖY ATAŞEHİR İSTANBUL;(216) 3408273;www.geberit.com.tr;geberit.com.tr;JTR - Mücevher İhracatçıları Birliği
GEÇEN KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLAFENARI M.NURUOSMANIYE C.ORIENT BAZ.TIC.MERK.100/504 FATİH İSTANBUL;02125282072;www.gecenkuyumculuk.com;gecenkuyumculuk.com;JTR - Mücevher İhracatçıları Birliği
GELOSİA KUYUMCULUK VE TEKSTİL DIŞ TİC. LTD. ŞTİ.;KUYUMCULAR SOK. İSTANBUL VİZYON PARK C2 BLOK K:4 NO:405 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6031296;www.gelosiagold.com;gelosiagold.com;JTR - Mücevher İhracatçıları Birliği
GERAS MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;NURUOSMANİYE ORIENT BAZAARNO.45 Z.KAT 06 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5276503;www.gerasdiamond.com;gerasdiamond.com;JTR - Mücevher İhracatçıları Birliği
GEZ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;NURUOSMANİYE CAD. ORİENT BAZAAR NO:77/609 FATİH İSTANBUL;(212) 5267437;www.gezjewellery.com;gezjewellery.com;JTR - Mücevher İhracatçıları Birliği
GİZ ANTİK PIRLANTA VE KUYUMCULUK LTD. ŞTİ;HİMAYE-I ETFAL SOK.NO:8/3 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5135112;www.gizantik.com.tr;gizantik.com.tr;JTR - Mücevher İhracatçıları Birliği
GLAMİRA İNTERNET VE KUYUMCULUK SAN. TİC. A.Ş.;YENİBOSNA MERKEZ MH. KUYUMCULAR SK. NO:3İÇ KAPI NO:111 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030174;www.glamira.com.tr;glamira.com.tr;JTR - Mücevher İhracatçıları Birliği
GOLDIUM KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KUYUMCUKENT ATÖLYE BLOĞU 2.KAT 5.SOKAK NO:17 YENİBOSNA BAHÇELİEVLER İSTANBUL;;www.goldium.com.tr;goldium.com.tr;JTR - Mücevher İhracatçıları Birliği
GOLDMAS KUYUMCULUK SANAYI VE TICARET LTD.STI.;MESİH PAŞA MAH. LALELİ CAD. NO:15/A LALELİ EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5226471;www.goldmas.com;goldmas.com;JTR - Mücevher İhracatçıları Birliği
GÖĞÜŞ KUYUMCULUK-MUSTAFA MUZAFFER GÖĞÜŞ;KUYUMCUKENT ATÖLYE BLOĞU 3.KAT6. SOKAK NO:14 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030491;www.gogusgold.com;gogusgold.com;JTR - Mücevher İhracatçıları Birliği
GRAMALTIN KIYMETLİ MADENLER RAFİNERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;KUYUMCUKENT SİT. 7 NOLU BÜYÜK ATÖLYEZEMİN KAT YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030101;www.iar.com.tr;iar.com.tr;JTR - Mücevher İhracatçıları Birliği
GÜLERYÜZ KUYUMCULUK TURİZM VE OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ;UZUN ÇARŞI 1. GEÇİT NO.26/28 MERKEZ SAKARYA;(264) 2776119;www.guleryuzkuyumculuk.com;guleryuzkuyumculuk.com;JTR - Mücevher İhracatçıları Birliği
GÜRALSAN MÜHENDİSLİK VE İNŞAAT SAN. TİC. LTD. ŞTİ.;YEŞİLKÖY MH ESG BUSİNESS B3 BLOK KAT:3 NO:12/148 YEŞİLKÖY BAKIRKÖY İSTANBUL;;www.guralinsaat.com.tr;guralinsaat.com.tr;JTR - Mücevher İhracatçıları Birliği
HAŞİMİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;KAPALIÇARŞI PERHADÇILAR SOK.NO:28 FATİH İSTANBUL;(212) 5265412;https://www.hasimidogaltas.com/;hasimidogaltas.com;JTR - Mücevher İhracatçıları Birliği
HATİBOĞLU KUYUMCULUK TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SOK. KUYUMCUKENT ATÖLYE BLOKZEMİN KAT 11. SOKAK D:16 BAHÇELİEVLER İSTANBUL;(212) 5173860;www.hatgold.com;hatgold.com;JTR - Mücevher İhracatçıları Birliği
HAZORFİM DIŞ TİCARET LTD. ŞTİ.;YENİDOĞAN MAH. ERCİYES SOK. ERCİYES SAN.SİT. NO.5/H İÇ KAPI NO:67 BAYRAMPAŞA İSTANBUL;(212) 6743397;www.hazorfim.com.tr;hazorfim.com.tr;JTR - Mücevher İhracatçıları Birliği
HEDEF MAKİNA İML.VE BAK.ONARIM İNŞ.TAAH.TİC.LTD.ŞTİ.;KADOSAN SAN.SITESI B BLOK NO:26/28 ÜMRANİYE İSTANBUL;02164664600;www.hedef-makine.com;hedef-makine.com;JTR - Mücevher İhracatçıları Birliği
HEMERA KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MALTEPE MAH. LİTROS YOLU SOK.NO:12/250 FATİH SAN. SİT. ZEYTİNBURNU İSTANBUL;(212) 4441467;www.hemerapirlanta.com.tr;hemerapirlanta.com.tr;JTR - Mücevher İhracatçıları Birliği
HERCA KUYUMCULUK İTHALAT İHRACAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MH.ŞEREFEFENDİ SK. SAİT HAN NO:33/A EMİNÖNÜ/CAĞALOĞLU 34120 FATİH, İSTANBUL, TÜRKİYE EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5275282;www.hercajewellery.com;hercajewellery.com;JTR - Mücevher İhracatçıları Birliği
HERMES YÜZEY İŞLEME VE METAL İTH.İHR.LTD.ŞTİ.;SAADETDERE MAH. FEVZİ ÇAKMAK MAH. 83 A NO.1 ESENYURT İSTANBUL;(212) 2222222;http://hermesabrasive.com;hermesabrasive.com;JTR - Mücevher İhracatçıları Birliği
HOŞGÖR İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;ÇEMBERLITAS ALI BABA TURBE SOK.NO:9 K:1 D.3 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;;www.hosgorjewels.com;hosgorjewels.com;JTR - Mücevher İhracatçıları Birliği
HUQQA GIDA İŞLETMELERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MAHALLESİ SEDİR SOKAK NO:7 KAT:1 BAHÇELİEVLER İSTANBUL;(212) 6526222;www.huqqa.com;huqqa.com;JTR - Mücevher İhracatçıları Birliği
IDA KUYUMCULUK DEĞ.MADENLER GIDA TUR.SAN:VE TIC.A.Ş.;BEYAZIT MAHALLESİ AĞA SOK. VARAKÇI HAN NO:53/B 34126 FATİH İSTANBUL;(212) 5828145;www.idagold.com.tr;idagold.com.tr;JTR - Mücevher İhracatçıları Birliği
ITIMAT MUCEVHERAT SANAYI VE TICARET LTD.STI.;BAĞDAT CAD. MEYDAN SOK. NO.21 MALTEPE İSTANBUL;(216) 4427812;www.itimatjewellery.com;itimatjewellery.com;JTR - Mücevher İhracatçıları Birliği
İLBERNARDO DEĞERLİ MADENLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ;VEZIRHAN CAD. NO:37/39 FATİH İSTANBUL;(212) 5275107;www.ilbernardo.com;ilbernardo.com;JTR - Mücevher İhracatçıları Birliği
İNCİ KUYUMCULUK ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MAHALLESİ LADİN SOKAK KUYUMCUKENT SİTESİ YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030718;www.incigold.com.tr;incigold.com.tr;JTR - Mücevher İhracatçıları Birliği
İNNOVA KUYUMCULUK HEDİYELİK EŞYA SANAYİ VE TİCARET ANONİM ŞİRKETİ;MERKEZ MAH. LADİN SOK. NO:4/B001-1231-1232-2234-3251-4255-5253 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6031212;www.innovajewellery.com;innovajewellery.com;JTR - Mücevher İhracatçıları Birliği
İPEKYOLU KIYMETLİ TAŞLAR VE KUYUMCULUK SANAYİ TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH BİLEYCİLER SK NO: 23 FATİH İSTANBUL;(212) 5285994;www.ipekyolusilver.com.tr;ipekyolusilver.com.tr;JTR - Mücevher İhracatçıları Birliği
İSGOLD ALTIN RAFİNERİSİ A.Ş.;İKİTELLİ OSB MAH.MARMARA SAN.SİT.S BLOK SK. NO:5 KÜÇÜKÇEKMECE İSTANBUL;(212) 4944810;www.isgold.com.tr;isgold.com.tr;JTR - Mücevher İhracatçıları Birliği
İSHAKOĞLU KUYUMCULUK VE DERİ SANAYİ TİCARET ANONİM ŞİRKETİ;29 EKİM CAD. KUYUMCUKENT ATÖLYEBLK. 2 5. SOK. NO.21-24 ÇOBANÇEŞME BAHÇELİEVLER İSTANBUL;(212) 4440995;www.ishakoglugold.com;ishakoglugold.com;JTR - Mücevher İhracatçıları Birliği
İSTANBUL ALTIN RAFİNERİSİ ANONİM ŞİRKETİ;KUYUMCUKENT SİT. ATÖLYELER BLOĞU7 NOLU FABRİKA YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030101;www.iar.com.tr;iar.com.tr;JTR - Mücevher İhracatçıları Birliği
İSTANBUL DIŞ TİCARET VE KUYUMCULUK SANAYİ LİMİTED ŞİRKETİ;İSTANBUL VİZYON PARK C2 BLOK K.5NO.161 BAHÇELİEVLER İSTANBUL;(212) 5136577;www.goldfinejewellery.com;goldfinejewellery.com;JTR - Mücevher İhracatçıları Birliği
İSTANBUL KUYUMCULUK TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;: MOLLAFENARİ MAH. KÜRKÇÜLER PAZARI SKNO: 4/A EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5268946;www.modnasilver.com;modnasilver.com;JTR - Mücevher İhracatçıları Birliği
İSTANBUL MERİDYEN MÜCEVHER SAAT VE AKSESUAR TİCARET A.Ş.;BALMUMCU MAHALLESİ BESTEKAR HACİFAİK SOKAK NO 6/2 BEŞİKTAŞ İSTANBUL;(212) 5193010;www.gilan.com;gilan.com;JTR - Mücevher İhracatçıları Birliği
İSTANBUL MOZAİK AYDINLATMA SAN. TİC. LTD. ŞTİ.;AKÇABURGAZ MAH. 91 SOK. NO:16 İÇ KAPI NO:1 ESENYURT İSTANBUL;(212) 8863880;www.istanbulmosaiclamps.com;istanbulmosaiclamps.com;JTR - Mücevher İhracatçıları Birliği
İSTEPAN BALIK;TIĞCILAR CAD. PASTIRMACI HAN.NO:7/1 MERCAN EMİNÖNÜ FATİH İSTANBUL;;www.antiksilver.com;antiksilver.com;JTR - Mücevher İhracatçıları Birliği
İSTOR KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;BAĞLAR MEVKII MEZARLIK ÜSTÜCAD.NO.16/1 FİRUZKÖY AVCILAR İSTANBUL;(212) 4239400;www.istor.com.tr;istor.com.tr;JTR - Mücevher İhracatçıları Birliği
İTALGOLD KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MİMAR KEMALETTİN MAH. MESİHPAŞA CAD. NO:72/ELALELİ EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;;www.italgold.com.tr;italgold.com.tr;JTR - Mücevher İhracatçıları Birliği
JEFFE GOLD MÜCEVHERAT LİMİTED ŞİRKETİ;HOCAPAŞA MAHALLESİ, ANKARA CADDESİ, PAMİR HAN NO: 22, 5. KAT, DAİRE 13 FATİH İSTANBUL;;http://www.jeffegold.com;jeffegold.com;JTR - Mücevher İhracatçıları Birliği
JP KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ALEMDAR MAH. NURUOSMANİYE CAD NAFİZ PAŞA İŞ HANI NO :10 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5208384;www.jpdiamond.com.tr;jpdiamond.com.tr;JTR - Mücevher İhracatçıları Birliği
KAFKAS KUYUMCULUK MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KALPAKCILAR CAD. NO.4-6 FATİH İSTANBUL;(212) 5220326;www.kafkas-jewellery.com.tr;kafkas-jewellery.com.tr;JTR - Mücevher İhracatçıları Birliği
KAHRAMAN GÜMÜŞ VE HEDİYELİK EŞYA PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARI MAH.BILEYCILER SOK.NO.27/20 MERMER İŞHANI EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5201814;www.kahramansilver.com.tr;kahramansilver.com.tr;JTR - Mücevher İhracatçıları Birliği
KALİTE KUYUMCULUK İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;MOLLA FENARİ MAH.ŞEREF EFENDİ SOK.ŞENER CENTER.NO:28 KAT:1 NURUOSMANİYE FATİH İSTANBUL;(212) 5200099;www.kalitekuyumculuk.net;kalitekuyumculuk.net;JTR - Mücevher İhracatçıları Birliği
KAL-MET KALİBRASYON TİC.LTD.ŞTİ.;ÜÇEVLER MAH. 79. SOK. NO:1/A NİLÜFER BURSA;(224) 4415535;www.kal-met.com;kal-met.com;JTR - Mücevher İhracatçıları Birliği
KAMEROGLU KUYUMCULUK SANAYI VE DIS TICARET LTD.STI.;MOLLA FENARI MAH. VEZIR HANCAD. VEZIR HAN UST KAT NO:46 FATİH İSTANBUL;(212) 5226873;www.kameroglu.com.tr;kameroglu.com.tr;JTR - Mücevher İhracatçıları Birliği
KAMEROĞLU KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYNACILAR CAD. NO:4 KAPALIÇARŞI EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5120972;www.kameroglu.com.tr;kameroglu.com.tr;JTR - Mücevher İhracatçıları Birliği
KARACA ZÜCCACİYE TİCARET VE SANAYİ A.Ş.;YAKUPLU MERKEZ MAH.BEYSAN SAN.SİT.BİRLİK CAD.NO.24 YAKUPLU BEYLİKDÜZÜ İSTANBUL;(212) 4124400;www.krc.com.tr;krc.com.tr;JTR - Mücevher İhracatçıları Birliği
KARMA AKSESUAR BUJİTERİ DIŞ TİCARET LİMİTED ŞİRKETİ;DEMİRTAŞ MAH.ORD.PROF.DR. CEMİL BİRSEL CAD.NO:18 A/1 FATİH İSTANBUL;(212) 5798249;http://www.karmabijuteri.com;karmabijuteri.com;JTR - Mücevher İhracatçıları Birliği
KAROPAK ENDUSTRIYEL ÜRÜNLER SANAİ VE TİCARET ANONİM ŞİRKETİ;ATAŞEHİR MAH. 8229/2 SOK. NO:17 ÇİĞLİ İZMİR;;www.karopak.com;karopak.com;JTR - Mücevher İhracatçıları Birliği
KENAN KIZILKAYA;KALICILARHAN NO:15 KAPALIÇARŞI FATİH İSTANBUL;(212) 5131762;www.kennedysilver.com;kennedysilver.com;JTR - Mücevher İhracatçıları Birliği
KIGA DANISMANLIK ITHALAT IHRACAT TICARET LIMITED SIRKETI;CEMIL MERIÇ MAH. CEMALETTIN SK. NO: 5 A ÜMRANİYE İSTANBUL;(216) 0000000;http://www.ekplastik.com.tr;ekplastik.com.tr;JTR - Mücevher İhracatçıları Birliği
KISMET TASARIM TAKI VE MÜCEVHERAT SANAYI TICARET ANONIM SIRKETI;TESVKİYE CAD. GUNES APT. NO:3/2 TESVKİYE ŞİŞLİ İSTANBUL;(212) 2653032;www.kismetbymilka.com;kismetbymilka.com;JTR - Mücevher İhracatçıları Birliği
KİLİTÇİ ŞAKİR KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;IKITELLI MARMARA SAN. SIT. R BLK NO.451 BAĞCILAR İSTANBUL;(212) 4720499;www.kilitcisakir.com.tr;kilitcisakir.com.tr;JTR - Mücevher İhracatçıları Birliği
KİNESİS KUYUMCULUK ANONİM ŞİRKETİ;İKİTELLİ OSB MAH. DERSAN A BLOK SOK. A BLOK NO:1 İÇ KAPI NO:048 BAŞAKŞEHİR İSTANBUL;(212) 0000000;https://kinesis.money/;kinesis.money;JTR - Mücevher İhracatçıları Birliği
KLİMASAN KLİMA SANAYİ VE TİCARET ANONİM ŞİRKETİ;1.KISIM KEÇİLİKÖY OSB MAH.CUM.CAD.MANİSA OSB NO:1 YUNUS EMRE MANİSA;(236) 2362233;www.klimasan.com;klimasan.com;JTR - Mücevher İhracatçıları Birliği
KOCAELİ BORU PROFİL SANAYİ TİCARET ANONİM ŞİRKETİ;ÇEPNI MAH. SUADIYE BAGDAT CAD. IMALATHANE NO: 23 KARTEPE KOCAELİ;(262) 8566555;https://www.kocaeliboru.com/;kocaeliboru.com;JTR - Mücevher İhracatçıları Birliği
KOÇAK GOLD KUYUMCULUK DIŞ TİCARET ANONİM ŞİRKETİ;MOLLAFENARİ MAH. NURUOSMANİYE CAD. NO:56 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5265595;www.kocakgold.com;kocakgold.com;JTR - Mücevher İhracatçıları Birliği
