Firma Adı;Bölge;Sektör;Detay URL
ÇİLTUĞ ISI SAN.VE TİC.A.Ş.;1.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4316.html
ÇİLTUĞ ISI SAN.VE TİC.A.Ş.;1.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1329.html
ÇİMKO ÇİMENTO BETON SANAYİ VE TİCARET A.Ş.;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2407.html
ÇOBANOĞLU YEM TARIM ÜRÜNLERİ NAKLİYE TURİZM VE SAN. TİC. A.Ş.;1.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1305.html
D RECT CHARGE ELEKTRİK ENERJİ SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5143.html
DAHHAN TEKSTİL PLASTİK SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4060.html
DAIM PLASTİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2913.html
DANEM GIDA SAN. VE TİC. A.Ş.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5881.html
DAYIOĞLU BULGUR GIDA MAD.İNŞ. SAN. VE TİC. LTD. ŞTİ.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2649.html
DAYIOĞLU UN GIDA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1437.html
DEFNE ATIK TOPLAMA VE GERİ DÖNÜŞÜM LTD. ŞTİ.;3.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5379.html
DEĞİRMEN INTERNATIONAL MAK. SAN. VE TİC. LTD. ŞTİ.;4.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2781.html
DEĞİRMENCİ GIDA SAN. VE TİC. LTD.ŞTİ.;2.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1580.html
DEMPA İHTİYAÇ GIDA  İNŞAAT VE TÜK.MAD. SAN.VE TİC. A.Ş.;5.Bölge-Göksüncük;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3405.html
DENİZ YAKAR MUTLU;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5592.html
DEPAŞ DEĞİRMENCİLER PLASTİK TORBA SANAYİ A.Ş.;1.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1155.html
DERSU HALICILIK EV GEREÇLERİ TEKS. TİC. VE SAN. LTD. ŞTİ.;5.Bölge-Dülük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4791.html
DERVİŞ KARAKAYA-MEHMET ALİ KARAKAYA;1.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1027.html
DERVİŞ KARAKAYA-MEHMET ALİ KARAKAYA;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2724.html
DİLA İPLİK DOKUMA BOYAMA SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/86.html
DİLEK AKÇAY;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4955.html
DİLEK HALI A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5254.html
DİNAMİK OTOMOTİV GIDA TEKSTİL İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3671.html
DOĞAN KAPLAMA AĞAÇ ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/392.html
DOĞU TAŞIT MUAYENE İSTASYONLARI İŞL. A.Ş.;5.Bölge-Dülük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3648.html
DOĞUMAK TREYLER BASINÇLI TANK SAN. A.Ş.;5.Bölge-Göksüncük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3395.html
DOKA TEKSTİL SANAYİ VE TİCARET A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1672.html
DOKUTEKS HALI TEKSTİL SANAYİ VE TİCARET A.Ş.;1.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1292.html
DOKUTEKS HALI TEKSTİL SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4358.html
DORUKCAN TEKSTİL NAK. İNŞ. SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/71.html
DOST KARDEŞLER TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3606.html
DÖNMEZ HALI VE TEKSTİL SAN. TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2756.html
DÖNMEZ HALI VE TEKSTİL SAN. TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/510.html
DPACK TEKSTİL AMBALAJ İNŞAAT MÜHENDİSLİK MAKİNA TARIM HAYVANCILIK SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5265.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2401.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2403.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3397.html
DURMAZ İHRACAT VE İTHALAT DEMİR SAN. TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3353.html
DURMUŞ ALİ DOĞAN;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5625.html
EBRU KARA;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5882.html
ECRİN GIDA SAN. VE TİC.LTD. ŞTİ.;5.Bölge-Dülük;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/323.html
EFC KAYIŞ RULMAN SAN. TİC. LTD. ŞTİ.;4.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5118.html
EFC KAYIŞ RULMAN SAN. TİC. LTD. ŞTİ.;4.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5119.html
EGE TABAN SAN. VE TİC. LTD. ŞTİ.;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1900.html
EKAFTİG PALET PLASTİK İMALATI SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5157.html
EKONET TEKSTİL VE AMBALAJ SAN. TİC. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1813.html
EKONET TEKSTİL VE AMBALAJ SAN. TİC. A.Ş.;5.Bölge-Aktoprak;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3541.html
ELEPHANT TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3199.html
ELERSAN ÇİKOLATA ŞEKERLEME GIDA TAŞIMACILIK SAN. VE TİC.LTD.LŞTİ.;2.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1997.html
ELİF AVCI;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5619.html
ELMAS YAĞ SAN. A.Ş.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2479.html
ELYAF İPLİK SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4755.html
ELYAF İPLİK SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3124.html
ELYAFSAN TEKSTİL SAN.TİC.LTD.ŞTİ.;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4526.html
EMEK İŞ SAĞLIĞI  İŞ GÜVENLİĞİ EĞİTİM ÇEVRE HİZMETLERİ SAN. VE TİC. LTD. ŞTİ;4.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/6043.html
EMİN ÇAĞ ENDÜSTRİYEL MUTFAK MAK. SAN. TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/431.html
EMİNE YILDIRIR-BEDİHA RASİMOĞLU;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5582.html
EMİNSAN UN SAN.VE TİC.A.Ş.;2.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1955.html
EMİRE AKTOĞ;1.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1185.html
EMKA HALI DOKUMA MAKİNA SAN. VE TİC.LTD.ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4252.html
EMPERA HALI SAN.VE TİC.A.Ş.;4.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4152.html
EMRE ÇİKOLATA GIDA SAN. VE TİC. LTD.ŞTİ.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2263.html
EMRE SUNİ DERİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1616.html
EMRESAN UN GIDA SAN. VE TİC. LTD.ŞTİ.;1.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/979.html
ENDER ALÜMİNYUM SAN.VE TİC.A.Ş.;4.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4731.html
ENDER NONWOVEN TEKS. SAN. VE TİC. A.Ş.;4.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5473.html
ENDER PLASTİK SAN.VE TİC.LTD.ŞTİ.;5.Bölge-Dülük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4444.html
ENDER PVC YAPI ELEMANLARI SAN.VE TİC.A.Ş.;4.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5190.html
ENDÜLÜS HALI SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4760.html
ENES MAKİNE ENDÜSTRİ SAN.TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/335.html
ENFAL HIRDAVAT MOBİLYA İNŞAAT GAYRİMENKUL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/6092.html
ENKA HİJYEN ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/504.html
ENKA HİJYEN ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4281.html
ENPLAST YAPI SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5692.html
ER-JÜT TEKSTİL İTH. İHR. SAN VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2554.html
ERASK GAYRİMENKUL TİC. LTD. ŞTİ.;1.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4591.html
ERAT SPORT AYAKKABICILIK İMALAT SANAYİ VE TİCARET LTD.ŞTİ.;5.Bölge-Aktoprak;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2910.html
ERAY ERCAN AKAR;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5821.html
ERCANLAR KİMYA SANAYİ VE TİCARET A.Ş.;3.Bölge;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2221.html
ERDAL ÇULCU;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5179.html
ERDAL TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3098.html
ERDEM CAM SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4199.html
ERDEM SOFT TEKSTİL A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2413.html
ERDEM SOFT TEKSTİL A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2415.html
ERDEM SOFT TEKSTİL A.Ş.;4.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3251.html
ERDOĞAN- HALİL İBRAHİM- MEHMET ALİ ŞAHİN;3.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4067.html
ERENSAN GIDA SAN. TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/116.html
ERGÜN ÇİKOLATA GOFRET CİKLET GIDA SAN. VE TİC. LTD.ŞTİ.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3201.html
ERGÜN ÇİKOLATA GOFRET CİKLET GIDA SAN. VE TİC. LTD.ŞTİ.;3.Bölge;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2242.html
ERGÜN KİMYA KOZMETİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/235.html
ERGÜN KİMYA KOZMETİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5064.html
ERKAN SERVET;2.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5092.html
ERKAN TEKSTİL SAN. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4799.html
ERKAN TEKSTİL SAN. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1886.html
ERKAN TEKSTİL SAN. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1655.html
ERKAN TEKSTİL SAN. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1660.html
ERKAPLAN İPLİK HALI TEKS. GIDA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1755.html
ERKAPLAN İPLİK HALI TEKS. GIDA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1752.html
ERKE DANTEL TEKSTİL SAN. TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3589.html
ERKENT TEKSTİL SANAYİ VE TİC.A.Ş.;1.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1380.html
ERKENT TEKSTİL SANAYİ VE TİC.A.Ş.;1.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1382.html
ERKOLLAR JÜT İPLİK TEKSTİL İTH.İHR.SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2660.html
ERKUT TEKNİK YAPI MALZEMELERİ SAN. VE TİC. LTD. ŞTİ.;1.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4567.html
EROL DAL;5.Bölge-Göksüncük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3412.html
EROL DIŞ TİC. LTD. ŞTİ.;5.Bölge-Dülük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3650.html
EROLİMAJ HALI TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3002.html
ERPEN PLASTİK  SAN.VE TİC.A.Ş.;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1890.html
ERPEN PLASTİK  SAN.VE TİC.A.Ş.;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1948.html
ERSOTEKS TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4659.html
ERTAN ELBEYLİ;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5687.html
ERTAN ELBEYLİ;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5698.html
ERUSLU İÇ VE DIŞ TİCARET PAZARLAMA A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2066.html
ERUSLU SAĞLIK ÜRÜNLERİ SAN. VE  TİC. A.Ş.;4.Bölge;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/677.html
ERUSLU SAĞLIK ÜRÜNLERİ SAN. VE  TİC. A.Ş.;4.Bölge;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/682.html
ERUSLU TEKSTİL SANAYİ VE TİCARET A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2063.html
ERUSLU TEKSTİL SANAYİ VE TİCARET A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2069.html
ERUSLU TEKSTİL SANAYİ VE TİCARET A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3407.html
ERUSLU TEKSTİL SANAYİ VE TİCARET A.Ş.;4.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/676.html
ERVA KAĞIT AMBALAJ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4640.html
ERYAP GRUP YAPI MALZEMELERİ SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2131.html
ERYAP GRUP YAPI MALZEMELERİ SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2132.html
ES-SAMER TEKSTİL TURİZM GIDA  SANAYİ  İTHALAT İHRACAT VE  TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/75.html
ESER GAYRİMENKUL YATIRIM TİC.LTD.ŞTİ.;1.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5180.html
ESER GAYRİMENKUL YATIRIM TİC.LTD.ŞTİ.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4527.html
ESER GAYRİMENKUL YATIRIM TİC.LTD.ŞTİ.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4845.html
ESET CINCIKCI;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1993.html
ESKA METAL SAN. VE TİC. A.Ş.;3.Bölge;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3125.html
ESRA ABA;4.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5115.html
ESRA PETEK;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5337.html
ESTABRUG HOME HALI SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5065.html
EUROBANO TEKSTİL SAN. VE TİC. LTD.ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1759.html
EVNOVA GAYRİMENKUL GIDA SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3409.html
EVPLAS PLASTİK SAN. VE TİC. A.Ş.;1.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4907.html
EVYAPAN DEMİR SANAYİ İNŞ.VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4284.html
EVYAPAN METAL VE İNŞ. SAN. TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/16.html
EYÜP LOJİSTİK ULUSLARARASI KARA VE DENİZ NAKL.TİC.A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5543.html
EYYÜP ULUFER;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5498.html
EYYÜP ULUFER;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5724.html
EYYÜP ULUFER;2.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5779.html
EZGİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5447.html
EZGİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5449.html
EZGİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5454.html
EZGİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5354.html
FAİK FEHMİ HÖSÜKOĞLU VE ORT.;1.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1213.html
FAKILI AMBALAJ İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ.;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5778.html
FARUK AKTAN;2.Bölge;KİMYA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1476.html
FARUK KAYA İNŞ. KUYUMCULUK SAN. İÇ VE DIŞ TİC. LTD. ŞTİ.;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4847.html
FATİH ÇELEMLER;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5617.html
FATİH PARLADI;2.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5722.html
FATİH TAYŞİ;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4108.html
FATİH-SEZER AKBULUT;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5564.html
FAZLİ KÜPELİ;5.Bölge-Göksüncük;GERİ DÖNÜŞÜM;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4110.html
FEDAİOĞLU GIDA SAN. VE TİC. LTD.ŞTİ.;5.Bölge-Aktoprak;GIDA;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2936.html
FELİS HALI TEKSTİL GIDA SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/649.html
FERGİN İÇ VE DIŞ TİC. SAN. A.Ş.;3.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5819.html
FERİHA HÖSÜKOĞLU;1.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1222.html
FETHİ BALOĞLU;2.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5759.html
FISTIK TEKSTİL SAN.VE TİC.A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2372.html
FİBERCHEM KİMYA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5841.html
FİBERCHEM KİMYA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5840.html
FİL FİLTRE A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1796.html
FİL FİLTRE A.Ş.;3.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3828.html
FİRDEVS ATAR;2.Bölge;;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5747.html
FLAMENT TEKSTİL SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1957.html
FLAMENT TEKSTİL SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1969.html
FLAMENT TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2994.html
FLASH BOYA SAN.VE TİC.A.Ş.;2.Bölge;DİĞER;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1492.html
FLORYA GARDEN PLASTİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5230.html
FORTUNEPACK AMBALAJ OLUKLU MUKAVVA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5097.html
FOTON PLASTİK TEKSTİL VE GIDA ÜRÜNLERİ SAN. TİC. A.Ş.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3104.html
