firma_adi;adres;telefon;website;domain
AYKA BEBE TEKSTİL SAN VE TİC.A.Ş.;DUAÇINARI MAH.4.DERYA SOK.NO:4/Z1 YILDIRIM BURSA;+90 (224) 360-6361;http://www.kardelyababy.com.tr;kardelyababy.com.tr
AYKA RASEL TEKNİK TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;KÜÇÜKBALIKLI MAH. ORDULU CAD. EMİR SK. NO.6 OSMANGAZİ BURSA;+90 (224) 215-0704;;
AYKAÇLAR MOBİLYA SAN. VE TİC.LTD.ŞTİ.;SÜLEYMANİYA MAH. OSB.NO:17 İNEGÖL BURSA;+90 (224) 714-8798;;
AY-KAR BOYA EMPRIME SAN.VE TIC LTD.ŞTI.;İSMETİYE MAH. ISTINYE SOK. NO:10 OSMANGAZİ BURSA;+90 (224) 262-3639;;
AYKE TEKS.ITH.IHR.SAN.TIC.LTD. ŞTI.;BUTTIM IŞ MERK.B.2 BL.NO.601 OSMANGAZİ BURSA;+90 (224) 211-1168;;
AYKON TEKS.VE OTOM.GIDA SAN.VE TİC.İTH.İHR.LTD.ŞTİ.;DEMIRTAŞ ORG.SAN.BÖL.KARAER CAD.NO.2 OSMANGAZİ BURSA;+90 (224) 261-0131;;
AYMA TEKS.VE SAĞLIK HİZM.SAN. VE TİC.LTD.ŞTİ;AŞIKPAŞA MAHALLESİ VEDAT DALOKAY CADDESİ BAYKAN APT NO:49/C ÇANKAYA ANKARA;+9 (312) 428-8182;;
AYME ELEKTRİK İNŞAAT GÜVENLİK SİSTEMLERİ VE TİC. LTD. ŞTİ.;PROF. DR. AHMET TANER KIŞLALI MAH. 2833. SOK. NO:31 ÇANKAYA ANKARA;+90 (312) 000-0000;;
AYMEN HİLAL;ANADOLU MAH.1. ÖZLEM SK.NO:6B/1 YILDIRIM BURSA;+90 (224) 000-0000;;
AYMER TEKSTIL SANAYI TICARET PAZARLAMA LTD.ŞTI.;BUTTIM IŞ MERKEZI D:1 BLOK NO:221 OSMANGAZİ BURSA;+90 (224) 211-0858;;
AYMES EV TEKS. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;ZAFER MAH.SAN.BÖL.NO.75 KESTEL BURSA;+90 (224) 384-1152;http://www.perland.com;perland.com
AYMES İÇ VE DIŞ TİC. PAZ. LTD. ŞTİ.;BARAKFAKİH MAH. 22. CAD. NO:14 BARAKFAKİ KESTEL BURSA;+90 (224) 384-1152;http://www.aymes.com.tr;aymes.com.tr
AYMİNA DIŞ TİCARET ANONİM ŞİRKETİ;DOSAB PAPATYA SOK. NO:24/C OSMANGAZİ BURSA;+90 (224) 261-5020;;
AYMİNA DOKUMA TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ ALİ OSMAN SÖNMEZ CAD. PAPATYA SOKAK. NO.24/Ç OSMANGAZİ BURSA;+90 (224) 261-5020;;
AYNUR KAYABAŞI;NALBANTOĞLU MAH. YORGANCILAR ÇARŞISI SOK. YORGANCILAR ÇARŞISI NO:17 OSMANGAZİ BURSA;+90 (224) 000-0000;;
AYPA GID.ZIR.ÜRÜN.NAK.SOG.HAV. DEPO TEKS.LTD.ŞTI.;DOSAB YASEMIN SOK.NO.3 OSMANGAZİ BURSA;+90 (224) 261-2500;http://www.aypatekstil.com;aypatekstil.com
AYPAŞ FANTAZI IPLIK VE TEKS. SAN.TIC.LTD.ŞTI.;INEGÖL ORG.SAN.BÖL. 1.CADDE NO:25 İNEGÖL BURSA;+90 (224) 714-8320;http://www.dibatextile.com;dibatextile.com
AYPEK İPLİK TEKSTİL KUMAŞ SANAYİ VE TİCARET LTD.ŞTİ.;ALAŞAR MAH.12. ADA SK.NO:18 OSMANGAZİ BURSA;+90 (224) 267-0123;;
AYRINTI TEKS.KONF.ITH.IHR.SAN. TIC.LTD.ŞTI.;DEMİRTAŞ CUMHURİYET MAH. MÜJDAT KÖSTENGİL CAD. B BLOK NO:81/A OSMANGAZİ BURSA;;;
AYSAR TEKSTİL SAN. VE TİC. LTD. ŞTİ.;DEMİRTAŞ CUMHURİYET MAH. KÜÇÜK SAN. 1. CAD. ARENA TEKSTİL NO:13 OSMANGAZİ BURSA;+90 (224) 000-0000;;
AYSEL KOÇAK-TEKNİKSAN KARIŞIMLI İPLİK MENSUCAT;ZAFER MAH.BALABAN SOK.NO:27/1 GÜRSU BURSA;+90 (224) 000-0000;http://www.kumasfabrik.com;kumasfabrik.com
AYSHOME TEKSTİL TASARIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ÇAMLICA MAH.ADAY(190)SK.CEVHER SİT.C BLOK APT. NO:22/7 YUMURTALIK BURSA;+90 (224) 000-0000;http://www.ayshome.net;ayshome.net
AYSOY İPLİK HALI TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ 2.SARDUNYA SOKAK NO.11 OSMANGAZİ BURSA;+90 (224) 261-5075;http://www.aysoyiplik.com.tr;aysoyiplik.com.tr
AYSUN AYDIN;ERİKLİ MAH. SEYRAN SOK. NO:10/3 YILDIRIM BURSA;+90 (224) 000-0000;;
AYŞE ALEMDAR;MAHMUDİYE MAH. 12.MOBİLYA SOKAK NO.31 İNEGÖL BURSA;+90 (224) 711-2011;;
AYŞE ATA;BAŞARAN MAH.1.EMEK SOK.NO:64/4 OSMANGAZİ BURSA;+90 (224) 000-0000;;
AYŞE GÖSTERİCİLER;BAĞLARBAŞI MAH. 1. HEDEF SOK NO:19 OSMANGAZİ BURSA;+90 (224) 000-0000;;
AYŞE KALINTAŞ - NUR BRODE;SAMANLI MAH.KUMLUKALAN CAD.NO:15 YILDIRIM BURSA;+90 (224) 351-4376;;
AYŞEGÜL TOPÇU;GÜZELTEPE MAH. ABİDİN DAVER SOK. SEFER APT. NO: 7 ÇANKAYA ANKARA;+90 (312) 000-0000;;
AYŞIL TEKSTIL SAN.VE TIC.LTD. ŞTI.;SELAMET MAH.DEMIRYOLU CAD. 2.VARDAR SOK.NO.3 MERKEZ BURSA;+90 (224) 252-0524;;
AYTAR ENERJİ İNŞAAT TURİZM SANAYİ VE TİCARET LTD. ŞTİ.;SÜLEYMANİYE OSB MAH. 4.CAD. NO:34/1 İNEGÖL BURSA;+90 (224) 714-8818;;
AYTEKİN ÇONKUR SABA TEKSTİL;OSTİM ORGANİZE SAN. BÖLG.1201 SOKAK NO:9 OSTİM YENİMAHALLE ANKARA;+90 (312) 386-1103;;
AYTEN ÖZTÜRK;K.BALIKLI MAH.KAĞAN SK.NO.17/2 OSMANGAZİ BURSA;+90 (224) 215-2848;;
AYTI TURİZM TEKSTİL İNŞAAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ;KURTOĞLU MAH.ÇELEBİ MEHMET BULV.NO:5/8 YILDIRIM BURSA;+90 (224) 326-1214;http://www.aytitekstil.com.tr;aytitekstil.com.tr
AYTUĞ AYDIN;FETHİYE OSB. MH. ALİ OSMAN SÖNMEZ BUL. 3.SK. NO:5 YUMURTALIK BURSA;+90 (224) 000-0000;http://www.leotext.com;leotext.com
AYTÜRK BOYA APRE TEKSTIL SAN. VE TIC.LTD.ŞTI.;DEMIRTAŞ ORGANIZE SAN.BÖLGESI YONCA SOK.NO.BILA OSMANGAZİ BURSA;+90 (224) 261-0086;;
AYYILDIZ BAYRAKÇILIK SAN.VE TIC.LTD.ŞTI.;INÖNÜ CAD.NO.45 OSMANGAZİ BURSA;+90 (224) 224-0510;;
AZ HORİZON DIŞ TİC. LTD. ŞTİ.;ANADOLU MAH. 2. SEVİM SOK. NO:3/2 YILDIRIM BURSA;+90 (224) 362-0282;;
A-Z ÖZEM ÖRME TEKSTIL SAN. VE TIC. LTD. ŞTI.;BUTTIM IŞ MERKEZI C BLOK K:4 NO:1172 OSMANGAZİ BURSA;+90 (224) 211-1617;;
AZD LOJİSTİK SAN.VE TİC.A.Ş.;BEŞEVLER MAH. BUDAKLI SK. B BLOK NO:14 B/A İÇ KAPI NO:1 YUMURTALIK BURSA;+90 (224) 448-7717;http://www.azdlogistics.com;azdlogistics.com
AZELYA İÇ VE DIŞ TİCARET LTD.ŞTİ.;AHMET VEFİK PAŞA OSB MAH. DEĞİRMEN CAD. NO.4 KESTEL BURSA;+90 (224) 372-3888;http://www.azelyatekstil.com;azelyatekstil.com
AZEM DANIŞMANLIK LOJİSTİK GAYRİMENKUL İNŞAAT ORMAN ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;NİLÜFERKÖY MAH. NİLÜFER HATUN CAD. NO:6/8 SOĞANLI OSMANGAZİ BURSA;;;
AZİM AYDIN - MİZA PERDE AKSESUAR;REYHAN MAH. CUMHURİYET CAD. DORUK İŞHANI NO.150 2B44/45 OSMANGAZİ BURSA;+90 (224) 220-1950;http://www.mizaaksesuar.com;mizaaksesuar.com
AZTPLAST TEKSTİL PLASTİK SAN. TİC.LTD. ŞTİ.;KÜÇÜKBALIKLI MAH.6.ŞİMŞEK SOK. NO:44 OSMANGAZİ BURSA;+90 (224) 707-0018;;
AZWAR TEX ÇÖZGÜ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;YUNUS EMRE MAH. 5. YÜCEL SK NO: 24/1 YILDIRIM BURSA;+90 (224) 222-8453;;
AZZE TEKSTİL VE KONFEKSİYON SAN. TİC. LTD.ŞTİ.;YENİDOĞAN MH. ŞEHİT CENGİZ TOPEL CD. NO:187 GÜRSU BURSA;+90 (224) 376-1485;;
B.C.G.BOYA KİMYA SAN.VE TİC.LTD.ŞTİ.;BUTTİM PLAZA K.4 NO.1603 OSMANGAZİ BURSA;+90 (224) 211-0108;http://www.bcg-ltd.com;bcg-ltd.com
B.C.T. TEKSTİL SANAYİ TİCARET VE PAZARLAMA LTD.ŞTİ.;SELAMET MAH. 2.KADİR SK. NO:23/1 ESKİ: DEMİRTAŞ DUMLUPINAR MAH. 50.CAD.NO.1 KAT1/2 OSMANGAZİ BURSA;+90 (224) 262-3361;;
B.K.B. TEKSTİL SAN.VE TİC.LTD. ŞTİ.;ORG.SAN BÖLGESI FRI CAD.NO:13 MERKEZ BURSA;+90 (224) 243-8800;;
B.M.Y TEKS.GID.KIM.MAD.SAN.VE TIC.LTD.ŞTI.;OTOSANSIT 2.SOK.7.BL.NO.136 YILDIRIM BURSA;+90 (224) 342-1077;;
B.N. İPLİK TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;ALTINIVA MAH. KARAHAN SOK. NO.1 OSMANGAZİ BURSA;+90 (224) 215-2274;;
B.S.E. ÖRME TEKSTİL SAN.TİC.LTD.ŞTİ.;YENİ YALOVA YOLU DOSAB SÖNMEZ SİTESİ N:570 OSMANGAZİ BURSA DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-0474;;
B.T.E. TEKSTIL ÜRÜNLERI SAN.VE TIC.LTD.ŞTI.;DOSAB PAPATYA SOK.NO:24-B Tayin edilmedi BURSA;+90 (224) 261-2134;;
BABA İPLİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEMİRTAŞ BARBAROS MAH. DEMİRTAŞ YOLU CAD. NO:290 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 000-0000;;
BABACAN ENDUSTRI VE KAUCUK URUNL.IMAL.SAN.TIC.LTD.STI.;5. SK. NO:25 MERKEZ ANKARA;;;
BABUTÇULAR HAVLU TEKSTIL SAN. VE TIC.LTD.ŞTI.;ALTİNOVA MAH.OKUL CAD.NO:144 OSMANGAZİ BURSA;+90 (224) 215-1180;http://www.babutcular.com.tr;babutcular.com.tr
BADE ÖRME SAN. VE TİC.LTD.ŞTİ.;CUMHURİYET MAH.GÜVEN(150) SK.NO:2/1B YUMURTALIK BURSA;+90 (224) 000-0000;;
BADEMLİ TREND OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;ÇAĞRIŞAN MAH. YAPRAK SOK. NO:11/1 MUDANYA BURSA;+90 (224) 000-0000;;
BAFTEKS KUMAŞ TEKSTİL PAZARLAMA SAN. VE TİC. LTD.ŞTİ.;BEŞEVLER MAH.PAPATYA SOK.KÜLTÜR SİT. 1/13 YUMURTALIK BURSA;+90 (224) 000-0000;;
BAĞCI TASARIM İNŞAAT MOBİLYA TEKSTİL GIDA OTOMOTİV İÇ VE DIŞ TİC.LTD.ŞTİ.;DEMETEVLER MAH.A249 SOK.NO.3/2 YILDIRIM BURSA;+90 (224) 000-0000;;
BAĞDAT HAYAT NAKLİYE DIŞ TİC.LTD.ŞTİ.;MİLLET MAH.MİLLET CAD.NO:59/D YILDIRIM BURSA;+90 (224) 000-0000;;
BAHA ER;OĞUZLAR MAH. İLHAMİ SOYSAL SK. NO:20/B BALGAT ÇANKAYA ANKARA;+90 (312) 287-9111;;
BAHADIR ALİM - BR TEKSTİL FANTAZİ İPLİK VE BÜKÜM;KURTULUŞ MAH.BİLGİLİ SK.NO:68/2 GÜRSU BURSA;+90 (224) 000-0000;;
BAHADIR BAKAY;MAHMUDİYE MAH.22.MOBİLYA SK.S.S. KÜÇÜK SAN.SİT. B 3 F İNEGÖL BURSA;+90 (224) 000-0000;;
BAHADIR ÇEYİZ SAN. VE TİC.LTD.ŞTİ.;VAKIF MAH. 7.GÜRGEN SK. NO: 2 A YILDIRIM BURSA;+90 (224) 000-0000;;
BAHADIR TEKSTIL SAN.VETIC.LTD. STI.;DEMIRTAŞ ORG.SAN.BÖLGESI PAPATYA SOK.NO:4 BURSA OSMANGAZİ BURSA;+90 (224) 261-0990;;
BAHAETTİN ÜNAL-ÜNAL TEKSTİL;ZAFER MAH.30.AYDIN SOK.NO:5/C OSMANGAZİ BURSA;+90 (224) 000-0000;http://www.unaldosemelik.com;unaldosemelik.com
BAHAR SAKHTAH;CUMHURİYET MAH.GAZİ CAD.NO:61/3 YUMURTALIK BURSA;+90 (224) 239-9039;;
BAHATEKS TEKSTIL SAN.VE TIC. LTD.ŞTI;DOSAB PAPATYA SOK N:4 Tayin edilmedi BURSA;+90 (224) 215-2359;;
BAHRI SINAN YAZAROĞLU;YENI SAN.TABAKHANE CD.NO.51 İNEGÖL BURSA;+90 (224) 716-0631;;
BAİLA DİZAYN TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;GÜLBAHÇE MAH. RÜZGARLI SOKAK NO.11/C OSMANGAZİ BURSA;+90 (224) 215-3901;http://www.bailadesign.com;bailadesign.com
BALANS YAPI İNŞAAT SAN. VE TİC. A. Ş.;CEVİZLİDERE MAH. CEVİZLİDERE CAD. GÖKKUŞAĞI APT. NO:42/19 BALGAT ÇANKAYA ANKARA;+90 (312) 472-5919;;
BALGÜNEŞ TEKSTİL SAN.VE TİC.LTD.ŞTİ. BURSA YILDIRIM ŞUBESİ;DUAÇINARI MAH. VİŞNE CAD. NO:183 YILDIRIM / BURSA YILDIRIM BURSA;+90 (224) 360-1635;http://www.balgunestekstil.com;balgunestekstil.com
BALIKÇI SAC METAL İTHALAT İHRACAT LİMİTED ŞİRKETİ;SERHAT MAH.1468. CAD. NO: 158 YENİMAHALLE ANKARA;+90 (850) 466-1004;http://www.balikcisacmetal.com;balikcisacmetal.com
BALLISOY TEKSTIL SAN.TIC.LTD. ŞTI.;SAMANLI MAH.KOCAALI CAD.SÜRER SOK.NO.12 MERKEZ BURSA;+90 (224) 211-3310;http://www.ballisoy.com.tr;ballisoy.com.tr
BALSOYLAR AYAKKABICILIK SAN. VE TİC. LTD. ŞTİ.;BAHAR MAH. 6. YILDIZ SOK. NO:62 OSMANGAZİ BURSA;+90 (224) 000-0000;;
BANDZ TEKSTİL DANIŞMANLIK İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ;KONAK MAH. BARIŞ(120) SK. OFIS ARTI NO:3 İÇ KAPI:12 YUMURTALIK YUMURTALIK BURSA;+90 (224) 000-0000;;
BANFA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;ALTINOVA MAH. FUAR CAD. BUTTİM İŞ MERKEZİ BUTTİM ÇARŞI NO:61/3028 OSMANGAZİ BURSA;+90 (224) 211-1407;;
BARAN EV VE YAPI AKSESUARLARI OTOMOTİV SAN. VE TİC. A.Ş.;DAĞYAKA MAH. 2004 CAD. NO:1 PK:06980 KAZAN KAHRAMANKAZAN ANKARA;+90 (312) 278-5656;http://www.gbaran.com.tr;gbaran.com.tr
BARANDAĞ DIŞ TİCARET TEKSTİL İNŞAAT TAŞIMACILIK SANAYİ VE TİCARET LTD.ŞTİ.;ALTINOVA MAH. YENİ YALOVA YOLU BUTTİM İŞMERKEZİ NO.424/5 BÜRO NO.1298 OSMANGAZİ BURSA;+90 (224) 216-1901;;
BAREM KİMYA TEKSTİL SANAYİ TİCARET LİMİTED ŞİRKETİ;ALTINOVA MAH.İSTANBUL CAD.BUTTİM İŞM. NO:424/5/4179 OSMANGAZİ BURSA;+90 (224) 000-0000;;
BARINA TEKSTIL KONFEKSIYON SAN. VE TİC.LTD.ŞTİ;CUMHURİYET CAD.HALICIOĞLU İŞHANI NO:304 KAT:1 OSMANGAZİ BURSA;+90 (224) 221-1398;;
BARKA ENDÜSTRİYEL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FETHİYE MH. ALEV(240) SK. NO:10/28 YUMURTALIK BURSA;+90 (224) 999-6255;http://www.fleksco.com;fleksco.com
BARKAT TURİZM SAN. VE TİC. LTD. ŞTİ.;ALTINOVA MAH. İSTANBUL CAD. BUTTİM İŞMERKEZİ 424/5 4285 OSMANGAZİ BURSA;+90 (224) 222-0252;;
BARS YAPI TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DUMLUPINAR MH.PAMUKKALE CAD.B 54 B/B YUMURTALIK BURSA;+90 (224) 000-0000;;
BARTEKS PAZARLAMA TEKS. LTD. ŞTİ.;ÇAĞRIŞAN MH.YAPRAK SK.NO:11/1 MUDANYA BURSA;+90 (224) 211-0637;;
BARUTÇU HOME TEKSTİL SANAYİ TİCARET VE LİMİTED ŞİRKETİ;KAZIM KARABEKİR MAH. OYLUMDERE SK. B BLOK NO:8 DUACINAR YILDIRIM BURSA;+90 (224) 000-0000;;
BARUTÇU PAZARLAMA VE DIŞ TİCARET LTD.ŞTİ.;DEMİRTAŞ DUMLUPINAR OSB MAH. ÇİĞDEM 1 SOK. NO:18 OSMANGAZİ BURSA;+90 (224) 261-3100;http://www.barutcu.com.tr;barutcu.com.tr
BARUTÇU TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ;DOSAB ÇİĞDEM 1 SOK. NO:18 OSMANGAZİ BURSA;+90 (224) 261-3100;http://www.barutcu.com.tr;barutcu.com.tr
BASKANGENÇ OTOM.TEKS. TIC.SAN.LTD.ŞTI.;YENI YALOVA YOLU 16.KM OVAAKÇA ÇIKIŞI OSMANGAZİ BURSA;+90 (224) 267-0149;http://www.baskangenc.com.tr;baskangenc.com.tr
BASKANGENÇ TEKSTIL SAN.VE TIC. A.Ş.;YENI YALOVA YOLU 16 KM. OSMANGAZİ BURSA;+90 (224) 267-0149;http://www.baskangenc.com.tr;baskangenc.com.tr
BAŞAK KİREMİT VE TUĞLA SANAYİ VE TİCARET A.Ş.;AŞAĞISÖGÜTÖNÜ KÖYÜ MEVKII BURSA YOLU 3.KM MERKEZ ESKIŞEHIR;+90 (222) 340-0506;;
BAŞAK SENTETİK İPLİK SAN. VE TİC.LTD.ŞTİ.;ANADOLU MAH. 1. İNCİ SOK. NO:21 Z-1 ORHANGAZİ BURSA;+90 (224) 362-3412;;
BAŞARI GLOBAL DIŞ TİCARET DANIŞMANLIK TURİZM İNŞAAT GIDA İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ.;BEŞTEPE MAH. NERGİZ SK. NO:7/2 D:53 YENİMAHALLE YENİMAHALLE ANKARA;+90 (312) 219-1878;;
BAŞÇILAR TEKSTİL VE DAY.TÜK.MAD.SAN.VE TİC.A.Ş.;SAMANPAZARI ÇIKRIKÇILAR YOKUŞU NO:80 ULUS/İSMETPAŞA ALTINDAĞ ANKARA;+90 (312) 312-5941;;
BATAUL HOME TEKSTİL İNŞ. TUR. GIDA İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;VATAN MH. 2. VATAN CD. KAPI NO: 38/36/40 DAİRE: 21 YILDIRIM BURSA;+90 (224) 000-0000;;
BATI DOKUMA ÜRÜNL.DIŞ TIC.LTD.ŞTI.;MUSTAFA KARAER CAD.NO:20 DOSAB OSMANGAZİ BURSA;+90 (224) 261-0340;http://www.batidokuma.com;batidokuma.com
BATI DOKUMACILIK SAN.VE TIC. A.Ş.;DOSAB NO:20 BOLGESI MUSTAFA KARAER CAD. Tayin edilmedi BURSA;+92 (242) 610-3406;http://www.batidokuma.com.tr;batidokuma.com.tr
BATI GRUP MENŞUCAT İTH. İHR. LTD. ŞTİ.;ATAEVLER MAH. ATA 230. CAD. G H I BLOK NO:140 G/C YUMURTALIK BURSA;+90 (224) 451-4180;;
BATMAZ DIŞ TİC.LTD.ŞTİ.;AHMET VEFİK PAŞAOSB MAH. ULUDAĞ CAD. NO:3 KESTEL KESTEL BURSA;+90 (224) 372-2131;http://www.batmaztekstil.com.tr;batmaztekstil.com.tr
BATMAZ TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;AHMET VEFİK ĞAŞA OSB MAH. ULUDAĞ CAD. NO:3 KESTEL BURSA;+90 (224) 372-2131;http://www.batmaztekstil.com.tr;batmaztekstil.com.tr
BATUHAN DENİZCİ TEKSTİL;ALTINOVA MAH.FUAR CAD.BUTTİM İŞ MERKZ. NO:61/2065 OSMANGAZİ BURSA;+90 (224) 000-0000;;
BATURALP İPLİK DOKUMA TEKSTİL SAN VE TİC.LTD.ŞTİ;AHMETVEFİKPAŞA MAH.ÇAKIR SOK.NO:2 KESTEL BURSA;+90 (224) 211-0611;;
BAY FELİX HOME TEKSTİL SANAYİ TİCARET LİMİTED ŞİRKETİ;KALE MAH. MANDIRAS CAD. NO:85/B KESTEL KESTEL BURSA;+90 (224) 502-1313;;
BAYBARS DİJİTAL BASKI TEKS.SAN. VE TİC.A.Ş.;ANADOLU MAH.LEMAN SK.NO:3/1 YILDIRIM BURSA;+90 (224) 361-5556;;
BAYÇİZGİ BEBEK ARAÇ GEREÇLERİ SAN. VE TİC.LTD.ŞTİ.;VEYSEL KARANİ MAH.17.AY SK.NO:43A/1 OSMANGAZİ BURSA;+90 (224) 000-0000;;
BAYDIN İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BALAT MAH. ALAN SK. NO:9/A FETHİYE YUMURTALIK BURSA;+90 (224) 322-2000;http://www.baydin.com.tr;baydin.com.tr
BAYHAS TEKSTIL INŞ.SAN.TIC.LTD.ŞTI.;BARAKFAKİH MAH. 21.CADDE NO.4 KESTEL BURSA;+90 (224) 384-1635;http://www.bayhas.com.tr;bayhas.com.tr
BAYHOME TEKSTİL İNŞ. SAN. VE TİC. LTD. ŞTİ.;AHMET VEFİK PAŞA MH. ÇAKIR SK. NO: 2 KESTEL BURSA;+90 (224) 000-0000;http://www.bayhometekstil.com;bayhometekstil.com
BAYKAR EV TEKSTİLİ SANAYİ VE TİCARET LTD.ŞTİ;YAVUZSELİM MAH.3.ALPAY SOK.NO:43 İÇ KAPI NO:Z1 YILDIRIM BURSA;+90 (224) 000-0000;;
BAYLANLAR TEKSTİL SAN.VE TİC. A.Ş.;ALTINOVA MAH. İSTANBUL CAD. BUTTİM İŞ MERKEZİ NO:424/5 İÇ KAPI NO:1176 OSMANGAZİ BURSA;+90 (224) 211-1259;http://www.baylanlartekstil.com;baylanlartekstil.com
BAYMER EV TEKSTİLİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;AHMET VEFİK PAŞA OSB MAH. ANKARA CAD. YÜREK TEKS YÜREK TEKSTIL KESTEL KESTEL BURSA;+90 (224) 502-4162;;
BAYRAM ALİ DUMAN-DUMAN TEKSTİL;ANADOLU MAH. ANADOLU CAD. NO:7/2 YILDIRIM BURSA;+90 (224) 000-0000;;
BAYSAN BRODE SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BARAKFAKIH MAH.21 CD.TOSKAR MAKİNA 4 KESTEL BURSA;+90 (224) 384-1635;;
BAYŞEN ORGANİZASYON TEM.TEKS.TUR.İNŞ.SAN. VE TİC.LTD.ŞTİ.;ANADOLU MH.2.BAKIR SK.NO:4/1 YILDIRIM BURSA;+90 (224) 452-4003;;
BAYTEK DOKUMA SAN. VE TİC.A.Ş.;NARLIDERE MAH.26. CAD.NO:6 KESTEL BURSA;+90 (224) 384-1591;;
BAYTEK TRADE DIŞ TİCARET LTD. ŞTİ.;KONAK MAH. BARIŞ (120) SOK. OFİS ARTI NO:3/12 YUMURTALIK BURSA;+90 (224) 211-1754;;
BAYTEKS HAVLU OTOMOTİV TURİZM SAN. TİC. A.Ş.;DUAÇINAR MAH. RENKLI SOK. NO:7 YILDIRIM BURSA;+90 (224) 360-1865;;
BB COLLECTİON DERİ MAMÜLLERİ TEKSTİL TASARIM PEYZAJ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BALGAT MAH. 1412 CAD. NO:22 A ÇANKAYA ANKARA;+90 (312) 285-0777;http://www.birsenbirsen.com;birsenbirsen.com
BC BESİM GRUP TABAN SAN. VE TİC. LTD. ŞTİ.;ÇUKURKÖY MH. LEBLEBİCİLER SANAYİİ KÜME EVLERİ NO: 6/5 TAVŞANLI KÜTAHYA;+90 (274) 616-0101;;
BCC MODA GİYİM TASARIM TEKSTİL VE HEDİYELİK EŞYA SANAYİ TİCARET LTD.ŞTİ.;ORUÇ REİS MAH.VADİ CAD. NO:108 GİYİMKENT SİTESİ ESENLER / İSTANBUL AKÇAY EDREMİT BALIKESIR;+90 (266) 384-7917;http://www.owlstate.net;owlstate.net
BDN TEKSTİL İMALAT TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ;ÖNDER MAH. DALBOYU SK. NO:33/1 SİTELER ALTINDAĞ ANKARA;+90 (312) 000-0000;http://www.bdntekstil.com;bdntekstil.com
BEBESSİ & PELUCHE TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.;DUAÇINARI MAH. DSİ ALTI DURMAZ SOKAK NO.9 YILDIRIM BURSA;+90 (224) 361-0660;;
BED KUMAŞ KONFEKSİYON YATAK MOBİLYA İTHALAT İHRACAT SANAYİ VE TİCARE LTD.ŞTİ.;EĞİTİM MAH. BURHANDERE SOKAK NO.6 OVAAKÇA OSMANGAZİ BURSA;+90 (224) 267-1886;http://www.bedtex.com.tr;bedtex.com.tr
BED TEKSTİL YATAK MOBİLYA İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;EĞİTİM MAH. BURHANDERE SOK. NO:6 OVAAKÇA OSMANGAZİ BURSA;+90 (224) 267-1886;http://www.bedtex.com.tr;bedtex.com.tr
BEDESTEN ELEKTRONİK MAĞAZACILIK VE TİCARET ANONİM ŞİRKETİ;İVEDİKKÖY MAH/SEMT 1492 CAD. NO:11 YENİMAHALLE ANKARA;;http://www.e-tesettur.com.tr;e-tesettur.com.tr
BEDNES EV TEKSTİLİ AMBALAJ PROMOSYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SOĞANLI MAHALLESİ ŞEHİT ÖĞRETMEN NECMETTİN YILMAZ CADDESİ NO: 53 SOĞANLI OSMANGAZİ BURSA;+90 (224) 233-3050;;
BEE HAPPY TEKSTİL VE SAĞLIK ÜRN. DIŞ. TİC. LTD. ŞTİ.;KONAK MH. LEFKO ŞE CD. NO:42/40 YUMURTALIK BURSA;+90 (224) 000-0000;;
