"Kaynak";"Kategori";"FirmaAdi";"WebSitesi";"Domain"
"T-Soft";"Ambalaj";"ambalajmagazasi.com.tr";"https://ambalajmagazasi.com.tr";"ambalajmagazasi.com.tr"
"T-Soft";"Ambalaj";"ambalajsepetim.com";"https://ambalajsepetim.com";"ambalajsepetim.com"
"T-Soft";"Ambalaj";"ozalpambalaj.com.tr";"https://ozalpambalaj.com.tr";"ozalpambalaj.com.tr"
"T-Soft";"Ambalaj";"afiliambalaj com";"https://afiliambalaj.com";"afiliambalaj.com"
"T-Soft";"Ambalaj";"kolimarket.com";"https://www.kolimarket.com";"kolimarket.com"
"T-Soft";"Ambalaj";"kolici.com";"https://www.kolici.com";"kolici.com"
"T-Soft";"Ambalaj";"posetmarketi.com";"https://www.posetmarketi.com";"posetmarketi.com"
"T-Soft";"Ambalaj";"koliciabla.com";"https://koliciabla.com";"koliciabla.com"
"T-Soft";"Kurumsal Tedarik";"ofma.com.tr";"https://www.ofma.com.tr";"ofma.com.tr"
"T-Soft";"Kurumsal Tedarik";"garantiofis.com";"https://www.garantiofis.com";"garantiofis.com"
"T-Soft";"Kurumsal Tedarik";"ofisegetirelim.com";"https://www.ofisegetirelim.com";"ofisegetirelim.com"
"T-Soft";"Kurumsal Tedarik";"neokurumsal.com.tr";"https://neokurumsal.com.tr";"neokurumsal.com.tr"
"T-Soft";"Kurumsal Tedarik";"canpazarlama.com.tr";"https://canpazarlama.com.tr";"canpazarlama.com.tr"
"T-Soft";"Kurumsal Tedarik";"metropolservis.com.tr";"https://metropolservis.com.tr";"metropolservis.com.tr"
"T-Soft";"Kurumsal Tedarik";"dorinstore.com";"https://dorinstore.com";"dorinstore.com"
"T-Soft";"Kurumsal Tedarik";"sarfmarket.com.tr";"https://www.sarfmarket.com.tr";"sarfmarket.com.tr"
"T-Soft";"Kurumsal Tedarik";"avesofis.com";"https://www.avesofis.com";"avesofis.com"
"T-Soft";"Kurumsal Tedarik";"haibrag.com";"https://www.haibrag.com";"haibrag.com"
"T-Soft";"Kurumsal Tedarik";"mercankurumsal.com";"https://www.mercankurumsal.com";"mercankurumsal.com"
"T-Soft";"Kırtasiye";"hobima.com.tr";"https://www.hobima.com.tr";"hobima.com.tr"
"T-Soft";"Kırtasiye";"sanatsalkirtasiye.com";"https://www.sanatsalkirtasiye.com";"sanatsalkirtasiye.com"
"T-Soft";"Kırtasiye";"guvensanat.com";"https://www.guvensanat.com";"guvensanat.com"
"T-Soft";"Kırtasiye";"a4kagit.com";"https://a4kagit.com";"a4kagit.com"
"T-Soft";"Kırtasiye";"karinsanat com";"https://karinsanat.com";"karinsanat.com"
"T-Soft";"Kırtasiye";"akfeda.com";"https://akfeda.com";"akfeda.com"
"T-Soft";"Kırtasiye";"gokcekoleksiyon.com";"https://gokcekoleksiyon.com";"gokcekoleksiyon.com"
"T-Soft";"Kırtasiye";"ankasanat.com";"https://www.ankasanat.com";"ankasanat.com"
"T-Soft";"Kırtasiye";"artsanatsal.com.tr";"https://www.artsanatsal.com.tr";"artsanatsal.com.tr"
"T-Soft";"Kırtasiye";"galatasaraykirtasiye.com";"https://www.galatasaraykirtasiye.com";"galatasaraykirtasiye.com"
"T-Soft";"Kırtasiye";"depoart.com";"https://www.depoart.com";"depoart.com"
"T-Soft";"Toner";"kartus.com";"https://www.kartus.com";"kartus.com"
"T-Soft";"Toner";"texttoner.com";"https://www.texttoner.com";"texttoner.com"
"T-Soft";"Toner";"tonerkartus.com.tr";"https://tonerkartus.com.tr";"tonerkartus.com.tr"
"T-Soft";"Toner";"tonerevi.com";"https://tonerevi.com";"tonerevi.com"
"T-Soft";"Toner";"trendkartus.com";"https://trendkartus.com";"trendkartus.com"
"T-Soft";"Toner";"tonersepeti.com.tr";"https://tonersepeti.com.tr";"tonersepeti.com.tr"
"T-Soft";"Toner";"toner.com.tr";"https://www.toner.com.tr";"toner.com.tr"
"T-Soft";"Toner";"sarfet.com";"https://www.sarfet.com";"sarfet.com"
"T-Soft";"Toner";"hizlikartus.com";"https://www.hizlikartus.com";"hizlikartus.com"
"T-Soft";"Toner";"poyraztoner.com";"https://www.poyraztoner.com";"poyraztoner.com"
"T-Soft";"Toner";"hilaltoner.com";"https://www.hilaltoner.com";"hilaltoner.com"
"T-Soft";"Yayınevi";"fuzem.com";"https://www.fuzem.com";"fuzem.com"
"T-Soft";"Yayınevi";"scalakitapci.com";"https://www.scalakitapci.com";"scalakitapci.com"
"T-Soft";"Yayınevi";"satinal timas.com.tr";"https://satinal.timas.com.tr";"satinal.timas.com.tr"
"T-Soft";"Yayınevi";"demirorenyayinlari.com";"https://demirorenyayinlari.com";"demirorenyayinlari.com"
"T-Soft";"Yayınevi";"ahiskayayinevi.com";"https://ahiskayayinevi.com";"ahiskayayinevi.com"
"T-Soft";"Yayınevi";"tinkitap.com";"https://tinkitap.com";"tinkitap.com"
"T-Soft";"Yayınevi";"ephesusdukkan.com";"https://ephesusdukkan.com";"ephesusdukkan.com"
"T-Soft";"Yayınevi";"multibemkitap.com";"https://www.multibemkitap.com";"multibemkitap.com"
"T-Soft";"Yayınevi";"yargiyayinevi.com";"https://www.yargiyayinevi.com";"yargiyayinevi.com"
"T-Soft";"Yayınevi";"hayrat.com.tr";"https://www.hayrat.com.tr";"hayrat.com.tr"
"T-Soft";"Yayınevi";"ketebe.com";"https://www.ketebe.com";"ketebe.com"
"T-Soft";"Parti";"kullanatmarket.com";"https://www.kullanatmarket.com";"kullanatmarket.com"
"T-Soft";"Parti";"angelhobi.com";"https://www.angelhobi.com";"angelhobi.com"
"T-Soft";"Parti";"bimotif.com";"https://www.bimotif.com";"bimotif.com"
"T-Soft";"Parti";"kullanatpazari.com";"https://kullanatpazari.com";"kullanatpazari.com"
"T-Soft";"Parti";"beysus.com.tr";"https://beysus.com.tr";"beysus.com.tr"
"T-Soft";"Parti";"orivyum.com";"https://orivyum.com";"orivyum.com"
"T-Soft";"Parti";"partidunyasi.com";"https://www.partidunyasi.com";"partidunyasi.com"
"T-Soft";"Parti";"hobitu.com";"https://www.hobitu.com";"hobitu.com"
"T-Soft";"Parti";"shop gazzal net";"https://shop.gazzal.net";"shop.gazzal.net"
"T-Soft";"Parti";"acarsus.com.tr";"https://www.acarsus.com.tr";"acarsus.com.tr"
"T-Soft";"Parti";"hobiyun.com";"https://www.hobiyun.com";"hobiyun.com"
"T-Soft";"Mobilya";"tepehome.com.tr";"https://www.tepehome.com.tr";"tepehome.com.tr"
"T-Soft";"Mobilya";"adoremobilya.com";"https://www.adoremobilya.com";"adoremobilya.com"
"T-Soft";"Mobilya";"krvn.com.tr";"https://www.krvn.com.tr";"krvn.com.tr"
"T-Soft";"Mobilya";"ozsanal.com";"https://www.ozsanal.com";"ozsanal.com"
"T-Soft";"Mobilya";"evgor.com.tr";"https://www.evgor.com.tr";"evgor.com.tr"
"T-Soft";"Mobilya";"rovon.com";"https://rovon.com";"rovon.com"
"T-Soft";"Mobilya";"avokadokonsept.com";"https://www.avokadokonsept.com";"avokadokonsept.com"
"T-Soft";"Mobilya";"burositonline.com";"https://www.burositonline.com";"burositonline.com"
"T-Soft";"Mobilya";"evdiz.com";"https://evdiz.com";"evdiz.com"
"T-Soft";"Mobilya";"medusahome.com.tr";"https://www.medusahome.com.tr";"medusahome.com.tr"
"T-Soft";"Mobilya";"xdrive.com.tr";"https://www.xdrive.com.tr";"xdrive.com.tr"
"T-Soft";"Sağlık";"profsaracoglu.com";"https://www.profsaracoglu.com";"profsaracoglu.com"
"T-Soft";"Sağlık";"protein7.com";"https://protein7.com";"protein7.com"
"T-Soft";"Sağlık";"mirachacamat.com";"https://mirachacamat.com";"mirachacamat.com"
"T-Soft";"Sağlık";"burzek.com";"https://burzek.com";"burzek.com"
"T-Soft";"Sağlık";"toptanhastabezi.com";"https://toptanhastabezi.com";"toptanhastabezi.com"
"T-Soft";"Sağlık";"neomedmarket.com";"https://neomedmarket.com";"neomedmarket.com"
"T-Soft";"Sağlık";"yamunakorse.com";"https://www.yamunakorse.com";"yamunakorse.com"
"T-Soft";"Sağlık";"hepsimedikal.com.tr";"https://hepsimedikal.com.tr";"hepsimedikal.com.tr"
"T-Soft";"Sağlık";"dolphineldiven.com";"https://www.dolphineldiven.com";"dolphineldiven.com"
"T-Soft";"Sağlık";"barifit.com.tr";"https://www.barifit.com.tr";"barifit.com.tr"
"T-Soft";"Sağlık";"wollex.com.tr";"https://www.wollex.com.tr";"wollex.com.tr"
"T-Soft";"Optik";"eyeconnection.com";"https://www.eyeconnection.com";"eyeconnection.com"
"T-Soft";"Optik";"ozkanoptik.com";"https://www.ozkanoptik.com";"ozkanoptik.com"
"T-Soft";"Optik";"lensoptik.com";"https://lensoptik.com";"lensoptik.com"
"T-Soft";"Optik";"ermoptik.com";"https://ermoptik.com";"ermoptik.com"
"T-Soft";"Optik";"renklilens.com";"https://renklilens.com";"renklilens.com"
"T-Soft";"Optik";"blsiparis.com";"https://blsiparis.com";"blsiparis.com"
"T-Soft";"Optik";"diverso.com.tr";"https://www.diverso.com.tr";"diverso.com.tr"
"T-Soft";"Optik";"emooptik.com.tr";"https://emooptik.com.tr";"emooptik.com.tr"
"T-Soft";"Optik";"shop zenogrupoptik.com";"https://shop.zenogrupoptik.com";"shop.zenogrupoptik.com"
"T-Soft";"Optik";"optigo.com.tr";"https://www.optigo.com.tr";"optigo.com.tr"
"T-Soft";"Optik";"asaloptik.com.tr";"https://www.asaloptik.com.tr";"asaloptik.com.tr"
"T-Soft";"Elektronik Malzeme";"store metatechtr.com";"https://store.metatechtr.com";"store.metatechtr.com"
"T-Soft";"Elektronik Malzeme";"shop desi.com.tr";"https://www.shop.desi.com.tr";"shop.desi.com.tr"
"T-Soft";"Elektronik Malzeme";"frigoduman.com.tr";"https://www.frigoduman.com.tr";"frigoduman.com.tr"
"T-Soft";"Elektronik Malzeme";"anelelektromarket.com";"https://www.anelelektromarket.com";"anelelektromarket.com"
"T-Soft";"Elektronik Malzeme";"e komponent.com";"https://www.e-komponent.com";"e-komponent.com"
"T-Soft";"Elektronik Malzeme";"shop 3dortgen.com";"https://shop.3dortgen.com";"shop.3dortgen.com"
"T-Soft";"Elektronik Malzeme";"bayi botech.com.tr";"https://bayi.botech.com.tr";"bayi.botech.com.tr"
"T-Soft";"Elektronik Malzeme";"elektromarketim.com";"https://www.elektromarketim.com";"elektromarketim.com"
"T-Soft";"Elektronik Malzeme";"genbayi.com";"https://www.genbayi.com";"genbayi.com"
"T-Soft";"Elektronik Malzeme";"sescibaba.com";"https://www.sescibaba.com";"sescibaba.com"
"T-Soft";"Elektronik Malzeme";"mahmutoglu.com";"https://mahmutoglu.com";"mahmutoglu.com"
"T-Soft";"Elektrik Malzeme";"robo90.com";"https://robo90.com";"robo90.com"
"T-Soft";"Elektrik Malzeme";"b2b kiracelektrik.com";"https://b2b.kiracelektrik.com";"b2b.kiracelektrik.com"
"T-Soft";"Elektrik Malzeme";"robolinkmarket.com";"https://robolinkmarket.com";"robolinkmarket.com"
"T-Soft";"Elektrik Malzeme";"robotistan.com";"https://www.robotistan.com";"robotistan.com"
"T-Soft";"Elektrik Malzeme";"direnc net";"https://www.direnc.net";"direnc.net"
"T-Soft";"Elektrik Malzeme";"3faz.com";"https://www.3faz.com";"3faz.com"
"T-Soft";"Elektrik Malzeme";"zeybekmarket.com";"https://www.zeybekmarket.com";"zeybekmarket.com"
"T-Soft";"Elektrik Malzeme";"elektrix.com";"https://www.elektrix.com";"elektrix.com"
"T-Soft";"Elektrik Malzeme";"elpimshop.com";"https://www.elpimshop.com";"elpimshop.com"
"T-Soft";"Elektrik Malzeme";"starakim.com";"https://www.starakim.com";"starakim.com"
"T-Soft";"Elektrik Malzeme";"shop emtel.com.tr";"https://shop.emtel.com.tr";"shop.emtel.com.tr"
"T-Soft";"Yapı & Hırdavat";"starwoodyapimarket.com";"https://www.starwoodyapimarket.com";"starwoodyapimarket.com"
"T-Soft";"Yapı & Hırdavat";"artstonepanel.com";"https://www.artstonepanel.com";"artstonepanel.com"
"T-Soft";"Yapı & Hırdavat";"oneyisi.com";"https://www.oneyisi.com";"oneyisi.com"
"T-Soft";"Yapı & Hırdavat";"warma.com.tr";"https://www.warma.com.tr";"warma.com.tr"
"T-Soft";"Yapı & Hırdavat";"hemel.com.tr";"https://www.hemel.com.tr";"hemel.com.tr"
"T-Soft";"Yapı & Hırdavat";"duna.com.tr";"https://www.duna.com.tr";"duna.com.tr"
"T-Soft";"Yapı & Hırdavat";"cdtmilwaukee.com";"https://cdtmilwaukee.com";"cdtmilwaukee.com"
"T-Soft";"Yapı & Hırdavat";"banyomarka.com";"https://www.banyomarka.com";"banyomarka.com"
"T-Soft";"Yapı & Hırdavat";"radiva.com.tr";"https://www.radiva.com.tr";"radiva.com.tr"
"T-Soft";"Yapı & Hırdavat";"groheturkiye.com";"https://www.groheturkiye.com";"groheturkiye.com"
"T-Soft";"Yapı & Hırdavat";"elvan gen tr";"https://www.elvan.gen.tr";"elvan.gen.tr"
"T-Soft";"Evcil Canlı";"mukaspazarlama.com";"https://mukaspazarlama.com";"mukaspazarlama.com"
"T-Soft";"Evcil Canlı";"evinemama.com";"https://www.evinemama.com";"evinemama.com"
"T-Soft";"Evcil Canlı";"markamama.com.tr";"https://www.markamama.com.tr";"markamama.com.tr"
"T-Soft";"Evcil Canlı";"toimoistore.com";"https://toimoistore.com";"toimoistore.com"
"T-Soft";"Evcil Canlı";"petihtiyac.com";"https://www.petihtiyac.com";"petihtiyac.com"
"T-Soft";"Evcil Canlı";"bayi pelagos.com.tr";"https://bayi.pelagos.com.tr";"bayi.pelagos.com.tr"
"T-Soft";"Evcil Canlı";"kolaymama.com";"https://www.kolaymama.com";"kolaymama.com"
"T-Soft";"Evcil Canlı";"hobipet.com.tr";"https://www.hobipet.com.tr";"hobipet.com.tr"
"T-Soft";"Evcil Canlı";"petchef.com.tr";"https://www.petchef.com.tr";"petchef.com.tr"
"T-Soft";"Evcil Canlı";"mamamax.com.tr";"https://www.mamamax.com.tr";"mamamax.com.tr"
"T-Soft";"Evcil Canlı";"mamaciteyze.com";"https://mamaciteyze.com";"mamaciteyze.com"
"T-Soft";"Otomotiv";"drdb2b.com";"https://www.drdb2b.com";"drdb2b.com"
"T-Soft";"Otomotiv";"meguiars.com.tr";"https://www.meguiars.com.tr";"meguiars.com.tr"
"T-Soft";"Otomotiv";"goodyearotoaksesuar web tr";"https://www.goodyearotoaksesuar.web.tr";"goodyearotoaksesuar.web.tr"
"T-Soft";"Otomotiv";"otoaksesuar.com";"https://www.otoaksesuar.com";"otoaksesuar.com"
"T-Soft";"Otomotiv";"ozyildizmotor.com";"https://www.ozyildizmotor.com";"ozyildizmotor.com"
"T-Soft";"Otomotiv";"carwaxonline.com";"https://carwaxonline.com";"carwaxonline.com"
"T-Soft";"Otomotiv";"bikeandoutdoor.com";"https://www.bikeandoutdoor.com";"bikeandoutdoor.com"
"T-Soft";"Otomotiv";"motomax.com.tr";"https://www.motomax.com.tr";"motomax.com.tr"
"T-Soft";"Otomotiv";"de ga.com.tr";"https://www.de-ga.com.tr";"de-ga.com.tr"
"T-Soft";"Otomotiv";"roxformshop.com";"https://www.roxformshop.com";"roxformshop.com"
"T-Soft";"Otomotiv";"ozeforbisiklet.com";"https://ozeforbisiklet.com";"ozeforbisiklet.com"
"T-Soft";"Kamu Projeleri";"istanbulkitapcisi.com";"https://www.istanbulkitapcisi.com";"istanbulkitapcisi.com"
"T-Soft";"Kamu Projeleri";"muzedenal.com";"https://www.muzedenal.com";"muzedenal.com"
"T-Soft";"Kamu Projeleri";"e38.com.tr";"https://www.e38.com.tr";"e38.com.tr"
"T-Soft";"Kamu Projeleri";"hayatyeniden org";"https://hayatyeniden.org";"hayatyeniden.org"
"T-Soft";"Kamu Projeleri";"yesilaymarket.com";"https://www.yesilaymarket.com";"yesilaymarket.com"
"T-Soft";"Kamu Projeleri";"istiklalsporstore.com";"https://istiklalsporstore.com";"istiklalsporstore.com"
"T-Soft";"Kamu Projeleri";"osmanlisahafi.com";"https://www.osmanlisahafi.com";"osmanlisahafi.com"
"T-Soft";"Outdoor";"eyb.com.tr";"https://www.eyb.com.tr";"eyb.com.tr"
"T-Soft";"Outdoor";"andoutdoor.com";"https://andoutdoor.com";"andoutdoor.com"
"T-Soft";"Outdoor";"ilkmevsim.com";"https://www.ilkmevsim.com";"ilkmevsim.com"
"T-Soft";"Outdoor";"sihirliolta.com";"https://www.sihirliolta.com";"sihirliolta.com"
"T-Soft";"Outdoor";"atlaskamp.com";"https://atlaskamp.com";"atlaskamp.com"
"T-Soft";"Outdoor";"albashop.com.tr";"https://www.albashop.com.tr";"albashop.com.tr"
"T-Soft";"Outdoor";"bikampingoutdoor.com";"https://bikampingoutdoor.com";"bikampingoutdoor.com"
"T-Soft";"Outdoor";"thermosturkiye.com";"https://thermosturkiye.com";"thermosturkiye.com"
"T-Soft";"Outdoor";"vurguncapari.com";"https://www.vurguncapari.com";"vurguncapari.com"
"T-Soft";"Outdoor";"avmar.com.tr";"https://avmar.com.tr";"avmar.com.tr"
"T-Soft";"Outdoor";"limanbalikcilik.com";"https://www.limanbalikcilik.com";"limanbalikcilik.com"
"T-Soft";"Holding";"holding e ticaret siteleri";"https://holding-referanslari";"holding-referanslari"
