firma_adi;adres;telefon;website;domain
DELTAL OTOMOTİV SAN.TİC.A.Ş.;TEPEÖREN MAH İTOSB ADA 6504 PARSEL 5 NO 16 TUZLA İSTANBUL;+90 (216) 593-1167;http://www.deltal.com.tr;deltal.com.tr
DELUX TINY HOUSE KARAVAN SAN. VE TİC. LTD. ŞTİ.;PAŞAKÖY MAH. SEZEN SOK. NO:22/2 SANCAKTEPE İSTANBUL;+90 (216) 611-0012;;
DEM CARS MOTORLU ARAÇLAR DIŞ TİC. A.Ş.;GAYRETTEPE MAH. BARBAROS BLV. KOÇ PINAR APT. NO:161/12 BEŞİKTAŞ İSTANBUL;+90 (212) 000-0000;;
DEMART BİLİŞİM REKLAM İNŞAAT MALZEMELERİ OTOMOTİV OTO YIKAMA SAN. VE TİC. LTD. ŞTİ.;SARIANA MAH. 20. SOK. NO:12/2 MARMARİS MUĞLA;+90 (252) 000-0000;;
DEM-ART OTOMOTIV DEKMAM. SAN. LTD. ŞTI.;İkitelli Organize Sanayi Bölgesi (İ.O.S.B.) İpkas San. Sitesi 8B Blok No:50 SANAYI MAH. BAŞAKŞEHİR İSTANBUL;+90 (212) 671-5411;http://dem-art.com.tr;dem-art.com.tr
DEMART OTOMOTİV KİMYA TEKSTİL İNŞAAT NAKLİYE İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;BAŞKÖY MAH. 19. SOKAK NO:23 KÖYLER YUMURTALIK BURSA;+90 (224) 449-0055;http://www.demircioglusase.com;demircioglusase.com
DEMER PRODUCTION OTOMOTİV MAKİNE GIDA ÜRETİM SAN. VE TİC.LTD.ŞTİ.;ÜÇEVLER MAH. ŞAHİN SOK. NO:7/1 YUMURTALIK BURSA;+90 (224) 000-0000;;
DEMETEK ENDÜSTRİYEL ÜRÜNLER SAN. VE DIŞ TİC.LTD.ŞTİ.;INÖNÜ CAD.SÜMKO SITESI A 7 BLK D:10 KADIKÖY İSTANBUL;+9 (216) 380-6112;;
DEMIR INŞAAT NAKLIYAT VE OTO SAN.TIC.LTD.ŞTI.;MENDERES MAH.25.SK.NO.42 ESENLER İSTANBUL;+90 (212) 568-5352;;
DEMIR OTOMOTIV SAN. VE TIC. LTD.ŞTI.;YEDPA TICARET MERKEZI A CAD. NO:35 ÜMRANİYE İSTANBUL;+21 (647) 101-8012;;
DEMIRELLER MAKINA TEKSTIL SAN. VE TIC. A.Ş.;HANLI MERKEZ MAH. D-100 KARAYOLU CAD. NO:444 Z/1 HANLI ARİFİYE SAKARYA;+90 (264) 275-1244;http://demireller.com.tr;demireller.com.tr
DEMIRSÖZ OTO YEDEK PARCA SANAYI VE TICARET LTD.STI.;YUKARI DUDULLU MAH. BAYRAKTAR BULVARI MEVDUDI SK. NO:45 ÜMRANİYE İSTANBUL;+90 (216) 313-0400;;
DEMİR KARDEŞLER OTOMOTİV İNŞAAT NAKLİYE PETROL ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.;MİMAR SİNAN MH. YEDPA TİC. MERKEZİ B CADDESİ NO:73-74 ATAŞEHİR İSTANBUL;+90 (216) 471-1146;;
DEMİR KAYRA OTOMOTİV YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ.;BİRLİK MAH. 4171. SOK. NO:2B ÇAY İZMİR;+90 (232) 000-0000;;
DEMİR MODEL DÖKÜM TAKIMLARI MAKİNA YEDEK PARÇA İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.;Orhangazi Sanayi Sitesi 3.Blok No.128 ORHANGAZİ BURSA;+90 (224) 586-0038;;
DEMİR TİC.OTO. TURZ. DOĞ. GAZ. İNŞ.GID. VE HAYV. SAN.LTD ŞTI.;Yedpa Tıc.Merk.D.Cd.No.93-94 ATAŞEHİR İSTANBUL;+90 (216) 471-1717;;
DEMİRAL GRUP YAPI OTOMOTİV SAN VE TİC.A.Ş;GAYRETTEPE MAH. YILDIZ POSTA CAD. D PLAZA APT. NO:52/27 GAYRETTEPE BEŞİKTAŞ İSTANBUL;+90 (216) 357-1010;;
DEMİRCANLAR OTO SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MUSTAFA KEMAL PAŞA MAH.ORHANGAZİ CAD. İPEK OTO YIKAMA APT.NO:57/1 NO:2/1 İZNİK BURSA;+90 (224) 000-0000;http://www.demircanlaroto.com.tr;demircanlaroto.com.tr
DEMİRCİOĞLU MOTORLU ARAÇLAR SAN VE TİC.A.Ş;MİMAR SİNAN MAH. YEDPA TİC. MERK. A CADD.NO:34 ATAŞEHİR İSTANBUL;+90 (216) 634-0444;;
DEMİRCİOĞLU ŞASE ENDÜSTRİYEL YAĞ OTOMOTİV TEKSTİL GIDA İNŞ. SAN. VE TİC. A.Ş.;BAŞKÖY KÖYÜ 19. SK. NO:23 KÖYLER YUMURTALIK BURSA;+90 (224) 449-0055;http://www.demircioglusase.com;demircioglusase.com
DEMİREL GROUP OTOMOTİV SAN. VE TİC. İTH. İHR. LTD. ŞTİ.;ATATÜRK MAH. YEŞİL SOK. MEYDAN APT. NO:1/4 ERDEK BALIKESIR;+90 (266) 000-0000;;
DEMİRELLER KARDAN MİL.VE İŞ MAK.SAN VE TİC.LTD.ŞTİ;E-5 KARAYOLU AYVALIK MEVKİİ 2 KM ADAPAZARI SAKARYA;+90 (264) 666-1911;;
DEMİRELLER OTOMOTİV SAN. VE TİC.A.Ş.;KAPALI SPOR SALONU KARŞISI NO.15/A Tayin edilmedi AFYON;;;
DEMİREZER MOTORLU ARAÇLAR LİMİTED ŞİRKETİ;ŞERİFALİ MAH. TURGUT ÖZAL BLV. LAVELLA 2 B BLOK NO:129B ÜMRANİYE ÜMRANİYE İSTANBUL;+90 (216) 000-0000;;
DEMİRKAYA OTOMAT OTOMOTİV MAKİNA SAN. VE TİC. LTD.ŞTİ.;Organize Sanayi Bölgesi 75.Yıl Cad. Demirciler Sitesi B Blok No.26 YUMURTALIK BURSA;+90 (224) 243-6838;;
DEMİRLİ OTOMOTİV VE YEDEK PARÇA SAN. VE TİC. LTD.ŞTİ.;İKİTELLİ OSB MAH. DOLAPDERE 1. ADA SOK. NO: 26 İÇ KAPI NO:26 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-6858;;
DEMİRÖREN OTO PARÇTİC.VE SAN.A.Ş;İkitelli Org.San.Böl.Dolapdere Sn Sit 19 Ada No:11 13 BAŞAKŞEHİR İSTANBUL;+90 (212) 549-4669;;
DEMKAR GROUP MİMARLIK VE İNŞAAT A.Ş.;ABDURRAHMANGAZİ MAH. OSMAN BEDRETTİN SOK NO:5/1 SULTANBEYLİ İSTANBUL;+90 (216) 592-9277;;
DEMMON OTO YEDEK PARÇA İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;AKŞEMSEDDİN MAH. 265-1 SOK. NO:23/3 ESENYURT İSTANBUL;+90 (212) 864-3903;;
DEMO PLASTIK URUNLERI SAN.TIC. A.S.;Nosab Ceviz Cd. No: 15/A 16140 GÜL SOK NO:19 YUMURTALIK BURSA;+90 (224) 261-0670;;
DEMONTE KARAVAN SANAYİ VE TİCARET ANONİM ŞİRKETİ;ZİYA GÖKALP MAH. ABDULLAHPAŞA CAD. NO:41 D:2 BAŞAKŞEHİR İSTANBUL;+90 (212) 951-0449;;
DEMOSAN METALURJİ NAK.OTO.SAN. VE TİC.LTD.ŞTİ;ZAFER SAN.DOSTLAR SOK.NO:14 SELÇUKLU KONYA;+90 (332) 251-4688;;
DEM-SA OTOMOTİV BİLGİSAYAR MEDİKAL İNŞ.GIDA TUR.ITH.IHR. SAN.VE TIC.LTD.ŞTI.;Cevizlidere Mh.1204.Sk.No:10/23 ÇANKAYA ANKARA;+90 (312) 483-6943;http://dem-sa.com.tr;dem-sa.com.tr
DEMSAN HİDROLİK VE MAKİNE SAN. TİC. LTD. ŞTİ.;PELİTLİ MAH. 4441.SOK. NO:7 GEBZE KOCAELI;+90 (262) 000-0000;;
DEMSAR OTOMOTIV MAMÜLLERI SANAYİ VE TİCARET LTD.ŞTİ.;İzmir Yolu 26.Km Konaklı Yolu Üzeri Marmara Birlik Yanı YUMURTALIK BURSA;+90 (224) 449-0040;http://demsarotomotiv.net;demsarotomotiv.net
DEMTO TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DUAÇINARI MAH. KARLIDAĞ CAD. NO.75/21 YILDIRIM BURSA;+90 (224) 363-0787;;
DENA OTOMOTİV MÜHENDİSLİK ELEKTRONİK SANAYİ VE TİCARET LTD.ŞTİ.;Aydınlıkevler Bedir Mah. Kuzey Sk. No.15/A SELÇUKLU KONYA;+90 (332) 245-2828;http://www.dena.com.tr;dena.com.tr
DENAK DEPOCULUK VE NAKLİYECİLİK A.Ş.;Rüzgarlıbahçe Mah.Kavak Sok. No:16/1 Kavacık BEYKOZ İSTANBUL;+90 (216) 681-2681;;
DENGE METAL TEKSTIL VE OTOM.SA N.TIC.LTD.STI.;IKITELLI ORG.SAN.SIT. C/BLOK NO:376 KÜÇÜKÇEKMECE İSTANBUL;+90 (212) 549-7330;;
DENGE MOTORLU ARAÇLAR SAN.TİC.A.Ş.;Dolapdere San.Sit.4.Ada No:1/3 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-0758;;
DENGE OTO YEDEK PARÇA VE PLASTİK SANAYİ DIŞ TİCARET LİMİTED ŞİRKETİ;İNÖNÜ MAHALLESİ GEBZE PLASTİKÇİLER OSB. 12.CADDE NO:2/1 GEBZE GEBZE KOCAELI;+90 (262) 751-3946;http://www.dengeplastik.com.tr;dengeplastik.com.tr
DENIZ NAKLIYATI TÜRK ANONİM ŞİRKETİ;F.Kerım Gökay Cad.Denızcıler Iş Merk.No:14 A Blok Kat:1 ÜSKÜDAR İSTANBUL;+90 (216) 474-7400;;
DENIZLER OTOMOTIV YEDEK PARÇA MAK.SAN.VE TIC.LTD.STI.;KAYAPA ISTIKLAL MAH. BEYAZ CAD. NO:17 NILÜFER / BURSA YUMURTALIK BURSA;+90 (224) 441-1134;;
DENİX OTOMOTİV İTHALAT İHRACAT TİCARET LİMİTED ŞİRKETİ;BARBAROS HAYRETTİN PAŞA MAH. 1994. SK. BELLA PARK B BLOK NO: 4 İÇ KAPI NO: 8 ESENYURT İSTANBUL;+90 (212) 000-0000;;
DENİZ ARAÇ KİRALAMA LİMİTED ŞİRKETİ;HAYDAR ÇAVUŞ MAH.ŞEHİT SÜLEYMAN BEY CAD. NO:5 BANDIRMA BALIKESIR;+90 (266) 000-0000;;
DENİZ AVİZE AYDINLATMA SAN. VE TİC.LTD.ŞTİ.;BEŞEVLER MAH.YILDIRIM CAD.(130) NO:278 B/1 YUMURTALIK BURSA;+90 (224) 452-8343;;
DENİZ ÇIDAK ÇEDEV EKOLOJİK YAPI TEKNOLOJİLERİ;AKDENİZ MAH.GAZİ OSMAN PAŞA BULVARI NO:4/101 KONAK İZMİR;+90 (232) 000-0000;;
DENİZ EKO ENERJİ VE GERİ DÖNÜŞÜM AŞ;YAKUPLU MAH. SANAYİ CAD. SİT. NO:10/3 BEYLİKDÜZÜ İSTANBUL;+90 (212) 000-0000;http://www.deniztekstilgrup.com;deniztekstilgrup.com
DENİZ GRUP PLASTİK DEMİR ÇELİK SAN. VE TİC. LTD. ŞTİ.;MERKEZ MAH. CUMHURİYET MEYDANI EMİRAĞA HUZUR ÇARŞISI NO:7/A GAZİOSMANPAŞA İSTANBUL;+90 (212) 000-0000;;
DENİZ MEKANİK SAN TİC.LTD.ŞTİ;IST DERİ ORG. SAN BÖL. KAZLI ÇEŞME CAD. NO:34 TUZLA İSTANBUL;+90 (216) 591-0113;;
DENİZ MOTORLU ARAÇLAR YATIRIM A.Ş.;NİSBETİYE MAH. GAZİ GÜÇNAR SK. UYGUR İŞ MERKEZİ NO:4/2 BEŞİKTAŞ İSTANBUL;+90 (212) 000-0000;http://https://harley-davidson-west.com/;https
DENİZ SEYAHAT TURİZM GIDA İNŞAAT İNŞAAT PETROL TİCARET VE SANAYİ LTD.ŞTİ.;BEŞEVLER MAH LEFKOŞE CAD. NO.56 YUMURTALIK BURSA;+90 (224) 452-9000;;
DENİZ SEZER TÜRKSOY - DTS KABİN SÜSPANSYON SİST;Dolapdere San. Sitesi 19. Ada No:21-33 BAŞAKŞEHİR İSTANBUL;+90 (212) 485-6857;;
DENİZ TRADİNG GRUP DIŞ TİCARET VE PAZARLAMA LTD. ŞTİ.;ATAKÖY 7-8-9-70. KISIM MAH. KARANFİL SOK. ATRİUM NO:2/193 BAKIRKÖY İSTANBUL;+90 (212) 000-0000;;
DENİZ YATÇILIK TURİZM SANAYİ VE TİCARET A.Ş.;Etiler Mah. Tepecik Yolu No.82 Dalmaz Konut Apt. Giriş Kat. BEŞİKTAŞ İSTANBUL;+90 (212) 352-6595;;
DENPA METAL SANAYİ VE TİCARET LTD.ŞTİ.;Demirtaş Organize Sanayi Bölgesi Mustafa Karaer Cad. Açelya Sk. No.7/1 OSMANGAZİ BURSA;+90 (224) 261-3090;;
DENSAN DENIZ NAKLIYAT VE SAN. A.Ş.;MECLISI MEBUSAN CAD.DURSUN HAN NO:23 KAT:6 Tayin edilmedi İSTANBUL;+90 (212) 245-6810;http://www.densanshipping.com;densanshipping.com
DENSO OTOMOTİV PARÇALARI SAN. A.Ş.;TOSB-TAYSAD ORGANİZE SANAYİ BÖLGESİ 5.CADDE NO:1 ŞEKERPINAR ÇAYIROVA KOCAELI;+90 (262) 679-5741;http://www.denso.com;denso.com
DENTECHNİC PLASTİK VE KAUÇUK SANAYİ TİCARET LİMİTED ŞİRKETİ;IŞIKTEPEOSB MAH. KAHVERENGİ CAD. NO: 20 FETHİYE YUMURTALIK BURSA;+90 (224) 000-0000;;
DENZEL İÇ VE DIŞ TİC. LTD. ŞTİ.;YEŞİLKÖY MAH. ATATÜRK CAD. DÜNYA TİCARET MER. NO:10/1-226 BAKIRKÖY İSTANBUL;+90 (212) 000-0000;;
DEPA GEMICILIK DANIŞMANLIK VE TICARET LTD.ŞTI.;AKGÜL SOKAK NO:13/A TUZLA İSTANBUL;+90 (216) 494-3216;;
DEPAR ÇOCUK GEREÇLERİ SAN.TİC.A.Ş.;HADIMKÖY MAH.75.YIL CAD.NO:9/1 ARNAVUTKÖY İSTANBUL;+90 (212) 963-1499;http://www.deparcocuk.com;deparcocuk.com
DEPAR MOTOR VE MALZEME SAN.VE TIC.AŞ;Ramazanoğlu Mah. Teneffüs Sokak No.3 Şeyhli Kurtköy PENDİK İSTANBUL;+90 (216) 378-3515;;
DEPAR OTO.YEDEK PARÇA SAN.VE TIC.LTD.ŞTI.;Inebey Mh.Valıde Camıı Sok. No.65 A FATİH İSTANBUL;+90 (212) 529-5597;;
DEQPA OTOMOTİV İTH. İHR. SAN. TİC. LTD. ŞTİ.;FEVZİ ÇAKMAK MH. 10761 SK. C BLOK NO 4/B KARATAY KONYA;+90 (332) 000-0000;http://www.deqpa.com.tr;deqpa.com.tr
DERE DORSE OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ;PAYAS KÜÇÜK SANAYİ SİTESİ AHİ EVRAN BULVARI 2.BLOK NO.15 PAYAS DÖRTYOL HATAY;+90 (326) 718-1411;;
DERİN DENİZ KAUÇUK METAL TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.;Nilüfer Organize Sanayi Bölgesi Dokumacılar Sit. 102.Sok. No.21/24 YUMURTALIK BURSA;+90 (224) 410-0075;;
DERİN HORECA EKİPMANLARI DANIŞMANLIK VE DIŞ TİCARET LİMİTED ŞİRKETİ;FİDANLIK MAH. MİTHATPAŞA CAD. MİTHATPAŞA APT. NO:39/14 KIZILAY ÇANKAYA ANKARA;+90 (312) 000-0000;http://www.derindisticaret.com;derindisticaret.com
DERİN KALIP APARAT MAKİNA OTOMOTİV SAN. VE TİC.LTD.ŞTİ.;ÇALI MAH.24.(410)SK. NO:10/1 YUMURTALIK BURSA;+90 (224) 441-9015;;
DERİN MOTORLU ARAÇLAR VE ORJ.EKİP.SAN.TİC.LTD.ŞTİ.;İZMİR YOLU ERTUĞRULKÖY MEVKİ GÖÇMEN SOK.NO:1 YUMURTALIK BURSA;+90 (224) 413-3720;http://www.motocar-filter.com;motocar-filter.com
DERİN OTOMOTİV OTO PARÇALARI İÇ VE DIŞ TİC. LTD. ŞTİ.;FINDIKLI MAH.BAŞIBÜYÜKYOLU CAD.ARDIÇ SOK. N:12/1 MALTEPE İSTANBUL;+90 (216) 574-1043;;
DERMAN DÖKÜM SAN.VE TIC.LTD. ŞTI.;Organıze San.Bölg.Dökümcüler Sıtesı 195.Sk.No:178-180 SİNCAN ANKARA;+90 (312) 267-0084;;
DERSA OTO.URUN.TIC.VE SAN.LTD. STI.;DOLAPDERE SAN. SİT. 6. ADA NO:33-35 BAŞAKŞEHİR İSTANBUL;+90 (212) 567-9666;http://dersaotomotiv.com;dersaotomotiv.com
DERYA ÇAĞLAYAN;YENİMAHALLE MAH 10 TEMMUZ CAD NO 69/A BAKIRKÖY İSTANBUL;+90 (212) 273-1635;;
DES TEKNİK PEYZAJ UYG.LTD.ŞTİ;ALADDİNBEY MAH.AYFATMA CAD.SAM3 PLAZA B BLOK NO:11/B-F YUMURTALIK BURSA;+90 (224) 451-2887;;
DES TRUCK OTOMOTİV TAMİR BAKIM YEDEK PARÇA SAN. VE TİC.LTD.ŞTİ.;KAZIMDIRIK MAH. 367/3 SOK. NO:6 ÇAY İZMİR;+90 (232) 000-0000;;
DESAN DENIZ INSAAT SANAYI A.S.;ÖZEL TERSANELER BÖLG.3.PARSEL NO:36 TUZLA İSTANBUL;+90 (216) 395-2925;;
DESNA GRUP KENTSEL GERİ DÖNÜŞÜM YAPI ENERJİ TEM.SAN.VE TİC.LTD.ŞTİ.;HÜRRİYET MAH. ALTIN SOK NO:18/1 BAHÇELİEVLER İSTANBUL;+90 (212) 000-0000;http://www.desnagrup.com.tr;desnagrup.com.tr
DESPA GAZLI AMORTISÖR OTO YAN SANAYİ TURİZM TEKSTİL KONFEKSİYON SAN. VE TİC.LTD.ŞTİ.;NOSAB N.308 SOK.NO.4 YUMURTALIK BURSA;+90 (224) 411-1990;http://www.despa.com.tr;despa.com.tr
DESPA OTOMOTIV YAN SAN.TIC.A.S .;Nılüfer Org.San.Bölg.N308 N.4 YUMURTALIK BURSA;+90 (224) 411-1990;;
DESPA PAZARLAMA VE DIŞ TİC.LTD.ŞTİ.;Nılufer Organıze San.Bölgesı N308 Sk. No:4 YUMURTALIK BURSA;+90 (224) 411-1990;;
DESSA METAL DEMİR ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.;ALTINŞEHİR MAH. AHMET TANER KIŞLALI CAD. ALTUNTAŞ PARK A BLOK NO.36 KAT.1 D.21 YUMURTALIK BURSA;+90 (224) 501-1333;;
DESSE FİLTRE OTOMOTİV İTH. İHR. TİC. LTD. ŞTİ.;ZAFER MAH. BABAOCAĞI SOK. NO:2-4/49 BAHÇELİEVLER İSTANBUL;+90 (212) 697-4483;;
DESTAS DIJITAL ELEKTRONIK SAN. VE TIC.A.S.;DEMIRCILER SITESI 7 CAD.NO.6 Zeytinburnu İSTANBUL;;;
DESTAŞ ARGE OTOMOTİV MAKİNE MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.;ORGANİZE SANAYİ BÖLGESİ 75.YIL CAD. DEMİRCİLER SİTESİ B BLOK NO.19 YUMURTALIK BURSA;+90 (224) 443-6440;http://www.destasotomotiv.com.tr;destasotomotiv.com.tr
DESTEK FORKLİFT VE İSTİF MAKİNELERİ SAN. VE TİC. LTD. ŞTİ.;KONAK MAH. BARIŞ (120) SOK. NO:3/12 YUMURTALIK BURSA;+90 (224) 000-0000;;
DESTEK OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.;IŞIKTEPEOSB MAH. LACIVERT CAD. 2.SOK. NO:3/1 16215 YUMURTALIK BURSA;+90 (224) 242-3066;http://www.desteklift.com;desteklift.com
DESTEK PAZARLAMA VE DIŞ TİC. A.Ş.;IŞIKTEPEOSB MAH. LACİVERT CAD. 2.SOK.NO:3/1 16215 YUMURTALIK BURSA;+90 (224) 242-3066;http://www.desteklift.com;desteklift.com
DETAY ENDÜSTRİ EKİPMANLARI SANAYİ VE TİC.LTD.ŞTİ.;DEMİRTAŞPAŞA MAH.11 ATA SOK PETEK BOZKAYA İŞHANI OSMANGAZİ BURSA;+90 (224) 250-5030;;
DETAY İŞLETME MAĞAZACILIK YAZILIM SAN. TİC. A.Ş.;BAHÇEKAPI MAH. SANAYİ BLV. NO:46/B ETİMESGUT ANKARA;+90 (312) 354-8458;;
DETAY OTO SERVİS HİZMETLERİ VE TİC. LTD. ŞTİ.;MERKEZ MAH. DEĞİRMENBAHÇE CAD. TURGUT REİS SK. NO:2-4 A BAHÇELİEVLER İSTANBUL;+90 (212) 451-4151;http://www.detayotomotiv.com;detayotomotiv.com
DEVA DENİZ GAYRİMENKUL TİC. LTD. ŞTİ.;TATLISU MAH. GÖKSU CAD. NO:41/A ÜMRANİYE İSTANBUL;+90 (216) 000-0000;http://www.feedervessel.com.tr;feedervessel.com.tr
DEVECİ ULUSLARARASI AĞIR NAKLİYAT PETROL GIDA SAN. TİC. LTD. ŞTİ.;2.OSB. MAH. 6 CAD. DEVECİ NAKLİYAT NO:4 YEŞİLYURT MALATYA;+90 (422) 238-2882;http://www.devecinakliyat.com.tr;devecinakliyat.com.tr
DEVELI KAUÇUK SAN.VE TIC.LTD.Ş .;Büyükkayacık Mh. Yaylacık Cd. No:22 SELÇUKLU KONYA;+90 (332) 322-6865;;
DEVRAN ENDÜSTRİ OTOMOTİV SAN. VE TİC. A.Ş.;KEMER MAH. DEVRAN SOK. DEVRAN LTD. ŞTİ. NO:19 ESENLER İSTANBUL;+90 (212) 432-9292;;
DEVRAN MOTOR YATAKLARI BURÇLAR VE EĞITIM HIZMT.SAN.TIC.LTD.ŞT;"ATIŞALANI,KEMER MH.DEVRAN SK. NO:19 ESENLER İSTANBUL";+90 (212) 432-9292;http://www.devran.com.tr;devran.com.tr
DEVRİM GÜNGÜR;SÜLEYMANİYE MAH. 727 SOK NO:16/8 ESENYURT İSTANBUL;+90 (212) 000-0000;;
DEVRİM KANDEMİR;YALI MAH. 244 SK. NO: 4 IÇ KAPI NO: 3 GÜZELBAHÇE GÜZELBAHÇE İZMİR;+90 (232) 000-0000;;
DEVRÜŞ YAPI İNŞ.İNŞ.MALZ.DAYANIKLI TÜK.MALLARI PLAS.EML.MOB.OTO.TEKS.SAN VE TİC LTD.ŞTİ;ALTINŞEHİR MAH 163.(280) SOK 11 B 48 YUMURTALIK BURSA;+90 (224) 371-9798;;
DEXPORT KARAVAN OTOMOTİV İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;BÜYÜKBAKKALKÖY MAH. FERHATPAŞA YOLU SOK. NO:95/1 MALTEPE İSTANBUL;+90 (216) 000-0000;;
DEZ MAK.MET.YED.PAR.IML.KAL. AP.ITH.IHR.PAZ.SAN.VE TI.LTD.;Küçük Sanayi Sitesi 19. Blok No:19-20-22 YUMURTALIK BURSA;+90 (224) 441-0857;;
DEZEGA SP GÜVENLİK ÜRÜNLERİ SAN. VE TİC.A.Ş.;ZAFER MAH.NİLÜFER SK.NO:30 EGE SERBEST BÖL. GAZİEMİR İZMİR;+90 (232) 251-0394;http://www.dezega.com;dezega.com
DG PLASTİK METAL SAN. VE TİC. LTD. ŞTİ.;MUTTALİP EMRİLER MAH. SARICAKAYA CAD. NO:206 TEPEBAŞI / ESKİŞEHİR TEPEBAŞI ESKIŞEHIR;+90 (222) 246-0126;http://www.dgplastikmetal.com;dgplastikmetal.com
DGR ZİRAİ EKİPMAN OTOMOTİV İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;FEVZİ ÇAKMAK MAH. 10798. SK. NO: 14/B ŞEMS KARATAY KONYA;+90 (332) 000-0000;;
DGS DIŞ TİCARET ANONİM ŞİRKETİ;15 TEMMUZ MH BAHAR CD NUROL PARK SİT J BLOK NO:43 KAT: D:35 BAĞCILAR İSTANBUL;+90 (212) 813-0838;http://www.dgsas.com.tr;dgsas.com.tr
DGS DOĞUŞ YEDEK PARÇA OTOMOTİV PLASTİK SAN. VE TİC. LTD. ŞTİ.;KOĞUKÇINAR MAH. 2. KENAR SOK. NO:3/B OSMANGAZİ BURSA;+90 (224) 000-0000;;
DIAMOND OTOMOTİV.DIŞ.TİC.LTD.ŞTİ;FATİH MAH.BÜYÜK SANAYİ CAD. NO:40 SİLİVRİ İSTANBUL;+90 (212) 715-2811;;
DIBEK OTOMOTIV VE DIŞ.TIC.LTD. ŞTI.;İSTANBUL CAD.İZZET MOLLA SOK.NO:13/2 BAKIRKÖY İSTANBUL;+90 (212) 543-7470;;
DICHERSEAL ELASTOMER TEKNOLOJİLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ;ALAADDİNBEY MAH.620.SK.NO:1 YUMURTALIK BURSA;+90 (224) 532-2190;;
DIDONK KORNA SANAYI VE TICARET LTD.STI.;Abdi İpekçi Cd.Zorlu Sk.Güldallar San.Sit No:4/5 BAYRAMPAŞA İSTANBUL;+90 (212) 565-8292;;
DIESEL OTOMOTİV SANAYİ VE TİCARET LTD. ŞTİ.;MASLAK MAH. TAŞYONCASI SOK. MASLAK 1453 T4 BLOK NO:1-U/B48 SARIYER İSTANBUL;+90 (212) 812-1771;http://www.dieselotomotiv.com;dieselotomotiv.com
DIESEL TRUCKS DIŞ TİCARET LTD.ŞTİ.;ÇIRPICI MAH. SEYİTNİZAM CAD. NO:98/1 ZEYTİNBURNU İSTANBUL;+90 (212) 000-0000;;
DILDAR OTOMOTIV SAN TIC.LTD. ŞTI;Org.San.Böl.Dolapdere San.Sıt. 14.Ada No:21 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-7055;;
DINLER GRUP ENDUSTRIYEL URUNL. TIC.LTD.STI.;ULU MH. KIBRIS ŞEHİTLER CD. NO:50/206 OSMANGAZİ BURSA;+90 (224) 251-2533;http://www.dinlergrup.com;dinlergrup.com
DIRIKANLAR OTOMOTIV.SAN.VE TIC LTD.STI.;ZİYA GÖKALP MAH. ABDULLAHPAŞA CAD. NO.37 KÜÇÜKÇEKMECE İSTANBUL;+90 (212) 670-1077;http://www.dirikanlarotomotiv.com;dirikanlarotomotiv.com
DISSAN OTOMOTIV SAN.VE TICARET LTD.ŞTI.;Yenımahalle Kadır Akdoğan Cd. No.27 GAZİOSMANPAŞA İSTANBUL;+90 (212) 618-8678;;
DIYARBAKIR OTOMOTIV TICARET LTD.ŞTI.;TIRYAKI HASAN PAŞA CAD. NO:23 FATİH İSTANBUL;+9 (212) 529-5739;http://www.diyarbakiroto.com;diyarbakiroto.com
DIZEL MOTOR PARÇALARI VE OTOM. SAN.IÇ.VE DIŞ TIC.LTD.ŞTI.;351 SOK.NO:9/A ÇAY İZMİR;+90 (232) 486-9435;;
DIZELPAR MOTORLU ARAÇLAR SAN. VE TIC.LTD.ŞTI.;IKITELLI DOLAPDERE SAN.SITESI 12.ADA N:36 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-5450;http://dizelpar.com.tr;dizelpar.com.tr
DIZELSAN OTO YEDEK PARÇA SAN. VE TIC.LTD.ŞTI.;IKITELLI DOLAPDERE SANAYI SIT. 19 ADA NO:23 Tayin edilmedi İSTANBUL;+90 (212) 549-4000;;
DİAGNOTİS BİYOTEKNOLOJİ ÜRÜNLERİ SAN. VE TİC. A.Ş.;CEVİZLİ MAH. HIZIR REİS SOK. GÜNGÖRLER İŞ MERKEZİ APT. NO:27/3 CEVİZLİ MALTEPE İSTANBUL;+90 (216) 606-0547;http://http://wwwdiagnotis.com.tr;http
