firma_adi;adres;telefon;website;domain;birlik
STAR TEKNİK SERVİS HİZMETLERİ SAN. VE TİC. LTD.ŞTİ.;FERHATPAŞA MAH.G34 SOKN:28-30 K:1 İÇERENKÖY ATAŞEHİR İSTANBUL;(216) 4712347;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
BETA OYUN TEKNOLOJİ ANONİM ŞİRKETİ;İHLAMURKUYU MAH MALAZGRİT CAD NO 32 A ÜMRANİYE İSTANBUL;(216) 4664146;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
EASYCORE STEEL TRANSFORMATÖR EKİPMANLARI SANAYİ TİCARET VE PAZARLAMA ANONİM ŞİRKETİ;KOZYATAĞI MAH. GÜLBAHAR SK.PS PLAZA NO:17/66 KADIKÖY İSTANBUL;(216) 3800668;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
FARUK PULLU ENERJİ KABLO SANAYİ VE TİCARET LİMİTED ŞİRKETİ;"KEMALPAŞA MAHALLESİ ESKİ POSTANE SOKAK &GT;DEMİRSOİŞ MERKEZİ NO: 9/21 İZMİT KOCAELİ";(262) 2515040;http://www.enerjikablo.com.tr;enerjikablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
NEKSORA DANIŞMANLIK PAZARLAMA İTHALAT İHRACAT LİMİTED ŞİRKETİ;İKİTELLİ OSB.MAH. GİYİM SANATKARLARI 2B BLOK SK B BLOK KAT :6 NO:607/1 BAŞAKŞEHİR İSTANBUL;(212) 6711651;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
TEKSAM ILETISIM TICARET VE SANAYI LIMITED SIRKETI;SAIR ESREF BULVARI NO:28 KAT:2D:4 KONAK İZMİR;02324464946;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
BARRIERMATIC GEÇİŞ KONTROL SİSTEMLERİ LİMİTED ŞİRKETİ;HASANPAŞA MAHALLESİ ATABEY SOKAK NO:6/B KADIKÖY İSTANBUL;(216) 5450113;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
TEKSAN MAKİNA VE YAPI ELEMANLARI İMALAT SAN. VE TİC. LTD. ŞTİ.;MADEN CD PELİTLİ MH NO:9 GEBZE KOCAELİ;;www.teksanltd.com;teksanltd.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SMITH VE NEPHEW MEDİKAL CİHAZLAR TİC. LTD. ŞTİ.;BAHÇEKÖY MAH.ERGENE SK N:8/E BAHÇEKÖY SARIYER İSTANBUL;(212) 2262255;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
İLKE OTOMASYON ELEKTRİK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;HALİL FIRATPAŞA MAH. PERPA TİC. MER.N:1006 B BLOK K:8 ŞİŞLİ İSTANBUL;(212) 2560072;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
SUPRA TIBBİ MALZEMELER SAN.TİC.LTD.ŞTİ.;MERKEZ MAH.712.SK. NO:4A BAĞCILAR / ISTANBUL BAĞCILAR İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
RST DANIŞMANLIK MÜHENDİSLİK A.Ş.;SUADİYE MAH.HASAN BEDRETTİN SK NO:4/8 KADIKÖY İST KADIKÖY İSTANBUL;(216) 8218068;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
KENT KART MARMARA ELEKTRONİK TUR.SAN.VE TİC.A.Ş.;GÜMÜŞSUYU MAH MUHTAR KAMİL SOK NO 3 K 5 BEYOĞLU İSTANBUL;(212) 2496720;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALPRESS KALIP.DAN.ITH.IHR.SAN. VE TIC.LTD.STI.;DEMIRCILER SITESI 9. CADDE NO.26 ZEYTİNBURNU İSTANBUL;(212) 4166505;www.alpress.net;alpress.net;TET - Elektrik ve Elektronik İhracatçıları Birliği
MATRIKS BINA KONTR.SIST.SAN.VE TIC.LTD.STI.;ATAŞEHİR ATATÜRK MAH. EKİNCİOĞLU SOK. NO:21 ATAŞEHİR İSTANBUL;(216) 5749191;www.matrikstr.com;matrikstr.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
T DİNAMİK ENERJİ SAN.VE DIŞ TİC.A.Ş;KISIKLI MAH. İNCİR SOK. NO:6/B ÜSKÜDAR/İSTANBUL ÜSKÜDAR İSTANBUL;;https://tdinamik.com/;tdinamik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
DMB İÇ VE DIŞ TİC.LTD ŞTİ;HASANPAŞA MAH KURBAĞALIDERE CAD YONCA APT NO:45-4 KADIKÖY İSTANBUL;(216) 4145724;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELKAR ASANSÖR ELEKTRİK ELEKTRONİK MÜHENDİSLİK TURİZM İTHALAT İHR. SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SERHAT MAH. 1365. SOKAK NO:19 YENİMAHALLE ANKARA;(312) 3977604;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
I MED TIBBİ CİHAZLAR SAN. TİCARET LTD. ŞTİ.;TURGUT ÖZAL BULV. 36.ADA ATA 2/3 PLAZA K:2 D:24 ATAŞEHİR İSTANBUL;(216) 4567816;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MP AIR SEA LOJISTIK TICARET LIMITED SIRKETI;YESILKÖY MAH. ATATÜRK CAD. NO: 10 /1 IÇ KAPI NO: 394 YEŞİLKÖY BAKIRKÖY İSTANBUL;(212) 2108746;www.mnp.de;mnp.de;TET - Elektrik ve Elektronik İhracatçıları Birliği
İNCİ TRANSFORMATÖR AKSESUARLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;ÇINARDERE MAH. BEYEFENDİ SK. NO:38 A PENDİK PENDİK İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARBURG PLASTİK ENJEKSİYON MAKİNALARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MERKEZ MAH.HÜRRIYET CAD NO:137YAKUPLU BEYLİKDÜZÜ İSTANBUL;02128754111;www.arburg.com;arburg.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜÇYOL DAYANIKLI TÜKETİM MALLARI TEKSTİL VE DIŞ TİCARET ANONİM ŞİRKETİ;:BARIŞ MAH. BELEDİYE CAD.GİNZA LAVİNYA APT.NO:30/58-59-60 BEYLİKDÜZÜ İSTANBUL;(212) 5288000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
PROTA ELEKTRIK MÜHENDISLIK SANAYI VE TICARET LIMITED SIRKETI;A.SAMİYEN CAD.VEFA ARALIĞI SK. F.PALAS APT.A BL.N.3/10-12-14 ŞİŞLİ İSTANBUL ŞİŞLİ İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ZLUX AYDINLATMA A.Ş.;BAHÇEŞEHİR 1.KISIM MAHALLESİ ARDIÇ CAD. NO:98 BADEM 3-VİLLA 11, BAHÇEŞEHİR ESENLER İSTANBUL;(212) 4381116;www.zlux.com.tr;zlux.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
WÜRTH ELEKTRONİK İTHALAT İHRACAT VE TİC.LTD.ŞTİ.;ŞERİFALİ MAH. ÇETİN CAD. KULE SOK. NO:25/A ÜMRANİYE İSTANBUL;(216) 4664131;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
AJAX DETECTION TECHNOLOGY ELEKTRONİK SANAYİ TİCARET LİMİTED ŞİRKETİ;İKİTELLİ OSB MAH.MUTFAKÇILAR M10 BLOK SK.MUTFAKÇILAR SANAYİ M10 BLOK NO:27 BAŞAKŞEHİR İSTANBUL;(212) 7318710;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MERKEZ MOTOR MAKİNE SAN. VE TİC. A.Ş.;TERAZİDERE MAH. PAK SOK. NO:11 BAYRAMPAŞA İSTANBUL;(212) 6748516;www.merkezmotor.com.tr;merkezmotor.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÖZARTAŞ AVİZE SANAYİ İHRACAT VE TİCARET ANONİM ŞİRKETİ;FATİH SULTAN CADDESİ ÇİFTÇİLER SKN:8/10 ŞİŞLİ İSTANBUL;(212) 2387306;www.ozartas.net;ozartas.net;TET - Elektrik ve Elektronik İhracatçıları Birliği
NEC TELEKOMÜNİKASYON VE BİLGİ TEKNOLOJİLERİ LTD.ŞTİ.;DİKİLİTAŞ EMİRHAN CAD. NO:113 BARBAROS PLAZA İŞ MERKEZİ C BLOK KAT: 10 BEŞİKTAŞ İSTANBUL;(212) 3477968;www.nec.com;nec.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
MENSURA ENERJİ TEKNOLOJİLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MADENLER MAH.ŞEHİT ÜNAL KALAFAT CAD.ELTES GOLD RECIDENCE SİTESİ 4 BLOK NO:32 D:249/A ÜMRANİYE İSTANBUL;(216) 9996788;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ATEK İTHALAT İHRACAT VE TURİZM YATIRIMLARI SAN. TİC. LTD.ŞTİ.;HALİL RIFAT PAŞA MAH. YÜZER HAVUZ SOK. PERPA TİCARET MERKEZİ A BLOK KAT:2 ŞİŞLİ İSTANBUL;(212) 2109595;www.atekyatirim.com;atekyatirim.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALFANAR ELEKTRİK ANONİM ŞİRKETİ;AHİ EVRAN OSB MAHALLESİ OĞUZ CADDESİ NO :52 SİNCAN ANKARA;(312) 2671576;http://www.alfanar.com.tr;alfanar.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
AKPLAST POLYESTER PLASTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;CEVİZLİ MAH. SARAYLAR CAD. NO.1 KARTAL İSTANBUL;02163527663;www.akplast.com;akplast.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BLC GROUP GLOBAL DIŞ TİCARET LİMİTED ŞİRKETİ;ORTA MAH. AKTEPE CAD. NO:12/A TUZLA İSTANBUL;(216) 0000000;http://www.blcgroupglobal.com;blcgroupglobal.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BERG METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ;MAKİNE İHTİSAS ORGANİZE SANAYİ BÖLGESİ DEMİRCİLER MAHALLESİ 8. SOKAK NO:1 DEMİRCİLER MAHALLESİ 41455 DİLOVASI KOCAELİ;(262) 7232323;www.bemasmetal.com;bemasmetal.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
CENTER TIBBI ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SAPANBAĞLARI MAH.SÜREYYAPAŞA CAD.HÜDAVERDİ SOK. NO PENDİK İSTANBUL;(212) 8630686;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
KLEİDCO YAPI SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MAH YALÇIN KORES CD NO:14/1/2 BAHÇELİEVLER İSTANBUL;(212) 4385790;www.kleidco.com;kleidco.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ONFİTEK BİLİŞİM HİZMETLERİ LİMİTED ŞİRKETİ;SİYAVUŞPAŞA MAH. NAIM KEMAL CAD. NAMIK KEMAL NO:6/8 BAHÇELİEVLER İSTANBUL;(212) 4424916;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
DEMA ROLE SANAYİ VE TICARET ANONİM ŞİRKETİ;ZÜMRÜTEVLER MAH.ATATÜRK CD.İNANÇSOK.NO:4 MALTEPE İSTANBUL;(216) 3527734;www.demarole.com.tr;demarole.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
EIXIR DIŞ TİCARET LİMİTED ŞİRKETİ;BARBAROS HAYRETTİN PAŞA MAH.NAZIM HİKMET BULVARI I NEWİSTA C BLOK NO 84 C / 21 ESENYURT İSTANBUL;(212) 5583253;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
DOĞUŞ KALIP METAL ELEKTRİK SAN VE TİC. LTD. ŞTİ.;İKİTELLİ ORG.SAN.BÖLG.DEMİRCİLER SAN.SİTESİ B5 BLOK NO.123-124 KÜÇÜKÇEKMECE İSTANBUL;(212) 5497741;www.doguskalip.com;doguskalip.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
OPTİMAS MEDİKAL ÜRÜNLER SANAYİ VE TİC. LTD.ŞTİ.;YENİŞEHİR MAH. SÜMBÜL SOK. ATLANTİS PREMİUMNO: 8/2 Z04 PENDİK İSTANBUL;(216) 6394070;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
EFO ELEKTRİK MALZEMELERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;10046 SOK. NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ ATATÜRK ORG. SAN. BLG. ÇİĞLİ İZMİR;02323768305;www.efoelektrik.com;efoelektrik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
HAFELE MOBILYA VE INSAAT DONANIMLARI SAN.VE TIC.A.S.;DOSB MH 1.CD NO:10 ESENŞEHİR ÜMRANİYE İSTANBUL;(216) 5285900;www.hafele.com.tr;hafele.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
DEOS ELEKTRONİK MÜHENDİSLİK YAZILIM MAKİNE OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YAPRACIK MAH.EVLİYA ÇELEBİ CAD.CK-14 BLOK NO:68/2/45 ETİMESGUT ANKARA;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
BECHOFF OTOMASYON LTD.ŞTI.;FIRAT GARDEN PLAZA-3 4/18-19 KADIKÖY İSTANBUL;02165809830;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
BAYSER DAYANIKLI TÜKETİM MALLARI SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;EGITIM MAH. AHSEN ÇIKMAZI SK. SADIKOGLU IS MERKEZI NO: 10 IÇ KAPI NO: 68 34722 KADIKÖY İSTANBUL;(216) 7550332;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MEHMET ERDEM SÖZEN;FEVZİÇAKMAK MH. 10632 SK. 2A/201 KARATAY KONYA;(332) 3501351;http://www.mesmuhendislik.com;mesmuhendislik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BİOPARK MEDİKAL SANAYİ VE TİCARET A.Ş;HALKALI MERKEZ MAH FATİH CAD SİMA İŞ MERKEZİ NO 18 KAT 3 DAİRE 10 KÜÇÜKÇEKMECE İSTANBUL;(212) 4384021;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ZRL DIS TICARET ANONIM SIRKETI;İKİTELLİ OSB MAH. DERSAN S6B BLOK SK. S6B NO: 129 BAŞAKŞEHİR İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MYSİA ELEKTRİK ELEKTRONİK YAZILIM BİLGİSAYAR SAN. TİC. A.Ş.;ALAADDİNBEY MAH. NİLÜFER TİCARET MERKEZİ 622 SK. SERA PLAZA 8/B NİLÜFER BURSA;(224) 4432465;http://www.mysiaelectric.com;mysiaelectric.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
OMRON ELECTRONICS ELEKTRO MEKANİK YAZILIM TİCARET VE SANAYİ LİMİTED ŞİRKETİ;ALTUNIZADE KISIKLI CAD. NO.2 A BLK NO.2 ÜSKÜDAR İSTANBUL;02164740040;www.omron.com.tr;omron.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BİOGEN MEDİKAL CİHAZLAR TİCARET A.Ş.;ORUÇREİS MAH. TEKSTİLKENT CAD. KOZA PLAZA A BLOK KAT:18 NO:67 ESENLER İSTANBUL;02125882355;www.biogen.com.tr;biogen.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
NISO DE YAZILIM TEKNOLOJİLERİ ANONİM ŞİRKETİ;ÇINARLI MAH.ANKARA ASFALTI CAD.NO:15 İÇ KAPI NO391 KONAK İZMİR;(232) 4211011;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
LALELİ ELEKTRİK TİCARET LTD.ŞTİ.;MESİHPAŞA MAH. LALELİ CAD. ŞAİR HAŞMET SK. NO:40/21 K:6 İKİTELLİ BAŞAKŞEHİR İSTANBUL;;www.lalelielektrik.com.tr;lalelielektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
TİM OTOMASYON ANONİM ŞİRKETİ;HALKALI MERKEZ MAH DEREBOYU CAD ANTPLAZA PLATONO:4 K:17 D:134 KÜÇÜKÇEKMECE İSTANBUL;(212) 2211140;http://www.timotomasyon.com;timotomasyon.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ECM TIBBİ CİHAZLAR TİCARET LTD ŞTİ;GÜZELHİSAR MAH. ALBAY ŞEFİK CAD. 4/11 EFELER AYDIN;(256) 0000000;www.emctıbbicihazlar.com;emctıbbicihazlar.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ONESTA SAĞLIK EĞİTİM HİZMETLERİ ANONİM ŞİRKETİ;ALTINŞEHİR MH. BEKA SK. NO:28/A ÜMRANİYE İSTANBUL 34775 ÜMRANİYE, İSTANBUL, TÜRKİYE ÜMRANİYE İSTANBUL;(216) 3659426;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
3Z ELEKTRİK TARIM MAKİNALARI HAYVANCILIK SANAYİ VE TİCARET ANONİM ŞİRKETİ;AKDENİZ MAH. ŞEHİT FETHİBEY CAD. HERİS TOWER NO:55/091 PASAPORT KONAK İZMİR;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
GALATA GÜÇ JENERATÖR DIS TICARET LIMITED SIRKETI;BALABANAGA MAH. FETHIBEY CAD.NO: 20 IÇ KAPI NO: 14 FATİH İSTANBUL;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
FEMKA KABLO TİCARET LİMİTED ŞİRKETİ;HALİL RIFAT PAŞA MAH.PERPA TİCARET MERKEZİ ABLOK K:1-2-3 NO:0031 OKMEYDANI 34384 ŞİŞLİ, İSTANBUL, TÜ OKMEYDANI ŞİŞLİ İSTANBUL;(212) 2202022;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
FORTA İNŞAAT VE SANAYİ ANONİM ŞİRKETİ;AYAZAĞA MAHALLESİ MİMAR SİNAN SOKAK NO:21 SEBA OFFICE BOULEVARD D BLOK NO:48 PK:34396 SARIYER/İST SARIYER İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
LAMPART MODERN AYDINLATMA SAN.VE TİC.LTD.ŞTİ.;KARACAKAYA CAD. NO:37/1 ANKARA;03123485234;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
İSTANBUL SENSÖRLER ALGILAYICI CİHAZLAR VE ENDÜSTRİYEL OTOMASYON SİSTEMLERİ VE TİCARET LTD.ŞTİ.;DUDULLU DES SAN. SİT. YÖNETİM MERK. BİNASI NO.2/36 ÜMRANİYE İSTANBUL;(216) 5203150;www.istanbulotomasyon.com.tr;istanbulotomasyon.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
OZKUL ELEKTRIK ELEKTRONIK SAN. VE TIC.LTD.STI.;KEMANKES MAH.ERISTECI SOK.ABEDHAN NO:7/11 BEYOĞLU İSTANBUL;02122937261;www.ozkulelektronik.com;ozkulelektronik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
CORETEK BİLGİ TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ.;GÜLBAHAR MAH.ŞEHİT ERTUĞRUL KABATAŞ CAD.NO:48 B BLOK K:1 D:1-2 MECİDİYEKÖY ŞİŞLİ İSTANBUL;(212) 2130088;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜRETEN DENTAL DİŞ HEKİMLİĞİ MALZEMELERİ SANAYİ TİCARET LİMİTED ŞİRKETİ;KAZIMDİRİK MAH. ANKARA CAD. ÖZKANLAR APT. NO:227/B BORNOVA İZMİR;(232) 9990434;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
LAZERSAN TEKNOLOJİ BİLİŞİM ANONİM ŞİRKETİ;KIZILIRMAK MAH.DUMLUPINAR BULVARI A BLOK NO : 9A/ 158 ÇANKAYA ANKARA;(312) 4791094;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
SIMKAB ELEKTRIK SAN.ITH.IHR. TIC.LTD.STI.;YUNUSEMRE MAH. VEYSEL KARANİ CAD. TABİAT SOKAK NO:8 SANCAKTEPE İSTANBUL;(216) 3099946;www.simkab.com.tr;simkab.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
TESUP GLOBAL ANONİM ŞİRKETİ;HIZIRPAŞA MAHALLESİ ERTUĞRULGAZİ CAD. MESCİ APT 16 MERKEZ AMASYA;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ERCE MUH.ELK.SIST.SAN.VE TIC.L TD.STI.;HUZURHOCA ÇETİNKAYA SK TALHA NO:24 KAPI NO:8 ATAŞEHİR İSTANBUL;(216) 5772287;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
İ-MAK REDÜKTÖR VARYATÖR SAN. VE TİC. A.Ş.;DEMIRKAPI KERESTECILER SİTESIRIZA UZUN SOKAK NO.5 EYÜP İSTANBUL;02125678732;www.imakreduktor.com;imakreduktor.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ESESGOLD DIŞ TİC. LTD. ŞTİ.;TUMSAN SAN.SIT.2.KISIM C BLK.NO.45 İKİTELLİ KÜÇÜKÇEKMECE İSTANBUL;(850) 4331126;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
İRİS İNŞAAT TURİZM SAN. VE TİC. A.Ş.;KERESTECİLER SAN. SİT. 19. SOK. NO:22/24 İKİTELLİ BAŞAKŞEHİR İSTANBUL;(212) 6704930;www.irisinsaat.com.tr;irisinsaat.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARS MOTOR SERVİS TİCARET LİMİTED ŞİRKETİ;EVLİYA ÇELEBİ MAH. GENÇ OSMAN CAD. 45 19 TUZLA İSTANBUL;(216) 4462719;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MIKSAN MOTOR SANAYI VE TIC.A.S;BOSB- BEYLİKDÜZÜ ORGANİZE SANAYİ BÖLGESİ) BAKIR VE PİRİNÇ SAN. SİT. MENEKŞE CAD. NO:1 BEYLİKDÜZÜ İSTANBUL;(212) 2846400;www.miksanmotor.com;miksanmotor.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
TECHNOCAST OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ;OS.B. GOP PAŞA MAH. 6. CAD. NO:12 ÇERKEZKÖY TEKİRDAĞ;;www.mednetic.com.tr;mednetic.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
PHARMAWİND HEALTHCARE INC.SAĞ.KİM.GID.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;AKŞEMSETTİN MAH.AKDENİZ CAD. YAĞIZLAR İŞ MRK.YAĞIZLAR İŞ HANI NO:102/106 FATİH İSTANBUL;(212) 5668120;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
PORTUNUS AES YEDEK PARÇA VE SERVİS ANONİM ŞİRKETİ;TUZLA KİMYA SANA.O.S.B.MELEKARAS BULV.ANALİTİK CAD.N:48/3 TUZLA İSTANBUL;(216) 5719000;www.portunus.com;portunus.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
DATAGUESS TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;ZÜMRÜTEVLER MAH. NAZMİ İLKER SK. SANCAK PLAZA NO: 3 İÇ KAPI NO: 1 MALTEPE İSTANBUL;(216) 9121636;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
STEMC BİYOTEKNOLOJİ A.Ş.;LEVENT MAH. LALE SOK. NO:7 1 BEŞİKTAŞ İSTANBUL;(850) 9691907;www.stemc.com.tr;stemc.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
PRODAR MUH. INS.SAN.TIC.LTD.STİ.;ATATÜRK MH.CAN CD.NO:1 KAT:4 SARIGAZİ SANCAKTEPE İSTANBUL;02167151314;www.prodar.com;prodar.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
GRUP ARGE ENERJİ VE KONTROL SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İKİTELLİ ORG.SAN.BÖLG. YILDIZ TEKNOPARK SOK.APT. NO: 1/2B1-2B7-2B8-2B9 BAŞAKŞEHİR İSTANBUL;(212) 4388024;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
BEF POWER ENERJİ PETROL OTOMOTİV SANAYİ DIŞ TİCARET LİMİTED ŞİRKETİ;KAZLIÇEŞME MAH.KENNEDY CAD. BÜYÜKYALI İST.SİT.K BLOK 52K/132 ZEYTİNBURNU İSTANBUL;(212) 5991810;https://www.befpower.com.tr/;befpower.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ROM TİCARET VE ENERJİ LİMİTED ŞİRKETİ;KÜÇÜKBAKKALKÖY MAH. SELVİLİ SK. 4 48 ATAŞEHİR İSTANBUL;(216) 7064548;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
PMC TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;ATATÜRK MAH.SEDEF CAD.NO:3/1 ATAŞEHİR İSTANBUL;(216) 5808280;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
AZME GRUP İNŞAAT İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;CAMİ MAH. TANSEL SK. NO:3B İÇ KAPI NO:1 TUZLA İSTANBUL;(216) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
SAMEPOWER JERENATÖR VE ENERJİ SİSTEMLERİ A.Ş.;YENİDOGAN MAH ATATÜRK CAD. NO.301/12 SANCAKTEPE İSTANBUL;(216) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MT TABELA DIŞ TİCARET A.Ş.;İÇERENKÖY MAH. DEĞİRMENYOLU CAD. NO:35 K:5 ATAŞEHİR İSTANBUL;(850) 2151047;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
HMK SATIŞ DESTEKLEME ÜRÜNLERİ İMAL. İTH.İHR.SAN.VE TİC.A.Ş.;AMBARLIDERE YOLU LOTUS WORLD AVM NO:6 K:1 BEŞİKTAŞ İSTANBUL;(212) 2339465;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
MEGASER ENERJİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ANADOLU BULV. TRİNVEST CORNER-2 SİT.NO:151/K YENİMAHALLE ANKARA;(312) 3957100;http://megaserenerjipano.com.tr;megaserenerjipano.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
DEMSAY ELEKTRONİK SANAYİ VE TİCARET A.Ş.;SAHİL MAH. MARMARA CAD .ÇAYIRLI SOK.NO:2/1 34520 BEYLİKDÜZÜ İSTANBUL;(212) 5099971;www.demsay.com;demsay.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
AKELTAŞ ELEKTRİK TİCARET ANONİM ŞİRKETİ;KIZILIRMAK MAH.DUMLUPINAR BLV.NO:3 C-1 İÇ KAPI 160 ÇANKAYA ANKARA;(312) 0000000;http://www.akeltas.com;akeltas.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
HERMES ELEKTRİK PAZARLAMA LİMİTED ŞİRKETİ;HALİL RIFAT PAŞA MAH. YÜZER HAVUZ SK. PERPA TİC. M B BLOK NO:1/1 İÇ KAPI NO: 1657 ŞİŞLİ İSTANBUL;(212) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
