Firma Adı;Bölge;Sektör;Telefon;E-Posta;Domain;Detay URL
CANAN TEKSTİL SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/554.html
CANAN TEKSTİL SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/555.html
CANAN TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4285.html
CANBİS GIDA SAN. TİC. LTD. ŞTİ.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2053.html
CANKAR METAL SAN. VE TİC. LTD. ŞTİ.;4.Bölge;MAKİNE-METAL;3423570270;muhasebe@karalu.com.tr;karalu.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4967.html
CAZIM BİLGİN;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4076.html
CEMRE COLOR MASTERBATCH PLASTİK KİMYA SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4641.html
CENTRO TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4338.html
CEVDET AKINAL;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5316.html
CEYLAN OTOMOTİV SAN.TİC.A.Ş.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3986.html
CİHANSER HALI SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2939.html
CMS CONCEPT PLASTİK AMBALAJ TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Dülük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/347.html
CNC AMBALAJ SANAYİ VE TİCARET A.Ş.;3.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3734.html
CNC AMBALAJ SANAYİ VE TİCARET A.Ş.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3379.html
COŞKUN HAYDARGİL;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1284.html
CPS BİLGİ TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ.;4.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5101.html
CÜNEYT KARDEŞLER DIŞ TİC. TEKSİL VE SAN. LTD. ŞTİ.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2981.html
CÜNEYT ULU;3.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5541.html
ÇABUK AMBALAJ SENTETİK ÇUVAL SAN. VE TİC.LTD.ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2631.html
ÇABUK AMBALAJ SENTETİK ÇUVAL SAN. VE TİC.LTD.ŞTİ.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/724.html
ÇAĞLAR İPLİK ÇEKİMİ - MEHMET ÇAĞLAR;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5845.html
ÇAĞSAN AMBALAJ VE KAYNAK MAKİNALARI SANAYİ TİCARET LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4330.html
ÇAĞSAN AMBALAJ VE KAYNAK MAKİNALARI SANAYİ TİCARET LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3663.html
ÇAĞSAN AMBALAJ VE KAYNAK MAKİNALARI SANAYİ TİCARET LTD. ŞTİ.;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5935.html
ÇAPAN DOKUMA HALI TEKS. SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3961.html
ÇAPAN TEKSTİL BOYA SAN.VE TİC. LTD.ŞTİ;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3153.html
ÇELEBİOĞULLARI GIDA TARIM ÜRÜN. TEKS.TUR.İNŞ.PET.TAŞ.MAT.ELEKT.SAN.VE TİC. LTD. ŞTİ.;1.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1190.html
ÇELEMLER SENTETİK DOKUMA SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1728.html
ÇELEMLER SENTETİK DOKUMA SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/127.html
ÇELİKASLAN TEKSTİL SAN. VE TİC.A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2089.html
ÇELİKASLAN TEKSTİL SAN. VE TİC.A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3383.html
ÇELİKASLAN TEKSTİL SAN. VE TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/823.html
ÇELİKASLAN TEKSTİL SAN. VE TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3967.html
ÇELİKASLAN TEKSTİL SAN. VE TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/694.html
ÇELİKLER GIDA ENDÜSTRİ SAN. VE TİC. A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1413.html
ÇELİKMETAL KAUÇUK PLASTİK MAKİNE SAN. VE TİC. LTD. ŞTİ.;2.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5136.html
ÇENGEL İPLİK TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/484.html
ÇENGEL İPLİK TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4498.html
ÇERÇİ AYAKKABICILIK SAN. VE TİC. LTD. ŞTİ.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1543.html
ÇETİNDAĞ METAL İNŞ. TİC. SAN. A.Ş.;5.Bölge-Aktoprak;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4127.html
ÇİÇEK KATI ATIKLAR GERİ DÖNÜŞÜM SAN. VE NAK. TİC. LTD.ŞTİ.;3.Bölge;GERİ DÖNÜŞÜM;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5045.html
ÇİLTUĞ ISI SAN.VE TİC.A.Ş.;1.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4316.html
ÇİLTUĞ ISI SAN.VE TİC.A.Ş.;1.Bölge;MAKİNE-METAL;3422300325;muhasebe@ciltug.com;ciltug.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1329.html
ÇİMKO ÇİMENTO BETON SANAYİ VE TİCARET A.Ş.;3.Bölge;DİĞER;3423289770;cimkobeton@sanko.com.tr;sanko.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2407.html
ÇOBANOĞLU YEM TARIM ÜRÜNLERİ NAKLİYE TURİZM VE SAN. TİC. A.Ş.;1.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1305.html
D RECT CHARGE ELEKTRİK ENERJİ SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5143.html
DAHHAN TEKSTİL PLASTİK SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4060.html
DAIM PLASTİK SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2913.html
DANEM GIDA SAN. VE TİC. A.Ş.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5881.html
DAYIOĞLU BULGUR GIDA MAD.İNŞ. SAN. VE TİC. LTD. ŞTİ.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2649.html
DAYIOĞLU UN GIDA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1437.html
DEFNE ATIK TOPLAMA VE GERİ DÖNÜŞÜM LTD. ŞTİ.;3.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5379.html
DEĞİRMEN INTERNATIONAL MAK. SAN. VE TİC. LTD. ŞTİ.;4.Bölge;MAKİNE-METAL;3423570150;info@karagozint.com.tr;karagozint.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2781.html
DEĞİRMENCİ GIDA SAN. VE TİC. LTD.ŞTİ.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1580.html
DEMPA İHTİYAÇ GIDA  İNŞAAT VE TÜK.MAD. SAN.VE TİC. A.Ş.;5.Bölge-Göksüncük;GIDA;3423379337;dempa@lezizbakliyat.com;lezizbakliyat.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3405.html
DERSU HALICILIK EV GEREÇLERİ TEKS. TİC. VE SAN. LTD. ŞTİ.;5.Bölge-Dülük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4791.html
DERVİŞ KARAKAYA-MEHMET ALİ KARAKAYA;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1027.html
DERVİŞ KARAKAYA-MEHMET ALİ KARAKAYA;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2724.html
DİLA İPLİK DOKUMA BOYAMA SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/86.html
DİLEK AKÇAY;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4955.html
DİLEK HALI A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5254.html
DİNAMİK OTOMOTİV GIDA TEKSTİL İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3671.html
DOĞAN KAPLAMA AĞAÇ ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/392.html
DOĞU TAŞIT MUAYENE İSTASYONLARI İŞL. A.Ş.;5.Bölge-Dülük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3648.html
DOĞUMAK TREYLER BASINÇLI TANK SAN. A.Ş.;5.Bölge-Göksüncük;MAKİNE-METAL;3425130878;muhasebe@dogumakas.com;dogumakas.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3395.html
DOKA TEKSTİL SANAYİ VE TİCARET A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1672.html
DOKUTEKS HALI TEKSTİL SANAYİ VE TİCARET A.Ş.;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1292.html
DOKUTEKS HALI TEKSTİL SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4358.html
DORUKCAN TEKSTİL NAK. İNŞ. SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/71.html
DOST KARDEŞLER TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3606.html
DÖNMEZ HALI VE TEKSTİL SAN. TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/510.html
DPACK TEKSTİL AMBALAJ İNŞAAT MÜHENDİSLİK MAKİNA TARIM HAYVANCILIK SAN. VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5265.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2401.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2403.html
DURKAR HALI TEKSTİL SAN.VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3397.html
DURMAZ İHRACAT VE İTHALAT DEMİR SAN. TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3353.html
DURMUŞ ALİ DOĞAN;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5625.html
EBRU KARA;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5882.html
ECRİN GIDA SAN. VE TİC.LTD. ŞTİ.;5.Bölge-Dülük;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/323.html
EFC KAYIŞ RULMAN SAN. TİC. LTD. ŞTİ.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5118.html
EFC KAYIŞ RULMAN SAN. TİC. LTD. ŞTİ.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5119.html
EGE TABAN SAN. VE TİC. LTD. ŞTİ.;2.Bölge;PLASTİK-AMBALAJ;3423233171;muhasebe@egetaban.com.tr;egetaban.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1900.html
EKAFTİG PALET PLASTİK İMALATI SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5157.html
EKONET TEKSTİL VE AMBALAJ SAN. TİC. A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1813.html
EKONET TEKSTİL VE AMBALAJ SAN. TİC. A.Ş.;5.Bölge-Aktoprak;PLASTİK-AMBALAJ;3423371841;info@ekonetbranda.com.tr;ekonetbranda.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3541.html
ELERSAN ÇİKOLATA ŞEKERLEME GIDA TAŞIMACILIK SAN. VE TİC.LTD.LŞTİ.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1997.html
ELİF AVCI;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5619.html
ELMAS YAĞ SAN. A.Ş.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2479.html
ELYAF İPLİK SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4755.html
ELYAF İPLİK SANAYİ VE TİCARET A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3124.html
ELYAFSAN TEKSTİL SAN.TİC.LTD.ŞTİ.;2.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4526.html
EMEK İŞ SAĞLIĞI  İŞ GÜVENLİĞİ EĞİTİM ÇEVRE HİZMETLERİ SAN. VE TİC. LTD. ŞTİ;4.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/6043.html
EMİN ÇAĞ ENDÜSTRİYEL MUTFAK MAK. SAN. TİC. LTD. ŞTİ.;5.Bölge-Dülük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/431.html
EMİNSAN UN SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1955.html
EMİRE AKTOĞ;1.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1185.html
EMKA HALI DOKUMA MAKİNA SAN. VE TİC.LTD.ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4252.html
EMPERA HALI SAN.VE TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4152.html
EMRE ÇİKOLATA GIDA SAN. VE TİC. LTD.ŞTİ.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2263.html
EMRE SUNİ DERİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1616.html
EMRESAN UN GIDA SAN. VE TİC. LTD.ŞTİ.;1.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/979.html
ENDER ALÜMİNYUM SAN.VE TİC.A.Ş.;4.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4731.html
ENDER NONWOVEN TEKS. SAN. VE TİC. A.Ş.;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5473.html
ENDER PLASTİK SAN.VE TİC.LTD.ŞTİ.;5.Bölge-Dülük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4444.html
ENDER PVC YAPI ELEMANLARI SAN.VE TİC.A.Ş.;4.Bölge;;3423372383;mustafa@enderpen.com.tr;enderpen.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5190.html
ENDÜLÜS HALI SAN. VE TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;;info@endulushali.com;endulushali.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4760.html
ENES MAKİNE ENDÜSTRİ SAN.TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/335.html
ENFAL HIRDAVAT MOBİLYA İNŞAAT GAYRİMENKUL SAN. VE TİC. LTD. ŞTİ.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/6092.html
ENKA HİJYEN ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/504.html
ENKA HİJYEN ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4281.html
ENPLAST YAPI SAN. VE TİC. A.Ş.;2.Bölge;DİĞER;3423372383;info@enderpen.com.tr;enderpen.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5692.html
ER-JÜT TEKSTİL İTH. İHR. SAN VE TİC. LTD. ŞTİ.;3.Bölge;TEKSTİL;3423378786;zekierkol@er-jut.com;er-jut.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2554.html
ERASK GAYRİMENKUL TİC. LTD. ŞTİ.;1.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4591.html
ERAT SPORT AYAKKABICILIK İMALAT SANAYİ VE TİCARET LTD.ŞTİ.;5.Bölge-Aktoprak;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2910.html
ERAY ERCAN AKAR;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5821.html
ERCANLAR KİMYA SANAYİ VE TİCARET A.Ş.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2221.html
ERDAL ÇULCU;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5179.html
ERDAL TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3098.html
ERDEM CAM SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4199.html
ERDEM SOFT TEKSTİL A.Ş.;3.Bölge;TEKSTİL;3423379142;muhasebe@erdemsofttextile.com;erdemsofttextile.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2413.html
ERDEM SOFT TEKSTİL A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2415.html
ERDEM SOFT TEKSTİL A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3251.html
ERENSAN GIDA SAN. TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/116.html
