FirmaAdi;WebSitesi;Domain;Email
"GMT GENEL MAKİNE TASARIM İMALAT PAZARLAMA SANAYİ VE TİCARET A.Ş.";"https://www.genelmakinatasarim.com.tr";"genelmakinatasarim.com.tr";""
"GORDİON BETON İNŞAAT LTD.ŞTİ.";"https://www.gordionbeton.com.tr";"gordionbeton.com.tr";""
"GÖKER HİDROLİK MEKANİK MAKİNA OTOMOTİV YEDEK PARÇA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gokerhidrolik.com";"gokerhidrolik.com";""
"GÖN KLİMA TESİSAT İNŞAAT SAN. VE TİC.A.Ş.";"https://gonair.com.tr/tr";"gonair.com.tr";""
"GPS OTOMOTİV AKSESUAR VE YEDEK PARÇA İTHALAT VE İHRACAT NAKLİYAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gpsautomotiveparts.com";"gpsautomotiveparts.com";""
"GRESAN YAĞ VE MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.gresan.com.tr";"gresan.com.tr";""
"GÜLERSAN BOYA KİMYA KIRTASİYE İNŞAAT NAKLİYAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.guler-san.com";"guler-san.com";""
"GÜLHAN YEDEK PARÇA İMALAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gulhankaucuk.com";"gulhankaucuk.com";""
"GÜNEL OTOMASYON ELEKTRİK ELEKTRONİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.gunelelektrik.com";"gunelelektrik.com";""
"GÜVEN ELEKTRİK SANAYİ İNŞAAT VE TİCARET LTD.ŞTİ.";"https://guvenelektrik.com/";"guvenelektrik.com";""
"GYP MAC MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"HAF PLASTİK SANAYİ VE TİCARET A.Ş.";"https://hafplastik.com/";"hafplastik.com";""
"HARMONİA BİTKİSEL VE ORGANİK GIDA PAZARLAMA İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"HASTEKNİK MAKİNA MODEL DÖKÜM METAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.hasteknikdokum.com";"hasteknikdokum.com";""
"HAVELSAN HAVA ELEKTRONİK SANAYİ VE TİCARET A.Ş.";"https://www.havelsan.com.tr/";"havelsan.com.tr";""
"HDI ÇELİK DÖVME SANAYİ VE DANIŞMANLIK TİCARET LTD.ŞTİ.";"https://www.hdicelik.com";"hdicelik.com";""
"HEDEF KALİTE MAKİNA İMALAT SANAYİ TİCARET LTD.ŞTİ.";"https://www.hedefkalitem.com";"hedefkalitem.com";""
"HEKTAŞ TİCARET TÜRK A.Ş.";"https://hektas.com.tr";"hektas.com.tr";""
"HELS ENDÜSTRİYEL MAMÜLLER SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"HESATEX PROFESYONEL TEKSTİL ÜRÜNLERİ A.Ş.";"";"";""
"HMD METAL VE ENERJİ A.Ş.";"https://www.hmdenerji.com";"hmdenerji.com";""
"HNC İNŞAAT A.Ş.";"https://hnc.com.tr/";"hnc.com.tr";""
"HORWER ENERJİ LTD. ŞTİ.";"https://www.horwerenerji.com";"horwerenerji.com";""
"HPR ENDÜSTRİ A.Ş.";"";"";""
"HSF SAVUNMA HAVACILIK SANAYİ ÜRETİM İTHALAT VE İHRACAT LTD. ŞTİ.";"https://hsfsavunma.com";"hsfsavunma.com";""
"HTA MEDİKAL TIBBİ CİHAZLAR SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.htamedical.com";"htamedical.com";""
"HÜSEYİN ÇETİN";"";"";""
"INTEGRA WINDOW SYSTEMS CAM PVC VE SANAYİ TİCARET A.Ş.";"https://integrawindow.com";"integrawindow.com";""
"INTERFLEX PLASTİK YALITIM SANAYİ TİCARET LTD. ŞTİ.";"https://interflexplastik.com";"interflexplastik.com";""
"IŞIK PLY DIŞ VE İÇ TİCARET İNŞAAT TAAHHÜT NAKLİYAT OTOMOTİV LTD.ŞTİ.";"https://www.isikiskele.com";"isikiskele.com";""
"IŞIK VİNÇ ELEKTROMEKANİK MÜHENDİSLİK A.Ş.";"https://www.isikmuh.com.tr";"isikmuh.com.tr";""
"İKS GRUP ENDÜSTRİ OTOMOTİV TİCARET LTD. ŞTİ.";"";"";""
"İLBE MİNERAL PETROL ÜRÜNLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ilbemineral.com";"ilbemineral.com";""
"İLHAN DANIŞMANLIK MAKİNA PLASTİK PETROL İNŞAAT GIDA TEMİZLİK VE TİCARET LTD. ŞTİ. BAŞKENT OSB ŞUBESİ";"";"";""
"İMERSAN YAPI SANAYİ VE TİCARET A.Ş.";"";"";""
"İMKON İMALAT MONTAJ İNŞAAT SANAYİ TİCARET A.Ş.";"https://www.imkon.com.tr";"imkon.com.tr";""
"İMTES İMALAT TEKNOLOJİSİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.imtes.com.tr";"imtes.com.tr";""
"İNOVA DERİ TEKSTİL SANAYİ VE TİCARET A.Ş.";"https://www.maxeopro.com";"maxeopro.com";""
"İNOVASAN İNOVASYON SAVUNMA ARGE SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.inovasan.info";"inovasan.info";""
"İNOVAT MÜHENDİSLİK SANAYİ TİCARET A.Ş.";"https://www.inovat.com.tr";"inovat.com.tr";""
"İPEK SAVUNMA SANAYİ LTD.ŞTİ.";"";"";""
"İST MİCRO SENSÖR TEKNOLOJİLERİ A.Ş";"";"";""
"JEAN MÜLLER ELEKTRİK SANAYİ VE TİCARET A.Ş.";"https://www.jeanmuller.com.tr";"jeanmuller.com.tr";""
"KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.";"https://www.kalyongrup.com";"kalyongrup.com";""
"KAM ANKARA BETON SANAYİ A.Ş.";"https://www.kam.com.tr";"kam.com.tr";""
"KANT PROJE ELEKTRİK ENERJİ İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.kantenerji.com";"kantenerji.com";""
"KARACAN YERİŞ VE ORTAĞI BÜLENT ŞİMŞEK";"";"";""
"KARBONİK ISITMA MÜHENDİSLİK ARAŞTIRMA GELİŞTİRME VE ÜRETİM A.Ş.";"https://www.karbonik.com.tr";"karbonik.com.tr";""
"KAROSET ARAÇ ÜSTÜ EKİPMAN VE OTOMOTİV TEKNOLOJİLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.karoset.com.tr";"karoset.com.tr";""
"KARTALLAR GRUP ELEKTRİK OTOMOTİV İNŞAAT TAŞIMACILIK MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.kartallargrup.com";"kartallargrup.com";""
"KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.";"https://www.katmerciler.com.tr";"katmerciler.com.tr";""
"KAYMAKÇILAR DÖKÜM VE SANAYİ A.Ş.";"https://www.kaymakcilar.com.tr";"kaymakcilar.com.tr";""
"KEMİPAZ ENDÜSTRİ SANAYİ VE TİCARET A.Ş.";"https://www.kemipaz.com.tr";"kemipaz.com.tr";""
"KEY NDT TEST HİZMETLERİ DANIŞMANLIK LTD. ŞTİ.";"https://www.keyndt.com.tr";"keyndt.com.tr";""
"KOCHENDÖRFER HYDRO ELEKTROMEKANİK SANAYİ VE TİCARET A.Ş.";"";"";""
"KODSAN ISI TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"http://kodsan.com.tr/";"kodsan.com.tr";""
"KORTEK YAZILIM VE GÜVENLİK SİSTEMLERİ SANAY İ TİCARET LTD.ŞTİ.";"";"";""
"KORUCU MAKİNA ELEKTRİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş. MALIKÖY BAŞKENT OSB ŞUBESİ";"https://www.korucu.com.tr";"korucu.com.tr";""
"KÖMÜR İŞLETMELERİ A.Ş.";"https://www.kiaskomur.com.tr";"kiaskomur.com.tr";""
"KSE FS ANTENSAN ELEKTRİK ELEKTRONİK MÜHENDİSLİK İNŞAAT MAKİNA SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"";"";""
"KSE MAKİNE İMALAT SANAYİ TİCARET A.Ş.";"";"";""
"KURUSAN GIDA A.Ş.";"";"";""
"KUZEY HORTUM HİDROLİK PNÖMATİK SANAYİ TİCARET LTD.ŞTİ.";"https://www.kuzeyhortum.com.tr";"kuzeyhortum.com.tr";""
"LADA CATERİNG RESTORAN TEMİZLİK İLAÇLAMA VE TİCARET LTD.ŞTİ.";"";"";""
"LİCHTGİTTER IZGARA SAN.VE TİC. A.Ş";"https://www.lichtgitter.com.tr";"lichtgitter.com.tr";""
"LİDER KURUYEMİŞ VE GIDA MADDELERİ SANAYİ TİCARET A.Ş.";"https://www.liderkuruyemis.com";"liderkuruyemis.com";""
"LİMİT BASIM YAYIN EĞİTİM ÖĞRETİM SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"LİNDE GAZ A.Ş.";"https://www.lindegaz.com.tr";"lindegaz.com.tr";""
"LMZ ELEKTROMEKANİK SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.lmz.com.tr/";"lmz.com.tr";""
"MAJORİTY POLİMER PETROKİMYA SANAYİ TİCARET ANONİM ŞİRKETİ";"https://www.majoritypolymers.com";"majoritypolymers.com";""
"MAKPARSAN OTOMOTİV SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"MANA HAVACILIK EĞİTİM VE TEKNOLOJİ GELİŞTİRME TİCARET A.Ş.";"https://www.manahavacilik.com";"manahavacilik.com";""
"MANYET MANYETİK TUTUCULAR SAN.TİC.LTD.ŞTİ.";"https://www.manyet.com";"manyet.com";""
"MAPA PETROL ÜRÜNLERİ TİCARET VE SANAYİ A.Ş.";"https://www.mapapetrol.com.tr; www.mapatedarik.com";"mapapetrol.com.tr; www.mapatedarik.com";""
"MATRİS ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.matriscelik.com";"matriscelik.com";""
"MAXİŞ İMALAT İNŞAAT VE SANAYİ TİCARET A.Ş.";"";"";""
"ME-AL ORGANİZASYON MATBAACILIK YAYINCILIK REKLAM TURİZM AMBALAJ LOJİSTİK SAN.TİC.LTD.ŞTİ.";"https://www.pioluklu.com";"pioluklu.com";""
"MEDA MÜHENDİSLİK İNŞAAT SANAYİ TİCARET LTD. ŞTİ.";"https://www.medamuhendislik.com.tr";"medamuhendislik.com.tr";""
"MEDNAS MEDİKAL A.Ş.";"";"";""
"MEDSTER TIBBİ CİHAZ VE SAĞLIK HİZMETLERİ LTD. ŞTİ.";"http://www.medster.com.tr";"medster.com.tr";""
"MEFASAN SAVUNMA SİSTEMLERİ A.Ş.";"https://www.mefasan.com.tr/";"mefasan.com.tr";""
"MEGA ENDÜSTRİ KONTROL SİSTEMLERİ TİCARET LTD. ŞTİ.";"https://www.megaendustri.com.tr";"megaendustri.com.tr";""
"MEGİS ELEKTRONİK SİSTEMLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.mekaglobal.com.";"mekaglobal.com.";""
"MEKRA LANG OTOMOTİV YAN SANAYİ A.Ş.";"https://www.mekra-turkey.com";"mekra-turkey.com";""
"MEKSER YAPI İNŞAAT MÜHENDİSLİK SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.mekblue.com";"mekblue.com";""
"MENA ENDÜSTRİYEL TARTI SİSTEMLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.wei.com.tr";"wei.com.tr";""
"MERİÇ GRUP ÇELİK İSKELE İMLALAT MAKİNE İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.meric-groupe.tr";"meric-groupe.tr";""
"MERİH ASANSÖR SANAYİ VE TİCARET A.Ş";"https://www.merihasansor.com/";"merihasansor.com";""
"MERSAN METAL SANAYİ İNŞAAT DIŞ TİCARET A.Ş.";"https://www.mersanmetal.com.tr";"mersanmetal.com.tr";""
"METÇEL METAL ÇELİK EŞYA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"MGM İMALAT METAL DÖKÜM SANAYİ VE TİCARET A.Ş.";"";"";""
"MİLMAST YÜKSELTME SİSTEMLERİ A.Ş.";"http://www.milmast.com.tr";"milmast.com.tr";""
"MİLPES ELEKTRONİK ENERJİ SANAYİ VE TİCARET A.Ş.";"https://www.milpes.com";"milpes.com";""
"MİLSPEC MÜHENDİSLİK MAKİNE OTOMASYON A.Ş.";"";"";""
"MİNERVA ENGINEERING MÜHENDİSLİK A.Ş.";"https://minervamuhendislik.com.tr";"minervamuhendislik.com.tr";""
"MİTHRA MAKİNA SANAYİ VE TİCARET. LTD. ŞTİ.";"https://www.mithramakina.com/";"mithramakina.com";""
"MOREN GRANİT MERMER İNŞAAT PROJE TAAHHÜT TİCARET LTD. ŞTİ.";"https://www.moren.com.tr";"moren.com.tr";""
"MOROVA REKLAMCILIK SANAYİ VE TİCARET A.Ş.";"https://www.morovareklam.com.tr";"morovareklam.com.tr";""
"MS SPEKTRAL SAVUNMA SANAYİ A.Ş.";"https://www.msspektral.com";"msspektral.com";""
"MS SPEKTRAL SAVUNMA SANAYİ A.Ş. BAŞKENT OSB 2 ŞUBESİ";"https://msspectral.tech";"msspectral.tech";""
"MSKT GROUP GIDA DIŞ TİCARET LTD. ŞTİ.";"https://www.kuruyemisonline.com";"kuruyemisonline.com";""
"MTF PROKON METAL İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB ŞUBE";"";"";""
"MUSA ARAS ENERJİ A.Ş.";"https://www.arasenerji.com";"arasenerji.com";""
"MUTAŞ CİVATA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.mutascivata.com.tr";"mutascivata.com.tr";""
"MUTAY ENERJİ SİSTEMLERİ SANAYİ TİCARET LTD. ŞTİ.";"https://www.mutay.com.tr";"mutay.com.tr";""
"MYA ELEKTRONİK LTD. ŞTİ.";"";"";""
"MYLASER MEKANİK ELEKTRONİK OPTİK VE MEDİKAL SİSTEMLERİ A.Ş";"";"";""
"NA-ME ENDÜSTRİ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.";"https://na-me.com.tr/";"na-me.com.tr";""
"NASE TEMSİLCİLİK TAAHHÜT İTHALAT İHRACAT PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.nase.com.tr/";"nase.com.tr";""
"NAZ TOHUMCULUK TARIMSAL ÜRETİM HAYVANCILIK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"NEOPLANT MÜHENDİSLİK A.Ş.";"https://www.neoplant.com.tr";"neoplant.com.tr";""
"NESİM YAPI KİMYASALLARI SANAYİ TİCARET LTD. ŞTİ.";"https://www.nescoat.com/";"nescoat.com";""
"NET ANKARA İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIK TİCARET LTD.ŞTİ.";"https://www.netankaraosgb.com.tr";"netankaraosgb.com.tr";""
"NEZİHİ MAKİNA ASFALT İMALAT İNŞAAT TAAH. PETROL TURİZM İTH. İHR. PAZ. SAN. VE TİC. LTD. ŞTİ.";"";"";""
"NİDEC NORTH ELEVATOR ASANSÖR VE SERVİS SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"NORBO SAVUNMA SANAYİ VE DIŞ TİCARET LTD. ŞTİ. BAŞKENT OSB ŞUBESİ";"https://norbo.com.tr/";"norbo.com.tr";""
"NOVA GRUP YEMEK GIDA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.novayemek.com";"novayemek.com";""
"NOVATEK KOMPOZİT SANAYİ VE TİCARET A.Ş.";"https://www.novatechcomposites.com";"novatechcomposites.com";""
"NÖTRON SAVUNMA SANAYİ TEKNOLOJİLERİ VE ENDÜSTRİYEL ELEKTRİK ELEKTRONİK TİCARET LTD. ŞTİ.";"https://www.notron.com.tr";"notron.com.tr";""
"NP PANEL TEKNOLOJİLERİ İZOLASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"https://www.nppanel.com";"nppanel.com";""
"NRG GROUP PELET İÇ VE DIŞ TİCARET A.Ş.";"https://www.nrggrouptr.com";"nrggrouptr.com";""
"NURİŞ PREFABRİK YAPI İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.nurisprefabrik.com.tr";"nurisprefabrik.com.tr";""
"OFİSORGANİZE KIRTASİYE BİLGİSAYAR BASIM GIDA TEMİZLİK İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.ofisostim.com";"ofisostim.com";""
"OM PROCESS MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.";"https://www.omprocess.com";"omprocess.com";""
"OMAR ASANSÖR HİDROLİK SİSTEMLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"http://omarliftturk.com/";"omarliftturk.com";""
"ONTECH PULTRÜZYON KOMPOZİT TEKNOLOJİLERİ İNŞAAT TAAHHÜT İMALAT İTHALAT İHRACAT TİCARET VE LTD.ŞTİ.";"";"";""
"OPAK MADENCİLİK SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.opakmadencilik.com";"opakmadencilik.com";""
"OPTİMA ELEKTRO HİDROLİK ÇEVRE TEKNOLOJİLERİ MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.optimatechnic.com";"optimatechnic.com";""
"OPTİMA ELEKTRO HİDROLİK ÇEVRE TEKNOLOJİLERİ MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.SİNCAN ŞUBESİ";"https://www.optimatechnic.com";"optimatechnic.com";""
"OPTİMA MÜHENDİSLİK A.Ş.";"https://www.optima.tc";"optima.tc";""
"ORDEM ELEKTRONİK MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ORDUMAK DEMİR ÇELİK A.Ş.";"https://www.ordumak.com.tr";"ordumak.com.tr";""
"ORGANUCA GIDA A.Ş.";"https://www.organuca.com";"organuca.com";""
"ORİON VİNÇ MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.orioncranes.com";"orioncranes.com";""
"ORKA MEKATRONİK İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ORTADOĞU SONDAJ SANAYİ VE TİCARET A.Ş.";"https://www.ortadogusondaj.com";"ortadogusondaj.com";""
"ORTAKCI ELEKTRİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"OWLAQ EĞİTİM DANIŞMANLIK A.Ş.";"http://www.owlaq.com/";"owlaq.com";""
"ÖLMEZ BETON YAPI ELEMANLARI İMALAT İNŞAAT NAKLİYE GIDA TAAHHÜT SANAYİ VE TİCRET LTD. ŞTİ. BAŞKENT OR";"https://www.olmezbeton.com";"olmezbeton.com";""
"ÖLMEZ SUNİ MERMER SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ÖZ VAGON DEMİRYOLLARI YEDEK PARÇA SANAYİ TİCARET LTD. ŞTİ.";"https://www.ozvagon.com";"ozvagon.com";""
"ÖZGÜR RULMAN KAUÇUK PLASTİK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ÖZTAN ELEKTRİK SANAYİ VE TİCARET A.Ş.";"https://www.oztanelektirk.com";"oztanelektirk.com";""
"PALME MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.palmemakina.com";"palmemakina.com";""
"PANCAST ALÜMİNYUM A.Ş.";"https://Pandaalu.com.tr";"pandaalu.com.tr";""
"PANTECH ALÜMİNYUM A.Ş.";"https://www.pantechalu.com";"pantechalu.com";""
"PATİSFOOD GRUP GIDA SANAYİ VE TİCARET A.Ş.";"https://www.patiswiss.com.tr";"patiswiss.com.tr";""
"PAYSA PREFABRİK İNŞAAT TURİZM VE ENDÜSTRİ LTD.ŞTİ.";"https://www.paysa.com.tr";"paysa.com.tr";""
"PENTAX AMBALAJ SANAYİ VE TİCARET A.Ş.";"https://www.pentaxambalaj.com";"pentaxambalaj.com";""
"PERFORMANS TEKNİK SERAMİK MALZEMELERİ ÜRETİM PAZARLAMA İTHALAT İHRACAT LTD.ŞTİ.";"";"";""
"PETEKSAN ENDÜSTRİYEL AMBALAJ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.peteksanambalaj.com";"peteksanambalaj.com";""
"Pİ FARMA İLAÇ SANAYİ VE TİCARET A.Ş.";"https://www.clkpharma.com.tr";"clkpharma.com.tr";""
"PİMAKS SAVUNMA VE HAVACILIK SANAYİ MÜHENDİSLİK TİCARET LTD. ŞTİ.";"http://www.psh.com.tr/";"psh.com.tr";""
"PİMSUN MAKİNA OTOMOTİV SANAYİ İÇ VE DIŞ TİCARET A.Ş.";"https://www.pimsun.com.tr";"pimsun.com.tr";""
"PLASMACARE İLAÇ SANAYİ VE TİCARET A.Ş.";"https://www.centurion.com.tr";"centurion.com.tr";""
"POLATLI PTT MERKEZ MÜDÜRLÜĞÜ";"";"";""
"POLETECH KOMPOZİT SAVUNMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"";"";""
"POLİMAK MAKİNA VE YEDEK PARÇA SANAYİ VE TİCARET LTD. ŞTİ.";"https://polimak.com/";"polimak.com";""
"POLİMAK TEKNOLOJİ SAVUNMA HAVACILIK OTOMOTİV BİLİŞİM ENERJİ KALİBRASYON VE ENDÜSTRİYEL ÜRETİM SANAYİ";"https://www.polimak.com";"polimak.com";""
"POLYGONMACH MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.polygonmach.com";"polygonmach.com";""
"PORTUNUS MAKİNA SATIŞ YEDEK PARÇA VE SERVİS A.Ş. ANKARA BAŞKENT ŞUBESİ";"https://www.portunus.com";"portunus.com";""
"PRO-M MAKİNE MADEN NAKLİYE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.pro-m.com.tr";"pro-m.com.tr";""
"PROER MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"PROMARİN TEKNOLOJİK ÜRÜNLER SANAYİ VE TİCARET A.Ş.";"https://www.promarin.com.tr";"promarin.com.tr";""
"PROMEK MAKİNE YEDEK PARÇA İMALATI VE BAKIM ONARIM HİZMETLERİ LTD.ŞTİ.";"https://www.promekmakine.cm";"promekmakine.cm";""
"PROTERM ENERJİ SANAYİ VE TİCARET A.Ş.";"https://www.protermenerji.com";"protermenerji.com";""
"PYES YAPI SANAYİ TİCARET A.Ş.";"https://www.pyes.com.tr/";"pyes.com.tr";""
"RACEPLAST PLASTİK A.Ş.";"https://www.raceplast.com.tr";"raceplast.com.tr";""
"RADA MÜHENDİSLİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.radamuhendislik.com.tr";"radamuhendislik.com.tr";""
"RAMOX MAKİNE ÇELİK GIDA MÜHENDİSLİK İHRACAT İTHALAT TİCARET LTD. ŞTİ.";"https://www.ramoxmakine.com";"ramoxmakine.com";""
"RAPİDO MOBİLYA DEKORASYON TAAHHÜT SANAYİ VE TİCARET A.Ş.";"https://www.rapido.com.tr";"rapido.com.tr";""
"RB.EFE YAPI TİCARET İNŞAAT TAAHHÜT SANAYİ LTD. ŞTİ.";"";"";""
"RE-AL ISIL İŞLEM DÖKÜM MÜHENDİSLİK İNŞAAT ÇELİK KONSTRÜKSİYON NAKL. HIRDAVAT İTH.İHR.SAN.TİC. LTD.ŞT";"http://www.realisilislem.com/";"realisilislem.com";""
"REKSA ELEKTRİK ELEKTRONİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"https://www.reksaelektrik.com";"reksaelektrik.com";""
"REMA İSKELE İNŞAAT MÜHENDİSLİK MAKİNE MADENCİLİK GIDA GÜVENLİK SİSTEMLERİ TAAHHÜT SANAYİ VE TİCARET";"http://www.remaiskele.com/";"remaiskele.com";""
"RETROSER ISI TEKNOLOJİLERİ A.Ş.";"https://www.retroser.com.tr";"retroser.com.tr";""
"RGB YÜZEY TEKNOLOJİLERİ A.Ş.";"https://www.rgbsavunma.com";"rgbsavunma.com";""
"RIDOS SAVUNMA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ridos.com";"ridos.com";""
"RİDADA UNLU MAMÜLLER GIDA TİCARET A.Ş.";"https://www.ridada.com";"ridada.com";""
"RİO MAKİNE ORGANİZASYON DANIŞMANLIK GIDA SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"RN ENDÜSTRİ OTOMOTİV LTD.ŞTİ.";"";"";""
"ROKETSAN ROKET SANAYİ VE TİCARET A.Ş.";"https://www.roketsan.com.tr";"roketsan.com.tr";""
"ROMA TRAFO ENERJİ İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.romatrafo.com";"romatrafo.com";""
"ROXARD INDUSTRİES MAKİNE İNŞAAT TİCARET A.Ş.";"https://www.roxard.com";"roxard.com";""
"RUSH ISI TEKNOLOJİLERİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.rushheating.com.tr";"rushheating.com.tr";""
"SAFA KABİN MAKİNA İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.durstsafa.com";"durstsafa.com";""
"SAFAŞ SAF PLASTİK SANAYİ VE TİCARET A.Ş";"https://www.safas.com.tr";"safas.com.tr";""
"SAĞLIK YAYINCILIK YAZILIM BİLİŞİM LTD. ŞTİ.";"https://www.ihaledunyasi.net";"ihaledunyasi.net";""
"SALT METAL MAKİNA İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.saltmetal.com";"saltmetal.com";""
"SANEM MATBAACILIK VE ULUSLARARASI TAŞIMACILIK SANAYİ TİCARET A.Ş.";"https://www.sanem.com.tr";"sanem.com.tr";""
"SARAR TUR TURİZM LTD. ŞTİ.";"http://www.sarartur.com.tr/";"sarartur.com.tr";""
"SARIBAŞ METAL İMALAT İNŞAAT NAKLİYE KİMYA VE GIDA İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"SAVAŞ SAVUNMA SANAYİ A..Ş.";"https://www.savasdefense.com";"savasdefense.com";""
"SAYMAZ CNC VİNÇ MÜHENDİSLİK İNŞAAT TAAHHÜT SAN. VE TİC. A.Ş.";"https://www.saymazvinc.com.tr";"saymazvinc.com.tr";""
"SBS RULMAN KAUÇUK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sbsrulman.com";"sbsrulman.com";""
"SDA ENDÜSTRİ İMALAT TİC. A.Ş.";"";"";""
"SECTİON YAPI UYGULAMALARI İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sectionyapiuygulama.com.tr";"sectionyapiuygulama.com.tr";""
"SEM TRANSFORMATÖR A.Ş.";"https://www.semtransformator.com";"semtransformator.com";""
"SERBA MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.serbaltd.com";"serbaltd.com";""
"SERDAR PLASTİK SANAYİ VE TİCARET A.Ş.";"https://www.serdarplastik.com.tr";"serdarplastik.com.tr";""
"SEVEN İŞLEME İMALAT MAKİNA SANAYİ VE TİCARET A.Ş.";"http://www.sevenmakina.com/";"sevenmakina.com";""
"SEVİNÇ MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.sevincmakina.com.tr";"sevincmakina.com.tr";""
"SEY GRUP OTOMOTİV KONFEKSİYON İNŞAAT MERMER İÇ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.seygrup.com";"seygrup.com";""
"SHADOWLİNE POLİMER SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"SİMART SİSTEM MÜHENDİSLİK ARAŞTIRMA TEKNOLOJİLERİ VE ENDÜSTRİYEL HİZMETLER SANAYİ VE TİCARET LTD.ŞT";"https://www.simartsistem.com.tr";"simartsistem.com.tr";""
