FirmaAdi;WebSitesi;Domain;Email
"REKORSAN OTOMATİV SANAYİ VE TİCARET LTD. ŞTİ";"https://www.rekorsan.com.tr/";"rekorsan.com.tr";""
"REMAR ENERJİ VE İLETŞM. MALZ. PAZ. LTD. ŞTİ.";"http://www.remarenerji.com.tr/tr/";"remarenerji.com.tr";""
"ROCK YALITIM KAPLAMA A.Ş.";"https://rockkumlama.com/";"rockkumlama.com";""
"ROYAL KABLO SAN. VE TİC. A.Ş.";"https://www.royalkablo.com/";"royalkablo.com";""
"SARGIN İNŞAAT VE MAKİNA SANAYİ VE TİCARET A.Ş.";"https://sargininsaat.com/tr/";"sargininsaat.com";""
"SARIBAŞ ALÜMİNYUM SAC METAL İMALAT İNŞ. KİMYA GIDA VE TURİZM İTH. İHR. SAN. VE TİC. LTD. ŞTİ.";"https://www.saribas.com.tr/";"saribas.com.tr";""
"SEBAHATTİN ÖZÇELİK - ÖZÇELİK HİDROLİK";"https://www.ozcelikhydraulic.com/";"ozcelikhydraulic.com";""
"SELNİKEL ENERJİ ISI HAVA TEKNİKLERİ A.Ş.";"https://www.selnikel.com/";"selnikel.com";""
"SEVER MAKİNE YEDEK PARÇA SAN. VE TİC. LTD. ŞTİ.";"";"";""
"SİRİUS YENİLENEBİLİR ENERJİ TEKNOLOJİ ÜRETİM A.Ş.";"https://siriuspv.com/tr";"siriuspv.com";""
"SOLAR START ENERJİ SAN. VE TİC. A.Ş.";"https://solarstart.com.tr/";"solarstart.com.tr";""
"SOLİD SONDAJ SAN. VE TİC. LTD. ŞTİ.";"";"";""
"SOM CİVATA SOMUN SANAYİ VE TİCARET A.Ş.";"https://www.somas.com.tr/#1";"somas.com.tr";""
"SOMSAN SOMUN SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"SONSAN SONDAJ SANAYİİ LTD.ŞTİ.";"http://www.sonsan.com.tr/";"sonsan.com.tr";""
"STANDARD TECHNOLOGY SAĞLIK A.Ş.";"https://stest.com.tr/";"stest.com.tr";""
"ŞAHİNLER METAL SANAYİ VE TİCARET A.Ş.";"https://www.sahinler.com.tr/";"sahinler.com.tr";""
"ŞİMŞEKLER ALÜMİNYUM METAL MADENCİLİK OTOM. İNŞ. SAN. TİC. LTD. ŞTİ.";"";"";""
"TARIM KREDİ TEDARİK VE ÜRETİM A.Ş.";"https://www.tktedarik.com.tr/";"tktedarik.com.tr";""
"TAYDER MÜH. MAK. SAN. VE TİC. LTD. ŞTİ.";"https://tayder.com.tr/anasayfa";"tayder.com.tr";""
"TEK TRANSFORMATÖR MAKİNA ELEKTRİK SAN. VE TİC. A.Ş";"https://tektransformator.com/";"tektransformator.com";""
"TEKİŞ ELEKTRİK MAK. İML. İNŞ. TAAH. SAN. VE TİC. A.Ş.";"https://www.tek-is.com.tr/";"tek-is.com.tr";""
"TEPE BETOPAN YAPI MALZEMELERİ SAN. VE TİC. A.Ş.";"http://www.betopan.com.tr";"betopan.com.tr";""
"TEPE PREFABRİK İNŞ. SAN. VE TİC. A.Ş.";"https://www.tepeprefabrik.com.tr/?lang=tr";"tepeprefabrik.com.tr";""
"TERA ELEKTRONİK A.Ş.";"https://teratr.com/";"teratr.com";""
"TG SAVUNMA SAN. VE ELEKTRONİK TİC. LTD. ŞTİ.";"https://tgsavunma.com/";"tgsavunma.com";""
"TİMSAN TEKNİK İNŞ. VE MAK. SAN. VE TİC. LTD. ŞTİ.";"";"";""
"TUNA İNŞAAT SAN. A.Ş.";"https://tunainsaat.com.tr/";"tunainsaat.com.tr";""
"TUREKSA ARAÇ ÜSTÜ EKİPMANLARI MAK. PROJELENDİRME VE İMALAT SAN. TİC. A.Ş.";"https://tureksa.com.tr/";"tureksa.com.tr";""
"TURKUAZ ENERJİ DOĞALGAZ İNŞ. İML. TİC. VE SAN. LTD. ŞTİ.";"https://www.turkuazenerji.com/";"turkuazenerji.com";""
"ULAS PASLANMAZ ÇELİK METAL SAN. VE TİC. LTD. ŞTİ.";"https://www.ulas-paslanmaz.com/";"ulas-paslanmaz.com";""
"ULUSOY TOHUMCULUK ZİRAAT SANAYİİ VE TİCARET LTD.ŞTİ.";"https://www.ulusoyseed.com.tr/";"ulusoyseed.com.tr";""
"UMS UĞUR METAL SAN. MÜH. İNŞ. NAK. İÇ VE DIŞ TİC. LTD. ŞTİ.";"https://umsmetal.com.tr/";"umsmetal.com.tr";""
"USEL ELEKTRİK TESİSLERİ TAAHHÜT VE TİCARET A.Ş.";"";"";""
"UYGAR ASANSÖR SANAYİ VE TİCARET A.Ş.";"https://www.uygar.com.tr/";"uygar.com.tr";""
"ÜNAL AĞAÇ İŞLEME SAN. VE TİC. A.Ş.";"https://unalagac.com/";"unalagac.com";""
"ÜNALLAR METAL İNŞ. SAN. TİC. A.Ş.";"https://unallarmetal.com/";"unallarmetal.com";""
"ÜNİVERSAL JENERATÖR SAN. VE TİC. LTD. ŞTİ.";"https://www.universal.com.tr/";"universal.com.tr";""
"VA-KO VAGON KONTEYNER MAK. MÜH. PRJ. SAN. ve TİC. A.Ş.";"https://www.vako.com.tr/";"vako.com.tr";""
"VAŞAK GAZ MAK. HIRD. SAN. VE TİC. LTD. ŞTİ.";"https://www.vasakgaz.com.tr/";"vasakgaz.com.tr";""
"VMN PHARMACETICALS İLAÇ SAN. TİC. LTD. ŞTİ. (MİSTAV)";"https://www.vmnpharma.com/";"vmnpharma.com";""
"VMN PHARMACETICALS İLAÇ SAN. TİC. LTD. ŞTİ.(MİSTAV)";"https://www.vmnpharma.com/";"vmnpharma.com";""
"WELMET ENDÜSTRİ LTD. ŞTİ.";"https://welmetendustri.com/";"welmetendustri.com";""
"YAPIM BİLİŞİM BASIN YAYIN PROD. DAN. TUR. İNŞ. TAAH. MAK. MÜH. İTH. İHR. TİC. A.Ş.";"";"";""
"YAZKAN DÖKÜM. SAN VE TİC. A.Ş.";"https://www.yazkan.com.tr/index.php";"yazkan.com.tr";""
"YILMAZER ASFALT İNŞ. TUR. MÜH. SAN. VE TİC. LTD. ŞTİ.";"https://www.yilmazerasfalt.com.tr/";"yilmazerasfalt.com.tr";""
"ZETAŞ KİMYASAL ÜRÜNLER VE SU ARITMA SİTEMLERİ İNŞ. SAN. TİC. LTD. ŞTİ.";"https://zetaskimya.com/";"zetaskimya.com";""
"ZEY GLASS CAM SAN. VE TİC. A.Ş.";"https://zeyglass.com/";"zeyglass.com";""
"ZİRVE PLASTİK KALIP MAK. İMA. İTH. İHR. SAN. TİC. LTD. ŞTİ.";"https://www.zirveplastik.com.tr/";"zirveplastik.com.tr";""
"ZK METAL SAN. A.Ş.";"";"";""
