ticker,company_name,city,domain,email,address,indexes,sector,market
DAPGM,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,İSTANBUL,www.dapgayrimenkulgelistirme.com.tr,"muhasebe@dapgayrimenkulgelistirme.com.tr, info@dapgayrimenkulgelistirme.com.tr, yatirimciiliskileri@dapgayrimenkulgelistirme.com.tr",Altayçeşme Mah. Çamlı Sk. Dap Royal Center Sit. B Blok Apt. No: 16 B/8 Maltepe/İstanbul,"BIST KATILIM 100, BIST 100-30, BIST İSTANBUL, BIST HİZMETLER, BIST 500, BIST YILDIZ, BIST KATILIM TUM, BIST 100, BIST TÜM, BIST KATILIM 30, BIST KATILIM 50, BIST İNŞAAT",İNŞAAT VE BAYINDIRLIK,YILDIZ PAZAR
DARDL,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,ÇANAKKALE,www.dardanel.com.tr,dardanel@dardanel.com.tr,Kepez Beldesi Boğazkent Mah. Atatürk Cad. No:51 Merkez / Çanakkale,"BIST GIDA, İÇECEK, BIST KATILIM TUM, BIST TÜM, BIST SINAİ, BIST ANA, BIST 500, BIST TÜM-100",İMALAT,"ANA PAZAR, KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA"
DGATE,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,İSTANBUL,www.datagate.com.tr,yatirimci@datagate.com.tr,"Ayazağa Mahallesi Mimar Sinan Sokak No:21, Seba Office Boulevard İş Merkezi, D Blok, Kat:1, No:10, Sarıyer, 34485,/İstanbul","BIST İSTANBUL, BIST TEKNOLOJİ, BIST TÜM, BIST ANA, BIST BİLİŞİM, BIST KATILIM TUM, BIST 500, BIST TÜM-100",TEKNOLOJİ,ANA PAZAR
DCTTR,DCT TRADİNG DIŞ TİCARET A.Ş.,İSTANBUL,www.dcttrading.com.tr,yatirimciiliskileri@dcttrading.com.tr,ATAKÖY 7-8-9-10. KISIM MAH. ÇOBANÇEŞME E-5 YAN YOL CAD. NO:16/1 İÇ KAPI NO:118 BAKIRKÖY/İSTANBUL,"BIST HALKA ARZ, BIST TÜM-100, BIST KATILIM 100, BIST HİZMETLER, BIST TOPTAN TICARET, BIST TÜM, BIST KATILIM TUM, BIST 500, BIST TİCARET, BIST ANA, BIST İSTANBUL",TOPTAN VE PERAKENDE TİCARET,ANA PAZAR
DGRVK,DEĞER VARLIK KİRALAMA A.Ş.,İSTANBUL,www.degervarlik.com,,İnkılap Mah. Dr. Adnan Büyükdeniz Cad. No : 6 D:16 34768 Ümraniye/İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,KOCAELİ,www.demisas.com.tr,yatirimci.iliskileri@demisas.com.tr,Emek Mahallesi Aşiroğlu Caddesi No:147 41700 Darıca/Kocaeli,"BIST KATILIM TUM, BIST TÜM-100, BIST 500, BIST ANA, BIST METAL ANA, BIST SINAİ, BIST TÜM",İMALAT,ANA PAZAR
DENVA,DENGE VARLIK YÖNETİM A.Ş.,İSTANBUL,dengevarlik.com.tr,mali.isler@dengevarlik.com.tr,Huzur Mah. Azerbaycan Cad Skyland No:4 B Blok Kat:35 No:507 Sarıyer / İstanbul \n\n,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DENGE,DENGE YATIRIM HOLDİNG A.Ş.,İSTANBUL,www.dengeholding.com.tr,info@dengeholding.com.tr,Atatürk Mahallesi Ertuğrul Gazi Sok. Metropol İstanbul Sitesi A Blok No:2E İç Kapı No:12 Ataşehir-İstanbul,"BIST İSTANBUL, BIST TÜM, BIST KATILIM TUM, BIST ANA, BIST HOLDİNG VE YATIRIM, BIST TÜM-100, BIST MALİ, BIST 500",MALİ KURULUŞLAR,ANA PAZAR
DNZEN,DENİZ EKO ENERJİ VE GERİ DÖNÜŞÜM A.Ş.,İSTANBUL,www.denizeko.com,"info@denizeko.com, yatirimci.iliskileri@denizeko.com",Yakuplu Mah. Sanayi Cad. No: 10 İç Kapı No: 3 Beylikdüzü / İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DENFA,DENİZ FAKTORİNG A.Ş.,İSTANBUL,www.denizfactoring.com,denizfactoringmuhasebe@denizbank.com,BÜYÜKDERE CADDESİ NO:141 KAT:8 ESENTEPE-ŞİŞLİ - İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DNFIN,DENİZ FİNANSAL KİRALAMA A.Ş.,İSTANBUL,www.denizleasing.com.tr,info@denizleasing.com,BÜYÜKDERE CADDESİ NO.141 KAT.16 ESENTEPE ŞİŞLİ,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.denizgyo.com.tr,"denizgyomaliisler@denizbank.com, gyomaliisler@denizbank.com",Büyükdere Caddesi No:141 K:22 Esentepe - Şişli - İstanbul,"BIST TÜM, BIST GAYRİMENKUL YAT. ORT., BIST TÜM-100, BIST ANA, BIST 500, BIST MALİ",MALİ KURULUŞLAR,ANA PAZAR
DERIM,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,TEKİRDAĞ,www.derimod.com.tr,"sibelkirmizilar@derimod.com.tr, yatirimciiliskileri@derimod.com.tr",Marmaracık OSB Mah. Mimar Sinan Cad. No: 7 Ergene - Tekirdağ,"BIST TEKSTİL, DERİ, BIST TÜM-100, BIST TÜM, BIST ANA, BIST SINAİ, BIST İSTANBUL",İMALAT,ANA PAZAR
DERHL,DERLÜKS YATIRIM HOLDİNG A.Ş.,İSTANBUL,www.derluks.com.tr,iletisim@derluks.com.tr,Tarabya Mah. Ahi Çelebi Cad. No : 7 Sarıyer /İSTANBUL,"BIST TÜM-100, BIST TÜM, BIST 500, BIST İSTANBUL, BIST HOLDİNG VE YATIRIM, BIST MALİ, BIST ANA",MALİ KURULUŞLAR,"ANA PAZAR, KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA"
DESA,DESA DERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.desa.com.tr,"desa@desa.com.tr, investor.relations@desa.com.tr, yatirimciiliskileri@desa.com.tr",HALKALI CAD. NO: 208 34295 SEFAKÖY / K.ÇEKMECE / İSTANBUL,"BIST TÜM, BIST TÜM-100, BIST 500, BIST TEKSTİL, DERİ, BIST SINAİ, BIST ANA",İMALAT,ANA PAZAR
DESPC,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,İSTANBUL,www.despec.com.tr,yatirimci@despec.com.tr,"Ayazağa Mahallesi Mimar Sinan Sokak No:21, Seba Office Boulevard İş Merkezi D Blok, Kat:1, No:9, Sarıyer,34485/ İstanbul","BIST TÜM-100, BIST İSTANBUL, BIST TEKNOLOJİ, BIST BİLİŞİM, BIST TÜM, BIST ANA, BIST 500, BIST KATILIM TUM",TEKNOLOJİ,ANA PAZAR
DSTKF,DESTEK FİNANS FAKTORİNG A.Ş.,İSTANBUL,www.destekfaktoring.com.tr,kurumsaliletisim@destekfaktoring.com.tr,Esentepe Mah. Büyükdere Cad. Ferko Signature No:175/164 Şişli-İSTANBUL,"BIST YILDIZ, BIST FİN. KİR. FAKTORİNG, BIST 50, BIST 500, BIST 100, BIST 30, BIST TÜM, BIST MALİ, BIST HALKA ARZ",MALİ KURULUŞLAR,YILDIZ PAZAR
DMD DSYAT,DESTEK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,www.destekyatirim.com,info@destekyatirim.com,ESENTEPE MAH. BÜYÜKDERE CAD. TEKFEN NO: 209 IÇ\nKAPI NO: 26 SISLI/ ISTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DEVA,DEVA HOLDİNG A.Ş.,İSTANBUL,www.deva.com.tr,deva@deva.com.tr,HALKALI MERKEZ MH. BASIN EKSPRES CD. NO.1 34303 KÜÇÜKÇEKMECE-İSTANBUL,"BIST TÜM, BIST TÜM-100, BIST SINAİ, BIST 500, BIST YILDIZ, BIST KİMYA, PETROL, PLASTİK, BIST TEKİRDAĞ",İMALAT,"YILDIZ PAZAR, KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA"
DIMES,DİMES GIDA SANAYİ VE TİCARET A.Ş.,TOKAT,https://www.dimes.com.tr/,,Elektronik Posta Adresi,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,İZMİR,www.dinamik-izmir.com,"yatirimciiliskileri@dinamik-izmir.com, dinamik@dinamik-izmir.com",İbni Melek Osb Mh. TOSBİ Yol 3 Sk No:20 Tire Organize Sanayi Bölgesi Tire/ İZMİR,"BIST KATILIM TUM, BIST KOBI SANAYİ, BIST 500, BIST İZMİR, BIST SINAİ, BIST TÜM, BIST ANA, BIST TÜM-100, BIST KİMYA, PETROL, PLASTİK",İMALAT,ANA PAZAR
DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,ISPARTA,www.diriteks.com,diriteks@diriteks.com,PİRİMEHMET MAH. 1739 SK. MESCİTLİ İŞHANI Kapı No:9 -11 Daire No:3 MERKEZ/ISPARTA,,İMALAT,YAKIN İZLEME PAZARI
DITAS,DİTAŞ BDY YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,NİĞDE,www.ditas.com.tr,ir@ditas.com.tr,"Kayseri Yolu 3.Km, 51100 NİĞDE","BIST KATILIM TUM, BIST 500, BIST METAL EŞYA, MAKİNA, BIST ANA, BIST TÜM-100, BIST SINAİ, BIST TÜM",İMALAT,ANA PAZAR
DKVRL,DK VARLIK KİRALAMA A.Ş.,İSTANBUL,www.dkvarlik.com.tr,bilgi@dkvarlik.com.tr,Yamanevler Mah. Ahmet Tevfik İleri Cad. No: 22-26 İç Kapı No: 62 Ümraniye/İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DMRGD,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,İSTANBUL,www.dmrbakery.com,yatirimci.iliskileri@dmrunlumamuller.com,Eyüp Sultan Mah. İbni Sina Cad. Simit Sarayı Blok No: 21 Sancaktepe/İSTANBUL,"BIST ANA, BIST TÜM, BIST GIDA, İÇECEK, BIST TÜM-100, BIST SINAİ, BIST İSTANBUL, BIST 500",İMALAT,ANA PAZAR
DOFRB,DOF ROBOTİK SANAYİ A.Ş.,İSTANBUL,dofrobotics.com,info@dofrobotics.com,MALTEPE MAH. YEDİKULE ÇIRPICI YOL SK. TOPKAPI TİCARET MERKEZİ 2 SİTESİ. NO:1 . İÇ KAPI NO:133 ZEYTİNBURNU /İSTANBUL,"BIST 500, BIST KATILIM TUM, BIST TEKNOLOJİ, BIST KATILIM 50, BIST KATILIM 100, BIST TÜM-100, BIST HALKA ARZ, BIST TÜM, BIST BİLİŞİM, BIST İSTANBUL, BIST YILDIZ",TEKNOLOJİ,YILDIZ PAZAR
DOFER,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,ANKARA,www.dofer.com.tr,"yatirimciiliskileri@dofer.com.tr, dofer@dofer.com.tr",Örnek Mah. Turgut Özal Bulvarı 2 No:34 Dofer Plaza Altındağ/ANKARA,"BIST METAL ANA, BIST TÜM, BIST SINAİ, BIST TÜM-100, BIST 500, BIST KATILIM TUM, BIST ANA",İMALAT,ANA PAZAR
DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,İSTANBUL,www.doganholding.com.tr,,Altunizade. Burhaniye Mahallesi. Kısıklı Caddesi. No:65 34676 Üsküdar İstanbul,"BIST TEMETTÜ 25, BIST MALİ, BIST TÜM, BIST 500, BIST 100, BIST TEMETTÜ, BIST YILDIZ, BIST İSTANBUL, BIST HOLDİNG VE YATIRIM, BIST TEMETTU 5 YIL, BIST 100-30, BIST SÜRDÜRÜLEBİLİRLİK, BIST KURUMSAL YÖNETİM",MALİ KURULUŞLAR,YILDIZ PAZAR
DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.doganlarmobilyagrubu.com,finans@dogtaskelebek.com,İdealtepe Mahallesi Rıfkı Tongsir Caddesi No:107 Maltepe/İstanbul,"BIST SINAİ, BIST 500, BIST ANA, BIST KURUMSAL YÖNETİM, BIST TÜM-100, BIST TÜM, BIST SÜRDÜRÜLEBİLİRLİK, BIST ORMAN, KAĞIT, BASIM",İMALAT,ANA PAZAR
DOGVY,DOĞRU VARLIK YÖNETİM A.Ş.,İSTANBUL,www.dogruvarlik.com,info@dogruvarlik.com,"Emniyet Evleri Mahallesi, Lala Paşa Sokağı No:1, 34415 Kağıthane/İstanbul",,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,ERZURUM,www.doguaras.com,info@doguaras.com,MURATPAŞA MAHALLESİ ÇIRÇIRDERE SOKAK NO:2 YAKUTİYE/ERZURUM,"BIST TÜM, BIST TÜM-100, BIST YILDIZ, BIST KATILIM TUM, BIST KATILIM TEMETTU, BIST 500, BIST HİZMETLER, BIST ELEKTRİK, BIST TEMETTÜ",ELEKTRİK GAZ VE SU,YILDIZ PAZAR
DOGUB,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,ERZİNCAN,www.seraper.com.tr,info@seraper.com.tr,YALNIZBAĞ MAHALLESİ SİVAS CADDESİ NO:21 / A MERKEZ ERZİNCAN,"BIST TAŞ, TOPRAK, BIST SINAİ, BIST KATILIM TUM, BIST KOBI SANAYİ, BIST TÜM-100, BIST TÜM",İMALAT,ALT PAZAR
DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.dogusgyo.com.tr,info@dogusgyo.com.tr,"Maslak Mahallesi, Ahi Evran Caddesi No:4/7 Doğuş Center Maslak, 34398 Maslak-Sarıyer/İstanbul","BIST TÜM-100, BIST TÜM, BIST KURUMSAL YÖNETİM, BIST MALİ, BIST GAYRİMENKUL YAT. ORT.",MALİ KURULUŞLAR,ALT PAZAR
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,İSTANBUL,www.dogusotomotiv.com.tr,yatirimciiliskileri@dogusotomotiv.com.tr,"Maslak Mahallesi, Ahi Evran Caddesi (Doğuş Center Maslak), No:4, İç Kapı No:3, 34485 Sarıyer/İstanbul","BIST 100, BIST TİCARET, BIST TEMETTÜ 25, BIST TEMETTÜ, BIST YILDIZ, BIST TÜM, BIST TOPTAN TICARET, BIST TEMETTU 5 YIL, BIST SÜRDÜRÜLEBİLİRLİK 25, BIST KURUMSAL YÖNETİM, BIST 100-30, BIST İSTANBUL, BIST 50, BIST SÜRDÜRÜLEBİLİRLİK, BIST HİZMETLER, BIST 500",TOPTAN VE PERAKENDE TİCARET,YILDIZ PAZAR
DFKTR,DORUK FAKTORİNG A.Ş.,İSTANBUL,https://www.dorukfaktoring.com.tr/,"dorukfaktoring@dorukfaktoring.com.tr, tcort@dorukfaktoring.com.tr, utku.gurgur@dorukfaktoring.com.tr",Kuştepe Mh. Mecidiyeköy Yolu Cd. N.12 Trump Towers Kule 2 Kat 24 34387 Mecidiyeköy Şişli İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,BURSA,www.doktas.com,doktas@doktas.com,Fatih mah.Gölyolu Üzeri No:26 16801 Orhangazi Bursa,"BIST 500, BIST METAL ANA, BIST TÜM-100, BIST BURSA, BIST TÜM, BIST ANA, BIST SINAİ",İMALAT,ANA PAZAR
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,İSTANBUL,www.durandogan.com,info@durandogan.com,Hadımköy Mah.Mustafa İnan.Cd.No.41 Arnavutköy/İstanbul,"BIST ORMAN, KAĞIT, BASIM, BIST 500, BIST SINAİ, BIST TÜM-100, BIST İSTANBUL, BIST ANA, BIST TÜM",İMALAT,ANA PAZAR
DURKN,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,ANKARA,www.durukan.com.tr,info@durukan.com.tr,AHİ EVRAN OSB MAH. DAĞISTAN CAD. NO: 11 SİNCAN / ANKARA,"BIST GIDA, İÇECEK, BIST ANA, BIST ANKARA, BIST TÜM, BIST HALKA ARZ, BIST SINAİ, BIST 500, BIST TÜM-100",İMALAT,ANA PAZAR
DUNYH,DÜNYA HOLDİNG A.Ş.,İSTANBUL,dunyaholding.com.tr,info@dunyaholding.com.tr,Levent Mahallesi Yeni Sülün Sokak No:17 Beşiktaş/İSTANBUL,"BIST TÜM, BIST HOLDİNG VE YATIRIM, BIST ANA, BIST İSTANBUL, BIST TÜM-100, BIST MALİ, BIST 500",MALİ KURULUŞLAR,ANA PAZAR
DNYVA,DÜNYA VARLIK YÖNETİM A.Ş.,İSTANBUL,invest.dunyavarlik.com,invest@dunyavarlik.com,Esentepe Mah. Büyükdere Cad. Astoria Blok No:127 İç Kapı No.3 Şişli/İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,İZMİR,www.dyo.com.tr,info@dyo.com.tr,AOSB MAHALLESİ 10003 SOK. NO:2/8 ÇİĞLİ/İZMİR,"BIST KOCAELİ, BIST ANA, BIST KİMYA, PETROL, PLASTİK, BIST SINAİ, BIST TÜM-100, BIST TÜM, BIST 500, BIST KATILIM TUM",İMALAT,"KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA, ANA PAZAR"
EBEBK,EBEBEK MAĞAZACILIK A.Ş.,İSTANBUL,www.ebebek.com,yatirimciiliskileri@ebebek.com,İçerenköy Mh. Değirmen Yolu Cd.No:37 D:6 Ataşehir / İstanbul,"BIST HİZMETLER, BIST TÜM-100, BIST TİCARET, BIST TÜM, BIST YILDIZ, BIST KATILIM TUM, BIST PERAKENDE TICARET, BIST KATILIM TEMETTU, BIST TEMETTÜ, BIST 500",TOPTAN VE PERAKENDE TİCARET,YILDIZ PAZAR
ECOGR,ECOGREEN ENERJİ HOLDİNG A.Ş.,DENİZLİ,ecogreenenerji.com,yatirimciiliskileri@ecogreenenerji.com,Sümer Mahallesi 2482/2 Sk. Skycity B Blok İş Merkezi No: 4/1 İç Kapı No: 129 Merkezefendi/Denizli,"BIST TÜM, BIST YILDIZ, BIST 500, BIST HALKA ARZ, BIST ELEKTRİK, BIST HİZMETLER, BIST TÜM-100, BIST DENİZLİ",ELEKTRİK GAZ VE SU,YILDIZ PAZAR
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,İSTANBUL,"www.eyh.eczacibasi.com.tr,",eyh@eczacibasi.com.tr,Kanyon Ofis Büyükdere Cad.185 34394 Levent İstanbul,"BIST MALİ, BIST HOLDİNG VE YATIRIM, BIST TÜM-100, BIST YILDIZ, BIST TEMETTU 10 YIL, BIST TEMETTÜ, BIST İSTANBUL, BIST TEMETTU 5 YIL, BIST TÜM, BIST 500",MALİ KURULUŞLAR,YILDIZ PAZAR
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,ANKARA,www.e-data.com.tr,info@e-data.com.tr,Fatih Sultan Mah.2720 Sokak HL Ofis Blok No:4A İç Kapı No:49 Etimesgut / ANKARA,"BIST ANKARA, BIST KATILIM TUM, BIST 500, BIST TÜM-100, BIST BİLİŞİM, BIST TÜM, BIST TEKNOLOJİ, BIST ANA",TEKNOLOJİ,ANA PAZAR
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.edip.com,yatirimci@edip.com,MAHMUTBEY MERKEZ MH. TAŞOCAĞI CD. NO:5 BAĞCILAR İSTANBUL,"BIST TÜM-100, BIST KATILIM TUM, BIST ANA, BIST TÜM, BIST 500, BIST HİZMETLER, BIST İNŞAAT, BIST İSTANBUL",İNŞAAT VE BAYINDIRLIK,ANA PAZAR
EFOR,EFOR YATIRIM SANAYİ TİCARET A.Ş.,İSTANBUL,www.eforcay.com,yatirimciiliskileri@eforcay.com,İçerenköy Mah. Destan Sk. Efor Plaza No:6 İç Kapı No:11 Ataşehir İstanbul Türkiye,"BIST GIDA, İÇECEK, BIST KATILIM 50, BIST 500, BIST KATILIM TUM, BIST SINAİ, BIST HALKA ARZ, BIST KATILIM 30, BIST YILDIZ, BIST 100, BIST 100-30, BIST TÜM, BIST KATILIM 100",İMALAT,YILDIZ PAZAR
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,İZMİR,www.egeendustri.com.tr,yatirimciiliskileri@egeendustri.com.tr,KEMALPAŞA CADDESİ NO:280 35060 PINARBAŞI BORNOVA-İZMİR,"BIST SINAİ, BIST TEMETTU 10 YIL, BIST METAL EŞYA, MAKİNA, BIST TEMETTU 5 YIL, BIST 500, BIST İZMİR, BIST TÜM-100, BIST TÜM, BIST YILDIZ",İMALAT,YILDIZ PAZAR
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,İZMİR,www.egegubre.com.tr,info@egegubre.com.tr,EGE PERLA B KULE OZAN ABAY CAD. NO:10 K:8 D:81 KONAK - İZMİR,"BIST KİMYA, PETROL, PLASTİK, BIST KATILIM TEMETTU, BIST İZMİR, BIST TEMETTÜ, BIST TEMETTU 5 YIL, BIST TEMETTU 10 YIL, BIST KATILIM TUM, BIST TÜM-100, BIST KATILIM 100, BIST 500, BIST TÜM, BIST SINAİ, BIST YILDIZ",İMALAT,YILDIZ PAZAR
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,İZMİR,www.egeprofil.com.tr,egeprofil@deceuninck.com,ATATÜRK PLASTİK OSB MH. 5 CD. NO:4 35660 MENEMEN / İZMİR,"BIST KİMYA, PETROL, PLASTİK, BIST KATILIM TEMETTU, BIST İZMİR, BIST TEMETTU 5 YIL, BIST TÜM, BIST 500, BIST KATILIM TUM, BIST TÜM-100, BIST YILDIZ, BIST TEMETTÜ, BIST SINAİ",İMALAT,YILDIZ PAZAR
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,İZMİR,www.egeseramik.com,info@egeseramik.com,KEMALPAŞA OSB MAHALLESİ ANSIZCA SANAYİ SİTESİ SK. NO:297/1 35730 KEMALPAŞA/İZMİR,"BIST İZMİR, BIST TAŞ, TOPRAK, BIST ANA, BIST TÜM, BIST TÜM-100, BIST SINAİ",İMALAT,ANA PAZAR
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,İZMİR,egeplast.com.tr,info@egeplast.com.tr,10003 SOKAK NO: 6 A.O.S.B. ÇİĞLİ - İZMİR,"BIST TÜM, BIST SINAİ, BIST TÜM-100, BIST ANA, BIST 500, BIST KİMYA, PETROL, PLASTİK, BIST İZMİR",İMALAT,ANA PAZAR
EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,www.egeyapigyo.com,info@egeyapigyo.com,Altunizade Mh. İnci Çıkmazı No:3 Kat:1 D:8 Altunizade Üsküdar - İstanbul - Turkiye,"BIST TÜM, BIST TÜM-100, BIST ANA, BIST HALKA ARZ, BIST 500, BIST MALİ, BIST GAYRİMENKUL YAT. ORT.",MALİ KURULUŞLAR,ANA PAZAR
ECZIP,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş.,İSTANBUL,https://www.eczacibasiilac.com.tr/,yatirimciiliskileri.eip@eczacibasi.com.tr,Büyükdere cad.Ali Kaya sokak No:5 Levent /İstanbul,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.eis.com.tr,eis@eczacibasi.com.tr,"Büyükdere Cad. Ali Kaya Sok. No:5 34394 Levent, İstanbul\n","BIST 100-30, BIST TEMETTÜ 25, BIST HOLDİNG VE YATIRIM, BIST YILDIZ, BIST MALİ, BIST 100, BIST TEMETTÜ, BIST 500, BIST İSTANBUL, BIST TEMETTU 10 YIL, BIST TEMETTU 5 YIL, BIST TÜM",MALİ KURULUŞLAR,YILDIZ PAZAR
EKER,EKER SÜT ÜRÜNLERİ GIDA SANAYİ VE TİCARET A.Ş.,BURSA,www.eker.com,"serefsezer@eker.com, ipektuna@eker.com, info@eker.com",Odunluk Mah. Erdoğan Binyücel Cad. No:13/A 16063 Nilüfer / BURSA,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
EKDMR,EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş.,İSTANBUL,www.ekinciler.com,,Maslak Mahallesi Eski Büyükdere Caddesi No:7 Giz 2000 Plaza Kat:3 Sarıyer-İstanbul,"BIST SINAİ, BIST TÜM, BIST TÜM-100, BIST HALKA ARZ, BIST YILDIZ, BIST METAL ANA",İMALAT,YILDIZ PAZAR
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,İZMİR,www.ekizkimya.com,"yatirimci@ekizkimya.com, ekiz@ekizkimya.com",İsmet Kaptan Mah. Şehit Nevres Blv. Deren Plaza No:10/11 Konak / İZMİR,,İMALAT,YAKIN İZLEME PAZARI
EKOFA,EKO FAKTORİNG A.Ş.,İSTANBUL,www.ekofactoring.com,"finans@ekofactoring.com, yatirimci@ekofactoring.com",Maslak Mahallesi Meydan Sokak Veko Giz Plaza No:3 Maslak-Sarıyer/İSTANBUL,,,KESİN ALIM SATIM PAZARI-NİTELİKLİ YATIRIMCILAR ARASINDA
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,BALIKESİR,www.ekoselectric.com,"info@ekoselectric.com, yatirimciiliskileri@ekoselectric.com",Gaziosmanpaşaosb Mah. 7. Cadde Ekos Elektrik Blok No:17-19/A İç Kapı No:1 Altıeylül Balıkesir,"BIST 500, BIST SINAİ, BIST BALIKESİR, BIST METAL EŞYA, MAKİNA, BIST ANA, BIST TÜM, BIST TÜM-100",İMALAT,ANA PAZAR
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,İSTANBUL,www.eksun.com.tr,"yatirimci.iliskileri@eksun.com.tr, ir@eksun.com.tr",Ord. Prof. Fahrettin Kerim Gökay Cad. No:36 Altunizade / İstanbul,"BIST TEKİRDAĞ, BIST TÜM-100, BIST 500, BIST ANA, BIST TÜM, BIST KATILIM TUM, BIST GIDA, İÇECEK, BIST SINAİ",İMALAT,ANA PAZAR
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,ANKARA,www.elitenaturel.com,yatirimci@elitenaturel.com,Malıköy Başkent OSB Mah. 3 Cad. No: 3 Sincan / Ankara,"BIST KATILIM TEMETTU, BIST ANA, BIST TEMETTÜ, BIST ANKARA, BIST 500, BIST TÜM-100, BIST SINAİ, BIST KATILIM TUM, BIST GIDA, İÇECEK, BIST TÜM",İMALAT,ANA PAZAR
